34.983,965.42,108.36
34.983,1372.4,237.73
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
2.3167,1028.4,508.16
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
2.3167,1.6824e+06,80982
2.3167,2166.1,448.82
60.55,857.63,81.382
60.55,2088,213.21
-5.9005e+07,NaN,NaN
60.55,1885,917.69
-5.9005e+07,NaN,NaN
41.483,935.12,92.959
41.483,1838.4,187.73
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
177.1,455.38,27.101
177.1,9184.1,533.77
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
372.23,165.41,7.4594
372.23,16872,755.05
372.23,200.36,40.805
372.23,846.44,51.672
372.23,173.26,7.8485
70.133,817.63,41.841
70.133,14532,769.21
70.133,1126.4,405.08
70.133,1241.5,275.69
70.133,826.47,42.913
87.133,750.73,60.712
87.133,2052.5,180.18
87.133,1693.1,893.57
-5.9005e+07,NaN,NaN
87.133,746.6,64.321
