2.3667,6569,247.16,1.1606e+07,4.3647e+05,1773
2.3667,6885.4,1642.5,1.2173e+07,2.9037e+06,1773
40.7,7028.2,140.45,1.7187e+07,3.4316e+05,2454
40.7,7027.7,508.38,1.7196e+07,1.2439e+06,2454
70.117,7320,282.6,2.266e+08,8.7481e+06,31078
70.117,7439.9,276.63,2.3045e+08,8.5686e+06,31078
12.4,6410.9,205.55,2.268e+06,71583,355
12.4,5794.1,968.42,2.051e+06,3.4261e+05,355
85.45,7461,290.09,3.75e+07,1.4579e+06,5044
85.45,7572.8,312.39,3.8086e+07,1.571e+06,5044
56.4,7128.9,131.81,3.4843e+07,6.4406e+05,4905
56.4,7413.1,332.65,3.6255e+07,1.6268e+06,4905
177.1,7149.7,281.51,2.3569e+08,9.28e+06,33096
177.1,7114.7,335.86,2.3468e+08,1.1078e+07,33096
372.23,7004.5,149.44,1.293e+09,2.7584e+07,1.8575e+05
372.23,7106.7,168.18,1.3127e+09,3.1065e+07,1.8575e+05
#34.633,863.06,40.613,1.7287e+06,81328,2010
#34.633,1065.7,123.95,2.136e+06,2.4841e+05,2010
