2.3667,3.6449e+05,66149,6.1347e+08,1.1133e+08,1773
2.3667,3.6203e+05,70316,6.0947e+08,1.1837e+08,1773
2.3667,3.4352e+05,79618,5.7842e+08,1.3406e+08,1773
2.3667,3.3817e+05,63614,5.6943e+08,1.0712e+08,1773
2.3667,3.2251e+05,60255,5.431e+08,1.0146e+08,1773
2.3667,3.5338e+05,93173,5.9513e+08,1.5691e+08,1773
2.3667,3.9009e+05,1.2595e+05,6.5696e+08,2.1212e+08,1773
2.3667,4.306e+05,2.4421e+05,7.252e+08,4.1129e+08,1773
2.3667,3.7143e+05,72377,6.256e+08,1.219e+08,1773
12.4,40964,7608.9,1.4375e+07,2.6689e+06,355
12.4,38549,10655,1.353e+07,3.739e+06,355
12.4,37499,15093,1.3165e+07,5.2984e+06,355
12.4,39741,7664,1.3953e+07,2.6896e+06,355
12.4,49010,11983,1.7211e+07,4.207e+06,355
34.633,403.92,174.05,7.6557e+05,3.2988e+05,2010
34.633,483.75,245,9.1733e+05,4.6459e+05,2010
