5.25,93516,28831,8.8627e+07,2.7322e+07,1001
10.4,42218,16735,4.5937e+08,1.8208e+08,12000
14.933,52471,13187,5.7093e+08,1.4348e+08,12000
19.25,27842,8045.1,3.0294e+08,8.7534e+07,12000
23.433,23458,7453.6,2.5524e+08,8.1099e+07,12000
27.483,20045,6318.7,2.4907e+08,7.8511e+07,13800
88.5,7797.1,2403.4,5.4673e+08,1.6852e+08,1.1085e+05
88.5,12263,3678.8,8.6182e+08,2.5852e+08,1.1085e+05
186.5,7946.6,1505.2,2.976e+08,5.6367e+07,47231
186.5,6823.2,1477.1,2.5611e+08,5.5439e+07,47231
83.15,10637,3368.2,7.0375e+07,2.2284e+07,7160
83.15,11330,4758.3,7.513e+07,3.1553e+07,7160
224.88,11654,2004.7,7.9293e+08,1.3639e+08,1.0569e+05
224.88,8216.4,1441.8,5.6031e+08,9.8311e+07,1.0569e+05
