32.233,89.262,51.031,2.0634e+05,1.1796e+05,2313
37.067,92.669,35.353,1.717e+05,65504,1854
67.883,31.905,7.6458,2.3483e+05,56276,7365
67.883,33.326,7.0156,2.453e+05,51640,7365
137.23,30.121,6.8953,1.6964e+06,3.8834e+05,56360
137.23,31.276,5.8481,1.7615e+06,3.2937e+05,56360
63.183,31.759,15.979,1.5762e+05,79303,4966
63.183,49.399,16.532,2.4518e+05,82051,4966
320.58,34.104,2.526,2.9324e+06,2.172e+05,86053
320.58,32.761,2.1625,2.8171e+06,1.8595e+05,86053
476.63,32.571,3.3511,7.1813e+06,7.3886e+05,2.2072e+05
476.63,29.526,2.6768,6.5103e+06,5.9022e+05,2.2072e+05
476.65,35.226,3.9151,7.7637e+06,8.6288e+05,2.2063e+05
476.65,32.574,3.031,7.1795e+06,6.6805e+05,2.2063e+05
