0.48333,5537.9,640.68,1.6503e+06,1.9061e+05,301
0.48333,5199.9,460.5,1.5582e+06,1.376e+05,301
5.8,5575.5,269.98,9.6592e+06,4.6757e+05,1750
5.8,4640.1,171.17,8.0835e+06,2.9804e+05,1750
5.8,4311,809.85,7.5202e+06,1.4127e+06,1750
10.5,5579.5,133.85,4.9692e+07,1.1918e+06,9000
10.5,6606.2,2650.7,5.9049e+07,2.3693e+07,9000
10.5,4767.1,94.2,4.2693e+07,8.4352e+05,9000
10.5,4562.7,423.15,4.0917e+07,3.7947e+06,9000
13.25,5604.6,134.45,4.9916e+07,1.1971e+06,9000
13.25,4745.2,89.968,4.2496e+07,8.0562e+05,9000
13.25,4687.7,407.18,4.2038e+07,3.6515e+06,9000
15.983,5656.1,135.69,5.0375e+07,1.2081e+06,9000
15.983,4714,89.376,4.2217e+07,8.0032e+05,9000
15.983,4909.1,416.8,4.4023e+07,3.7378e+06,9000
18.7,5618.2,139.72,5.0037e+07,1.2441e+06,9000
18.7,6096.3,2708.2,5.4548e+07,2.4232e+07,9000
18.7,4713.5,89.368,4.2213e+07,8.0024e+05,9000
18.7,4453.3,386.82,3.9936e+07,3.4689e+06,9000
21.417,5726.2,132.38,5.0999e+07,1.1787e+06,9000
24.1,5620,134.82,5.0053e+07,1.2004e+06,9000
24.1,6606.2,2386.6,5.9049e+07,2.1333e+07,9000
24.1,5501.2,2630.4,4.9223e+07,2.3536e+07,9000
24.1,4754.4,93.95,4.2579e+07,8.4128e+05,9000
24.1,4659,377.38,4.1781e+07,3.3842e+06,9000
26.783,5591.6,139.06,4.98e+07,1.2382e+06,9000
26.783,4862.5,2485.1,4.3509e+07,2.2236e+07,9000
26.783,4699.5,89.102,4.2087e+07,7.9786e+05,9000
26.783,4622.6,365.41,4.1454e+07,3.2769e+06,9000
29.467,5616.9,144.68,5.0026e+07,1.2883e+06,9000
29.467,5254.4,2538.6,4.7015e+07,2.2715e+07,9000
29.467,4731.2,86.008,4.2371e+07,7.7015e+05,9000
29.467,4448.1,416.89,3.989e+07,3.7385e+06,9000
61.833,6288.1,305.16,2.5563e+07,1.2404e+06,4107
61.833,4437.4,213.77,1.8139e+07,8.738e+05,4107
61.833,4342.2,1007.2,1.7774e+07,4.123e+06,4107
83.133,6056.4,161.31,4.6235e+07,1.2312e+06,7714
83.133,4978.9,2540.3,3.8147e+07,1.9463e+07,7714
83.133,5680.2,2478.2,4.3566e+07,1.9007e+07,7714
83.133,4731.1,96.551,3.6319e+07,7.4108e+05,7714
83.133,4658,428.21,3.5806e+07,3.2916e+06,7714
88.5,4171.5,1319.1,4.4845e+08,1.4181e+08,1.1072e+05
88.5,5870.6,116.1,6.3969e+08,1.2647e+07,1.1072e+05
88.5,4551.2,355.69,4.9771e+08,3.8897e+07,1.1072e+05
88.5,5136.9,407,5.6235e+08,4.4555e+07,1.1072e+05
88.5,4683.3,80.012,5.1315e+08,8.7662e+06,1.1072e+05
88.5,4257.6,440.03,4.6663e+08,4.8227e+07,1.1072e+05
88.5,5067.5,138.05,5.5599e+08,1.5146e+07,1.1072e+05
201.3,4972.7,138.34,4.3853e+08,1.2198e+07,89506
201.3,4050.1,1174.6,3.5845e+08,1.0395e+08,89506
201.3,5145.2,1200.4,4.5586e+08,1.0635e+08,89506
201.3,4416,117.13,3.916e+08,1.0386e+07,89506
201.3,4598.2,260.61,4.0831e+08,2.3142e+07,89506
67.283,5715.5,199.98,1.2702e+07,4.4425e+05,2245
67.283,4736.8,152.41,1.0586e+07,3.4045e+05,2245
67.283,4571.2,699.62,1.0229e+07,1.5656e+06,2245
688.22,3396.1,715.46,5.442e+08,1.1464e+08,1.6553e+05
688.22,3951.3,49.724,6.4177e+08,8.0697e+06,1.6553e+05
688.22,3795.9,361.09,6.1875e+08,5.8859e+07,1.6553e+05
688.22,3498.9,398.97,5.7094e+08,6.5102e+07,1.6553e+05
688.22,3688.8,48.994,6.0247e+08,8.0007e+06,1.6553e+05
688.22,3214.8,720.15,5.2519e+08,1.1765e+08,1.6553e+05
688.22,3529.8,96.734,5.7728e+08,1.582e+07,1.6553e+05
329.65,4249.7,365.72,2.2178e+08,1.9084e+07,53583
329.65,4264.1,43.279,2.2556e+08,2.2865e+06,53583
329.65,4443.9,208.43,2.3592e+08,1.1065e+07,53583
329.65,4110.3,314.22,2.1843e+08,1.6698e+07,53583
329.65,4233.7,53.349,2.2519e+08,2.8372e+06,53583
329.65,3874.2,298.24,2.0613e+08,1.5868e+07,53583
329.65,4590.1,93.477,2.4448e+08,4.9786e+06,53583
329.65,4326,922.84,2.3071e+08,4.9217e+07,53583
