-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
32.233,130.03,71.188
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
67.883,3.2716,1.4715
-5.9005e+07,NaN,NaN
67.883,55.477,13.444
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
58.067,180.35,61.026
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
137.23,136.46,18.823
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
63.183,115.43,36.196
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
320.58,1.042,0.31745
-5.9005e+07,NaN,NaN
320.58,50.132,4.3064
320.58,18.585,8.3224
-5.9005e+07,NaN,NaN
320.58,16.02,5.1347
476.63,4.7614,0.57524
-5.9005e+07,NaN,NaN
476.63,145.76,8.9998
476.63,86.945,15.696
-5.9005e+07,NaN,NaN
476.63,43.157,11.481
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
476.65,147.15,10.861
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
