4.65,1963.7,113.77,3.107e+06,1.7998e+05,1678
4.65,1218.1,81.755,1.9327e+06,1.297e+05,1678
4.65,1166.8,78.356,1.8531e+06,1.2443e+05,1678
0.6,4334.3,296.58,1.2709e+06,86551,298
0.6,3878.1,351.89,1.1404e+06,1.032e+05,298
0.6,3905.8,320.44,1.1496e+06,94005,298
10.4,1368.5,36.96,1.1481e+07,3.1003e+05,12000
10.4,376.89,18.188,3.1711e+06,1.5302e+05,12000
10.4,360.8,20.864,3.0385e+06,1.757e+05,12000
14.933,1070.6,33.419,8.9818e+06,2.8034e+05,12000
14.933,201.39,14.137,1.6944e+06,1.1894e+05,12000
14.933,149.57,17.111,1.2596e+06,1.441e+05,12000
19.25,995.48,31.075,8.3519e+06,2.6068e+05,12000
19.25,129.6,13.156,1.0905e+06,1.1069e+05,12000
19.25,65.09,14.756,5.4816e+05,1.2427e+05,12000
23.433,967.84,31.901,8.12e+06,2.6762e+05,12000
23.433,105.06,12.532,8.8398e+05,1.0544e+05,12000
23.433,48.672,15.162,4.0989e+05,1.2769e+05,12000
27.483,986.67,29.951,9.0673e+06,2.752e+05,13800
27.483,100.79,11.624,9.289e+05,1.0712e+05,13800
#83.133,72.075,26.048,4.3613e+05,1.5761e+05,7637
#61.817,831.79,70.406,2.8779e+06,2.4359e+05,3928
#201.3,2414.2,44.924,3.8283e+07,7.1129e+05,88245
#201.3,218.89,12.839,3.481e+06,2.0415e+05,88245
#67.283,744.87,90.238,1.513e+06,1.8329e+05,2188
#67.283,75.098,35.257,1.5297e+05,71819,2188
#688.22,1460.8,58.257,2.3259e+07,9.2726e+05,1.6568e+05
#688.22,114.52,44.59,1.8286e+06,7.1199e+05,1.6568e+05
#120.72,1972.5,46.197,3.0515e+07,7.1406e+05,57086
#120.72,175.68,18.57,2.7255e+06,2.8809e+05,57086
#120.72,91.363,22.139,1.4187e+06,3.4378e+05,57086
#344.7,725.15,10.944,9.977e+06,1.5037e+05,31997
#344.7,65.963,3.3881,9.1013e+05,46744,31997
#344.7,28.469,3.0375,3.9317e+05,41949,31997
