35.8,1.7092e+05,46406,3.2035e+08,8.6976e+07,2025
60.55,88789,17273,2.9939e+08,5.8243e+07,3904
2.55,16624,9747,3.6714e+06,2.1524e+06,223
2.55,28034,5836.7,6.1944e+06,1.2885e+06,223
2.55,41115,6611.3,9.0855e+06,1.4587e+06,223
42.283,1.8505e+05,42336,4.5009e+08,1.0298e+08,2694
70.117,5.5036e+05,33756,6.5788e+09,4.0347e+08,32254
70.117,480.16,210.95,5.7411e+06,2.5223e+06,32254
87.133,2.3137e+05,34671,8.6249e+08,1.2924e+08,4393
424.2,1.7028e+06,68755,2.2235e+10,8.9752e+08,1.066e+05
424.2,1327.4,281.02,1.7337e+07,3.6703e+06,1.066e+05
186.52,7.0238e+05,36840,9.0067e+09,4.7232e+08,52331
186.52,513.38,169.62,6.5847e+06,2.1755e+06,52331
