0.7,2284.1,335.08,5.9165e+05,86683,263
0.7,1334,286.48,3.4654e+05,74376,263
0.7,1312.8,312.53,3.4138e+05,81228,263
6.3833,884.54,117.68,1.755e+06,2.3349e+05,2134
6.3833,428.74,62.834,8.5313e+05,1.2503e+05,2134
6.3833,383.09,60.709,7.6303e+05,1.2092e+05,2134
#32.2,833.2,95.118,5.6983e+06,6.5051e+05,9000
#32.2,83.687,40.648,5.7399e+05,2.7879e+05,9000
#35.15,659.33,88.243,4.5092e+06,6.0349e+05,9000
#38.1,843.88,87.248,5.7713e+06,5.9668e+05,9000
#38.1,82.782,47.401,5.6778e+05,3.2511e+05,9000
#41.017,693.42,94.173,4.7423e+06,6.4405e+05,9000
#41.017,82.33,43.277,5.6468e+05,2.9683e+05,9000
#43.933,808.76,85.989,5.5311e+06,5.8807e+05,9000
#43.933,89.115,40.793,6.1122e+05,2.7979e+05,9000
#46.833,612.85,91.708,4.1913e+06,6.2719e+05,9000
#49.717,818.4,95.035,5.597e+06,6.4993e+05,9000
#49.717,82.782,38.307,5.6778e+05,2.6274e+05,9000
#52.583,635.23,84.391,4.3443e+06,5.7715e+05,9000
#52.583,75.092,37.598,5.1504e+05,2.5787e+05,9000
#61.833,692.15,37.591,2.3172e+06,1.2584e+05,3785
#61.833,52.981,15.551,1.7788e+05,52212,3785
#83.133,613.9,30.997,3.4974e+06,1.7658e+05,7101
#83.133,54.088,10.051,3.0903e+05,57423,7101
#15.917,705.24,77.857,1.081e+06,1.1933e+05,1623
#201.3,2140.5,54.636,3.3948e+07,8.6578e+05,89129
#201.3,191.99,27.381,3.0536e+06,4.3549e+05,89129
#688.22,1287.8,27.958,2.0502e+07,4.4457e+05,1.6510e+05
#688.22,97.742,11.756,1.5606e+06,1.8769e+05,1.6510e+05
#120.72,1667.9,61.627,2.5773e+07,9.5198e+05,56544
#120.72,152.05,22.284,2.3564e+06,3.4534e+05,56544
#353.68,990.79,12.731,1.5365e+07,1.9686e+05,58538
#353.68,88.048,3.8406,1.3693e+06,59717,58538
#353.68,39.762,3.6507,6.1898e+05,56828,58538
