1.2333,4.1547e+05,44198
1.2333,3.6356e+05,92330
#1.2333,4.2649e+05,4.1951e+05
#1.2333,2.9426e+05,3.3118e+05
-5.9005e+07,NaN,NaN
#1.2333,3.5118e+05,1.121e+05
-5.9005e+07,NaN,NaN
1.2333,3.7897e+05,41832
1.2333,3.5297e+05,33266
-5.9005e+07,NaN,NaN
36.45,25114,2741.4
36.45,28698,4052
36.45,26787,25712
36.45,29467,29067
-5.9005e+07,NaN,NaN
36.45,27140,4666.7
-5.9005e+07,NaN,NaN
36.45,26423,2748.5
36.45,26028,2316.9
-5.9005e+07,NaN,NaN
58.05,6364.3,670.26
58.05,5373.2,751.01
58.05,4949.5,4751.5
58.05,5699.2,5619.4
-5.9005e+07,NaN,NaN
58.05,5183,855.47
-5.9005e+07,NaN,NaN
58.05,5331.5,551.59
58.05,5139.2,457.33
-5.9005e+07,NaN,NaN
67.883,1714.7,248.93
67.883,2444.3,689.74
67.883,2219.7,2280.1
67.883,2715.7,2974.1
-5.9005e+07,NaN,NaN
67.883,2780.4,891.64
-5.9005e+07,NaN,NaN
67.883,2492.6,284.18
67.883,2589.5,245.13
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
43.933,15421,2335.1
43.933,14832,14261
43.933,17504,17277
-5.9005e+07,NaN,NaN
43.933,13988,2638.8
-5.9005e+07,NaN,NaN
43.933,15654,1632.5
43.933,15025,1340.7
-5.9005e+07,NaN,NaN
120.72,60.142,22.104
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
120.72,51.823,19.561
120.72,39.392,12.225
-5.9005e+07,NaN,NaN
31.933,36287,3730.6
31.933,39283,3993.5
31.933,36625,34744
31.933,37436,36111
31.933,28708,7382.6
31.933,36233,3238.6
-5.9005e+07,NaN,NaN
31.933,39108,3934.6
31.933,36898,3207.8
#31.933,1.5702e+05,21083
64.633,4391.2,490.77
64.633,3739.2,845.59
64.633,3484,3456.7
64.633,3645.1,3871
-5.9005e+07,NaN,NaN
64.633,3721.9,1022.6
-5.9005e+07,NaN,NaN
64.633,3299.1,371.46
64.633,3114,293.57
-5.9005e+07,NaN,NaN
