6.3833,2.2654e+05,17058,4.7666e+08,3.5888e+07,2134
32.2,25920,6720.1,2.2133e+08,5.7383e+07,9000
35.15,26523,6982,2.2648e+08,5.9619e+07,9000
38.1,24413,6475.2,2.0846e+08,5.5292e+07,9000
41.017,34058,6596.8,2.9082e+08,5.633e+07,9000
43.933,28934,6523.3,2.4707e+08,5.5703e+07,9000
46.833,22504,6417,1.9217e+08,5.4795e+07,9000
49.717,22002,6339.5,1.8788e+08,5.4134e+07,9000
52.583,21198,6340.2,1.8101e+08,5.414e+07,9000
55.45,29486,9877.3,1.038e+08,3.4772e+07,3600
61.833,16311,2284.7,6.0309e+07,8.4474e+06,3785
83.133,6073.5,1340.3,4.1355e+07,9.126e+06,7101
15.917,52467,14724,8.4203e+07,2.3631e+07,1623
