0.36667,1.2896e+05,3439.3,2.8238e+07,7.0936e+05,222
0.36667,1.2558e+05,3229,2.7574e+07,6.647e+05,222
0.36667,1.2823e+05,3372.9,2.8183e+07,6.971e+05,222
5.25,46688,1048.4,4.4996e+07,1.0065e+06,1001
5.25,42854,1144.2,4.1418e+07,1.1029e+06,1001
5.25,43884,1130.3,4.2453e+07,1.0903e+06,1001
10.4,12890,291.43,1.0845e+08,2.4516e+06,12000
10.4,13665,339.5,1.1508e+08,2.8588e+06,12000
14.933,9125.5,249.84,7.6563e+07,2.0958e+06,12000
14.933,5061.9,165.59,4.259e+07,1.3932e+06,12000
14.933,5795.2,180.42,4.8806e+07,1.5193e+06,12000
19.25,6423.3,192.33,5.3891e+07,1.6134e+06,12000
19.25,2307,134.96,1.941e+07,1.1355e+06,12000
19.25,2664.6,130.79,2.244e+07,1.1014e+06,12000
23.433,4681.4,169.41,3.9276e+07,1.4212e+06,12000
23.433,1077.9,105.07,9.0693e+06,8.8406e+05,12000
23.433,1346,110.12,1.1335e+07,9.2736e+05,12000
27.483,4691.4,200.17,4.3114e+07,1.8394e+06,13800
27.483,720.29,83.725,6.6382e+06,7.7161e+05,13800
27.483,871.6,98.753,8.0402e+06,9.1096e+05,13800
#60.55,2960.6,228.65,9.899e+06,7.6448e+05,3779
#60.55,321.08,95.095,1.0766e+06,3.1886e+05,3779
#66.2,3272.2,148.44,9.5044e+06,4.3111e+05,3229
#66.2,305.29,49.317,8.8924e+05,1.4365e+05,3229
#88.5,16821,440.35,2.6757e+08,6.999e+06,1.1085e+05
#88.5,1550.3,105.85,2.4731e+07,1.6884e+06,1.1085e+05
#186.5,6183.3,106.21,9.3282e+07,1.6e+06,47231
#186.5,557.42,18.389,8.4332e+06,2.7812e+05,47231
#83.15,3015.6,98.539,1.7295e+07,5.651e+05,7160
#83.15,307.46,33.416,1.7684e+06,1.9219e+05,7160
#83.15,120.2,35.249,6.9197e+05,2.0293e+05,7160
#224.88,11779,129.17,1.873e+08,2.0446e+06,1.0569e+05
#224.88,1064.1,17.895,1.6968e+07,2.8484e+05,1.0569e+05
#224.88,543.5,17.601,8.6748e+06,2.8079e+05,1.0569e+05
