60.567,1521.8,908.8
2.45,5.7137e+05,1.1113e+05
2.45,3.4018e+05,61896
2.45,3.2866e+05,68472
2.45,2.9014e+05,68528
2.45,3.3654e+05,63445
2.45,5.2379e+05,2.0086e+05
2.45,4.3897e+05,2.6478e+05
2.45,5.6974e+05,1.2105e+05
70.117,6637.4,1854.8
70.117,1.8907e+05,82743
70.117,4.8161e+05,1.2993e+05
87.117,3306.2,1575.2
87.117,2.2367e+05,1.2248e+05
177.1,1119.9,306.61
177.1,30032,15536
177.1,72591,19241
424.2,11265,2709.8
424.2,6.359e+05,1.7201e+05
424.2,1.4941e+06,3.2608e+05
35.367,407.67,204.62
35.367,439.89,145.58
35.367,467.71,209.33
