4.0333,2065.6,516.41,3.6494e+06,9.1225e+05,1926
#0.91667,3266.4,418.63,8.9428e+05,1.1439e+05,298
32.2,1162.5,290.83,9.5353e+06,2.3851e+06,9000
35.15,965.06,326.52,7.9157e+06,2.678e+06,9000
38.1,901.09,280.73,7.391e+06,2.3024e+06,9000
41.017,993.8,301.73,8.1514e+06,2.4746e+06,9000
43.933,649.86,319.48,5.3303e+06,2.6203e+06,9000
46.833,607.22,301.54,4.9806e+06,2.4732e+06,9000
52.583,915.52,264.35,1.0478e+07,3.0252e+06,12600
17.717,1130,78.134,2.0669e+06,1.4263e+05,1994
256.75,561.22,59.868,9.498e+07,1.0124e+07,2.2525e+05
