1.0333,56605,1791.3,1.4499e+07,4.4525e+05,260
1.0333,56341,1753.3,1.4472e+07,4.3659e+05,260
1.0333,54993,1833.1,1.4139e+07,4.5877e+05,260
10.4,10154,214.34,6.9449e+07,1.4657e+06,9000
10.4,7516.2,156.12,5.1556e+07,1.0707e+06,9000
10.4,7986.8,161.51,5.4835e+07,1.1087e+06,9000
13.817,6382.9,162.81,4.3658e+07,1.1134e+06,9000
13.817,3756.8,109.62,2.5769e+07,7.5187e+05,9000
13.817,4036.9,114.82,2.7716e+07,7.8823e+05,9000
17.117,4319.4,134.01,2.9544e+07,9.1654e+05,9000
17.117,1964.5,90.272,1.3475e+07,6.1918e+05,9000
17.117,2176.8,98.147,1.4945e+07,6.7383e+05,9000
20.317,3684.4,114.31,2.5201e+07,7.818e+05,9000
20.317,1041,70.079,7.1408e+06,4.8068e+05,9000
20.317,1266.2,84.079,8.6937e+06,5.7725e+05,9000
23.433,3393.6,124.53,2.3212e+07,8.5172e+05,9000
23.433,657.52,63.069,4.5101e+06,4.326e+05,9000
23.433,767.63,75.185,5.2704e+06,5.162e+05,9000
26.483,3367.4,133.24,2.3033e+07,9.1129e+05,9000
26.483,490.25,58.213,3.3628e+06,3.993e+05,9000
26.483,461.43,61.689,3.1681e+06,4.2354e+05,9000
29.483,2598.6,125.45,1.594e+07,7.6949e+05,7800
29.483,353.51,58.869,2.1746e+06,3.6212e+05,7800
29.483,338.94,61.183,2.0869e+06,3.7671e+05,7800
#66.217,194.26,50.807,5.8851e+05,1.5392e+05,3373
#88.5,12060,205.91,1.9181e+08,3.2687e+06,1.0881e+05
#88.5,1082.4,50.786,1.7265e+07,8.0985e+05,1.0881e+05
#60.567,1891.4,136.07,5.9304e+06,4.2664e+05,3516
#60.567,186.18,46.342,5.8542e+05,1.4572e+05,3516
#83.15,2277.8,100.76,1.3671e+07,6.0468e+05,7585
#83.15,199.91,36.433,1.2032e+06,2.1928e+05,7585
#256.78,14761,161.89,2.3503e+08,2.5657e+06,2.1632e+05
#256.78,1347.1,21.714,2.151e+07,3.4604e+05,2.1632e+05
#256.78,686.95,19.108,1.098e+07,3.0521e+05,2.1632e+05
#201.28,7320.3,110.69,1.1606e+08,1.7508e+06,87335
#201.28,659.49,33.3,1.0485e+07,5.2934e+05,87335
#201.28,349.42,33.823,5.5608e+06,5.3824e+05,87335
#615.12,29.598,4.8674,4.6818e+05,76992,73337
