0.7,1.4189e+05,18958,3.2272e+07,4.3069e+06,263
6.3833,31151,4263,2.5504e+07,3.4902e+06,2134
32.2,38757,5498.3,3.5083e+07,4.977e+06,9000
35.15,36572,5263.5,3.3105e+07,4.7644e+06,9000
38.1,32307,4673.5,2.9245e+07,4.2304e+06,9000
41.017,33019,4788.9,2.9889e+07,4.3349e+06,9000
43.933,31497,4533.1,2.8511e+07,4.1033e+06,9000
46.833,33592,4872,3.0408e+07,4.4101e+06,9000
49.717,31833,4570,2.8815e+07,4.1367e+06,9000
52.583,31186,4488.4,2.8229e+07,4.0628e+06,9000
55.45,12065,1929.6,1.0714e+07,1.7135e+06,3600
61.833,4758.4,687.33,4.2406e+06,6.1252e+05,3785
67.267,3871.7,903.77,3.1045e+06,7.2469e+05,1972
83.133,5421.3,791.9,4.9057e+06,7.1656e+05,7101
15.917,5558,924.38,4.1877e+06,6.9646e+05,1623
201.3,1.0487e+05,14153,9.4931e+07,1.2812e+07,89129
688.22,72549,9737.7,6.5675e+07,8.8148e+06,1.6510e+05
120.72,41746,5846.9,3.779e+07,5.2927e+06,56544
353.68,4852.7,702.05,4.3929e+06,6.3551e+05,58538
