0.7,2.0577e+05,21185,5.2411e+07,5.3806e+06,263
0.7,1.9428e+05,8054.6,5.0702e+07,2.0663e+06,263
0.7,1.9414e+05,5213.2,5.0753e+07,1.307e+06,263
0.7,1.9621e+05,8523.1,5.1339e+07,2.1957e+06,263
0.7,1.9938e+05,5526.1,5.2221e+07,1.3919e+06,263
0.7,2.2224e+05,20419,5.8246e+07,5.3332e+06,263
6.3833,1.8444e+05,11933,3.8017e+08,2.4587e+07,2134
6.3833,1.9953e+05,4837.1,4.2139e+08,1.0207e+07,2134
6.3833,1.8895e+05,4055.9,3.9974e+08,8.5716e+06,2134
6.3833,1.8685e+05,5339.3,3.9566e+08,1.1299e+07,2134
6.3833,1.8448e+05,4327.7,3.9103e+08,9.1656e+06,2134
6.3833,1.933e+05,7450.3,4.0997e+08,1.5797e+07,2134
32.2,1.4223e+05,9555,1.2245e+09,8.2238e+07,9000
32.2,1.556e+05,4150.7,1.3726e+09,3.6608e+07,9000
32.2,1.4475e+05,3599.6,1.279e+09,3.1803e+07,9000
32.2,1.4287e+05,4254.7,1.2636e+09,3.7627e+07,9000
32.2,1.4011e+05,3896.2,1.2404e+09,3.4491e+07,9000
32.2,1.4777e+05,5557.5,1.309e+09,4.923e+07,9000
35.15,1.3674e+05,9363.7,1.1772e+09,8.0593e+07,9000
35.15,1.4956e+05,3989.6,1.3193e+09,3.5187e+07,9000
35.15,1.413e+05,3567.3,1.2485e+09,3.1518e+07,9000
35.15,1.3925e+05,4003.9,1.2315e+09,3.5409e+07,9000
35.15,1.3524e+05,3760.9,1.1973e+09,3.3294e+07,9000
35.15,1.3463e+05,5350.3,1.1926e+09,4.7395e+07,9000
38.1,1.3255e+05,9253.2,1.1412e+09,7.9643e+07,9000
38.1,1.483e+05,3956,1.3081e+09,3.4891e+07,9000
38.1,1.3686e+05,3403.2,1.2093e+09,3.0068e+07,9000
38.1,1.3427e+05,4072.2,1.1875e+09,3.6013e+07,9000
38.1,1.3111e+05,3681.1,1.1607e+09,3.2587e+07,9000
38.1,1.3799e+05,5483.9,1.2224e+09,4.8579e+07,9000
41.017,1.3601e+05,9314,1.171e+09,8.0165e+07,9000
41.017,1.4236e+05,3797.4,1.2557e+09,3.3492e+07,9000
41.017,1.3088e+05,3304.3,1.1565e+09,2.9194e+07,9000
41.017,1.3048e+05,3885.7,1.154e+09,3.4363e+07,9000
41.017,1.2771e+05,3585.6,1.1306e+09,3.1742e+07,9000
41.017,1.2965e+05,5058.8,1.1485e+09,4.4812e+07,9000
43.933,1.246e+05,8782.6,1.0727e+09,7.5592e+07,9000
43.933,1.4212e+05,3791.2,1.2536e+09,3.3437e+07,9000
43.933,1.2875e+05,3250.5,1.1377e+09,2.8719e+07,9000
43.933,1.254e+05,3803.1,1.109e+09,3.3633e+07,9000
43.933,1.2519e+05,3514.8,1.1083e+09,3.1115e+07,9000
43.933,1.2759e+05,4978.4,1.1303e+09,4.41e+07,9000
46.833,1.2289e+05,8578.6,1.058e+09,7.3836e+07,9000
46.833,1.3582e+05,3701,1.198e+09,3.2642e+07,9000
46.833,1.2339e+05,3115.3,1.0903e+09,2.7524e+07,9000
46.833,1.2096e+05,3737.6,1.0698e+09,3.3054e+07,9000
46.833,1.1984e+05,3364.9,1.061e+09,2.9788e+07,9000
46.833,1.2435e+05,5033.2,1.1015e+09,4.4586e+07,9000
49.717,1.1301e+05,8042.9,9.7292e+08,6.9226e+07,9000
49.717,1.318e+05,3515.8,1.1626e+09,3.1008e+07,9000
49.717,1.2122e+05,3060.4,1.0711e+09,2.7039e+07,9000
49.717,1.1532e+05,4252.3,1.0199e+09,3.7607e+07,9000
49.717,1.1711e+05,3288,1.0368e+09,2.9107e+07,9000
49.717,1.1542e+05,4586.9,1.0224e+09,4.0632e+07,9000
52.583,1.181e+05,8487.2,1.0168e+09,7.305e+07,9000
52.583,1.282e+05,3570.3,1.1309e+09,3.1489e+07,9000
52.583,1.165e+05,2941.2,1.0294e+09,2.5986e+07,9000
52.583,1.1481e+05,3547.5,1.0154e+09,3.1372e+07,9000
52.583,1.1436e+05,3210.9,1.0125e+09,2.8425e+07,9000
52.583,1.1288e+05,4653.5,9.9998e+08,4.1222e+07,9000
55.45,1.0985e+05,9642.4,3.8117e+08,3.3454e+07,3600
55.45,1.2704e+05,4235.9,4.5166e+08,1.5057e+07,3600
55.45,1.1349e+05,3197.1,4.0418e+08,1.1384e+07,3600
55.45,1.1542e+05,4256.6,4.1145e+08,1.5172e+07,3600
55.45,1.1057e+05,3305.3,3.9456e+08,1.1792e+07,3600
55.45,1.1165e+05,5965.3,3.9865e+08,2.1298e+07,3600
61.833,1.1083e+05,4848.5,4.0424e+08,1.7672e+07,3785
61.833,1.1141e+05,2073.8,4.1635e+08,7.7453e+06,3785
61.833,1.0769e+05,1823.2,4.0314e+08,6.8212e+06,3785
61.833,1.0476e+05,2116.1,3.9252e+08,7.9256e+06,3785
61.833,1.0543e+05,1941.1,3.9546e+08,7.2771e+06,3785
61.833,1.0766e+05,2652.5,4.0407e+08,9.9527e+06,3785
67.267,1.0063e+05,11414,1.9171e+08,2.1743e+07,1972
67.267,1.1217e+05,4737.3,2.1897e+08,9.2443e+06,1972
67.267,1.0262e+05,3281.2,2.0066e+08,6.4126e+06,1972
67.267,1.003e+05,4486.2,1.963e+08,8.7781e+06,1972
67.267,95524,3204.4,1.8715e+08,6.2749e+06,1972
67.267,1.0243e+05,8364.1,2.0079e+08,1.6395e+07,1972
83.133,89819,3800.8,6.1175e+08,2.5868e+07,7101
83.133,89343,1573.7,6.2346e+08,1.0978e+07,7101
83.133,86518,1435.9,6.048e+08,1.0035e+07,7101
83.133,85035,1630.9,5.9497e+08,1.1409e+07,7101
83.133,84518,1534.7,5.9194e+08,1.0747e+07,7101
83.133,84621,1971.5,5.9304e+08,1.3815e+07,7101
15.917,1.6277e+05,6541.8,2.5536e+08,1.025e+07,1623
15.917,1.6859e+05,2818.6,2.7099e+08,4.5172e+06,1623
15.917,1.668e+05,2257.1,2.6858e+08,3.6184e+06,1623
15.917,1.6295e+05,3228.4,2.6262e+08,5.1925e+06,1623
15.917,1.6581e+05,2384,2.6749e+08,3.8315e+06,1623
15.917,1.7312e+05,5657.2,2.7945e+08,9.1254e+06,1623
201.3,25879,980.65,1.9747e+09,7.4764e+07,89129
201.3,31128,458.34,2.4337e+09,3.5821e+07,89129
201.3,26281,343.99,2.0582e+09,2.6933e+07,89129
201.3,25443,400.09,1.9944e+09,3.1358e+07,89129
201.3,24957,350.03,1.9583e+09,2.7462e+07,89129
688.22,2380.4,60.514,3.1155e+08,7.919e+06,1.6510e+05
688.22,217.68,21.179,2.8539e+07,2.7767e+06,1.6510e+05
688.22,153.36,34.604,2.0125e+07,4.5409e+06,1.6510e+05
688.22,157.7,8.514,2.0716e+07,1.1184e+06,1.6510e+05
688.22,676.39,82.727,8.8906e+07,1.0874e+07,1.6510e+05
120.72,58464,2388.6,2.9593e+09,1.2081e+08,56544
120.72,64341,1136.2,3.3368e+09,5.891e+07,56544
120.72,59322,1131.6,3.0818e+09,5.8782e+07,56544
120.72,57555,1260.5,2.9927e+09,6.5538e+07,56544
120.72,57475,1276.7,2.9916e+09,6.6452e+07,56544
120.72,60736,1524.1,3.1633e+09,7.9379e+07,56544
353.68,5293.9,191.06,2.7665e+08,9.975e+06,58538
353.68,5500.5,69.459,2.9451e+08,3.7173e+06,58538
353.68,5364.2,64.87,2.8771e+08,3.4782e+06,58538
353.68,5277.5,83.375,2.8332e+08,4.4753e+06,58538
353.68,5323.1,71.25,2.8605e+08,3.8284e+06,58538
353.68,6316.4,137.16,3.3964e+08,7.375e+06,58538
