0.68333,64607,2364.2,1.1353e+08,4.1531e+06,6000
2.7,20361,956.31,3.5778e+07,1.6801e+06,6000
4.6,19144,858.52,3.364e+07,1.5083e+06,6000
6.45,19614,814.88,3.4466e+07,1.4316e+06,6000
8.2667,19670,793.17,3.4767e+07,1.4016e+06,6300
81.983,9392.2,373.93,1.5091e+07,6.0071e+05,3875
46.9,6744.3,503.48,5.9712e+06,4.4572e+05,1212
59.267,10296,375.67,1.6524e+07,6.0277e+05,3859
153.07,1.1634e+05,3945.8,2.1239e+08,7.2001e+06,85534
320.58,50159,1489.2,9.1567e+07,2.7171e+06,85957
66.033,9967.4,378.14,1.5988e+07,6.0642e+05,3852
454.1,23673,779.95,4.3216e+07,1.4232e+06,80330
593.4,40908,1299.7,7.4678e+07,2.3716e+06,3.3901e+05
372.4,54140,1543.2,9.8834e+07,2.8155e+06,1.5993e+05
