# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 2.959410e-05 7.873239e-07 1.742683e-10 4.317298e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 9.100577e+01 6.360865e+00 8.252280e-01 1.432483e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.822881e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 5.719925e+02 7.173303e+01 1.599769e+01 3.935672e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.165589e+02 1.332204e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.503739e-18 0.000000e+00 9.315613e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.720915e+02 1.209124e+02 2.880907e+01 1.818640e+00 0.000000e+00 0.000000e+00 1.432241e+02 4.530071e+02 2.523585e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.496739e-16 7.305944e-09 0.000000e+00 3.735828e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.810712e+02 1.482607e+02 2.803242e+01 5.605044e+00 0.000000e+00 0.000000e+00 6.085454e+02 3.657600e+02 1.842243e+01 0.000000e+00 0.000000e+00 0.000000e+00 7.651023e-06 1.025543e-04 0.000000e+00 1.036073e-08 6.059652e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.074790e+02 1.672738e+02 1.690707e+01 1.226850e+01 0.000000e+00 0.000000e+00 7.532329e+02 3.758499e+02 5.468453e+01 8.386863e-03 0.000000e+00 0.000000e+00 1.077311e-02 1.787986e-02 4.808288e-14 3.336654e-05 3.027973e-07 0.000000e+00 0.000000e+00 0.000000e+00 3.134977e-13 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.876523e+02 1.811729e+02 9.903052e+00 1.802994e+01 0.000000e+00 0.000000e+00 7.477399e+02 4.236126e+02 9.494839e+01 2.204560e+00 0.000000e+00 0.000000e+00 2.036137e-01 2.631503e-01 6.232789e-06 5.375713e-03 4.686525e-05 0.000000e+00 1.914963e+00 1.573370e-07 3.613270e-06 6.262215e-12 0.000000e+00 0.000000e+00
 1.850000e+01 1.769932e+02 1.832894e+02 6.918409e+00 1.837230e+01 0.000000e+00 0.000000e+00 6.483621e+02 4.713499e+02 1.136127e+02 1.059346e+01 0.000000e+00 0.000000e+00 7.260565e-01 9.872000e-01 3.045343e-03 9.821639e-02 2.541160e-03 7.286046e+00 7.910749e+01 3.718397e-02 8.893599e-03 6.338372e-05 0.000000e+00 0.000000e+00
 2.100000e+01 1.709662e+02 1.833891e+02 5.391146e+00 1.642806e+01 0.000000e+00 0.000000e+00 4.600991e+02 4.767145e+02 1.130059e+02 2.070589e+01 0.000000e+00 0.000000e+00 1.393176e+00 1.907766e+00 6.420811e-02 4.524852e-01 3.974309e-02 5.893979e+01 2.373130e+02 2.372983e+00 4.706498e-01 2.566284e-02 0.000000e+00 0.000000e+00
 2.350000e+01 1.627436e+02 1.797736e+02 4.447966e+00 1.412082e+01 0.000000e+00 0.000000e+00 3.110012e+02 4.539017e+02 9.862587e+01 2.946074e+01 0.000000e+00 0.000000e+00 1.947336e+00 2.629271e+00 3.542348e-01 9.803986e-01 2.575996e-01 1.407798e+02 3.480615e+02 1.804263e+01 2.311996e+00 4.646247e-01 0.000000e+00 0.000000e+00
 2.600000e+01 1.539017e+02 1.746828e+02 3.728371e+00 1.204488e+01 0.000000e+00 0.000000e+00 2.299820e+02 4.329045e+02 7.472242e+01 3.526189e+01 0.000000e+00 0.000000e+00 2.173194e+00 2.874510e+00 8.783428e-01 1.431354e+00 7.688063e-01 1.947018e+02 3.981161e+02 5.542435e+01 4.884397e+00 2.357585e+00 0.000000e+00 0.000000e+00
 2.850000e+01 1.451263e+02 1.682359e+02 3.128668e+00 1.018599e+01 0.000000e+00 0.000000e+00 1.912337e+02 4.194816e+02 5.314128e+01 3.621810e+01 0.000000e+00 0.000000e+00 2.253087e+00 2.745092e+00 1.520129e+00 1.556406e+00 1.365041e+00 2.040548e+02 4.189717e+02 9.781735e+01 9.181700e+00 6.002105e+00 1.092000e-08 0.000000e+00
 3.100000e+01 1.363161e+02 1.603922e+02 2.649663e+00 8.637478e+00 0.000000e+00 0.000000e+00 1.724303e+02 4.070281e+02 3.865787e+01 3.296681e+01 0.000000e+00 0.000000e+00 2.279284e+00 2.512538e+00 1.974054e+00 1.342919e+00 1.812215e+00 1.831330e+02 4.220070e+02 1.243909e+02 1.525918e+01 1.078004e+01 4.886898e-02 0.000000e+00
 3.350000e+01 1.283432e+02 1.518390e+02 2.263931e+00 7.401391e+00 0.000000e+00 0.000000e+00 1.614849e+02 3.965863e+02 3.027821e+01 2.831749e+01 0.000000e+00 0.000000e+00 2.348939e+00 2.365483e+00 2.076675e+00 1.002404e+00 1.950272e+00 1.479111e+02 4.052681e+02 1.307691e+02 2.111726e+01 1.517149e+01 1.674379e+00 0.000000e+00
