# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 3.338413e-05 1.560267e-09 4.581871e-11 1.985598e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 1.028747e+02 1.229867e+00 1.102939e-01 4.807200e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.514982e-03 3.362289e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 5.776976e+02 2.485882e+01 2.100559e+00 9.022672e-02 0.000000e+00 0.000000e+00 1.673550e+02 2.744426e+01 2.633533e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 3.772999e+02 6.412870e+01 5.634277e+00 3.961738e-01 0.000000e+00 0.000000e+00 7.704493e+02 3.154013e+01 1.315800e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.028200e-17 0.000000e+00 5.204150e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.586867e+02 9.798912e+01 7.189748e+00 3.162820e+00 0.000000e+00 0.000000e+00 1.043507e+03 7.064442e+01 3.769834e+00 4.242950e-09 0.000000e+00 0.000000e+00 1.343819e-14 2.229597e-09 0.000000e+00 8.354040e-13 1.472630e-26 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.224856e+02 1.233151e+02 5.917148e+00 8.946911e+00 0.000000e+00 0.000000e+00 1.110627e+03 1.323431e+02 1.385620e+01 1.304504e-01 0.000000e+00 0.000000e+00 2.553242e-06 1.739714e-05 0.000000e+00 4.634057e-08 3.635709e-13 3.568242e-01 3.247639e-06 5.641808e-13 4.721528e-22 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 2.087624e+02 1.339542e+02 4.822930e+00 1.281052e+01 0.000000e+00 0.000000e+00 1.002734e+03 1.981126e+02 2.415082e+01 3.481840e+00 0.000000e+00 0.000000e+00 1.605793e-03 1.854992e-03 2.142331e-10 3.712968e-05 6.625718e-08 1.089029e+02 5.264354e-01 3.402657e-04 7.404267e-12 1.800308e-30 0.000000e+00 0.000000e+00
 1.850000e+01 2.030861e+02 1.379111e+02 4.054241e+00 1.294169e+01 0.000000e+00 0.000000e+00 7.130518e+02 2.549089e+02 3.075296e+01 1.071556e+01 0.000000e+00 0.000000e+00 2.009562e-02 2.023064e-02 2.599814e-05 2.158211e-03 4.937968e-05 3.682550e+02 1.279605e+01 1.360177e-01 4.655233e-07 3.100768e-09 0.000000e+00 0.000000e+00
 2.100000e+01 1.935770e+02 1.358882e+02 3.512869e+00 1.145761e+01 0.000000e+00 0.000000e+00 4.707567e+02 2.887566e+02 3.325041e+01 1.884448e+01 0.000000e+00 0.000000e+00 6.389552e-02 7.192108e-02 1.992711e-03 2.088167e-02 1.887671e-03 5.713367e+02 4.986216e+01 3.400976e+00 2.508052e-04 1.099346e-04 0.000000e+00 0.000000e+00
 2.350000e+01 1.828899e+02 1.424615e+02 2.896791e+00 1.021293e+01 0.000000e+00 0.000000e+00 3.300056e+02 3.068027e+02 2.940491e+01 2.556168e+01 0.000000e+00 0.000000e+00 1.252743e-01 1.341720e-01 1.610539e-02 7.009410e-02 1.633126e-02 6.502388e+02 1.006850e+02 1.861806e+01 8.855609e-03 9.812018e-03 0.000000e+00 0.000000e+00
 2.600000e+01 1.721262e+02 1.392601e+02 2.449701e+00 8.772754e+00 0.000000e+00 0.000000e+00 2.629123e+02 3.161805e+02 2.279592e+01 2.810881e+01 0.000000e+00 0.000000e+00 1.865520e-01 1.834986e-01 5.319575e-02 1.229226e-01 6.436842e-02 6.521197e+02 1.499459e+02 4.129121e+01 7.446443e-02 8.107725e-02 1.746943e-01 0.000000e+00
 2.850000e+01 1.620198e+02 1.340221e+02 2.063136e+00 7.525284e+00 0.000000e+00 0.000000e+00 2.315270e+02 3.202741e+02 1.726666e+01 2.668736e+01 0.000000e+00 0.000000e+00 2.333276e-01 2.065789e-01 1.091595e-01 1.496103e-01 1.396895e-01 5.859280e+02 1.899577e+02 5.963000e+01 3.048322e-01 2.881950e-01 1.336206e+01 0.000000e+00
