X,Y
0.78408,124.333
0.78834,126.186
0.79260,129.667
0.79686,129.548
0.80112,127.690
0.80538,125.043
0.80965,122.497
0.81391,121.680
0.81817,124.715
0.82243,126.948
0.82669,124.785
0.83095,121.590
0.83521,119.528
0.83948,121.193
0.84374,124.737
0.84800,126.683
0.85226,123.333
0.85652,119.607
0.86078,121.854
0.86504,123.684
0.86930,125.974
0.87357,126.060
0.87783,125.398
0.88209,124.477
0.88635,124.880
0.89061,125.309
0.89487,118.246
0.89913,119.210
0.90339,121.033
0.90766,121.540
0.91192,121.333
0.91618,122.153
0.92044,125.387
0.92470,126.845
0.92896,122.615
0.93322,124.213
0.93748,125.563
0.94175,124.870
0.94601,124.637
0.95027,123.642
0.95453,124.563
0.95879,126.235
0.96305,122.120
0.96731,125.372
0.97158,127.350
0.97584,126.662
0.98010,123.306
0.98436,121.627
0.98862,121.957
0.99288,123.333
0.99714,121.908
1.00140,123.891
1.00567,126.746
1.00993,126.486
1.01419,126.343
1.01845,125.308
1.02271,125.273
1.02697,126.238
1.03123,122.174
1.03549,124.311
1.03976,125.533
1.04402,124.639
1.04828,127.151
1.05254,130.427
1.05680,129.414
1.06106,126.734
1.06532,125.355
1.06958,126.306
1.07385,126.480
1.07811,126.181
1.08237,124.550
1.08663,124.470
1.09089,125.644
1.09515,127.358
1.09941,128.260
1.10368,129.873
1.10794,126.590
1.11220,119.769
1.11646,116.983
1.12072,121.054
1.12498,127.843
1.12924,132.082
1.13350,124.356
1.13777,125.664
1.14203,128.324
1.14629,127.667
1.15055,126.874
1.15481,125.000
1.15907,125.000
1.16333,124.420
1.16759,123.938
1.17186,124.464
1.17612,125.174
1.18038,124.490
1.18464,124.333
1.18890,124.667
1.19316,126.678
1.19742,128.037
1.20169,122.164
1.20595,122.660
1.21021,125.208
1.21447,127.984
1.21873,128.667
1.22299,127.412
1.22725,128.741
1.23151,132.403
1.23578,131.464
1.24004,129.939
1.24430,129.049
1.24856,127.123
1.25282,127.330
1.25708,127.825
1.26134,128.882
1.26560,131.158
1.26987,128.820
1.27413,124.052
1.27839,121.044
1.28265,123.087
1.28691,124.772
1.29117,124.763
1.29543,125.710
1.29969,127.667
1.30396,130.346
1.30822,131.237
1.31248,131.404
1.31674,127.843
1.32100,124.262
1.32526,123.858
1.32952,125.911
1.33379,128.158
1.33805,126.607
1.34231,128.492
1.34657,130.048
1.35083,128.929
1.35509,130.333
1.35935,132.783
1.36361,132.956
1.36788,130.042
1.37214,129.588
1.37640,130.505
1.38066,131.255
1.38492,129.705
1.38918,127.908
1.39344,126.481
1.39770,127.402
1.40197,128.420
1.40623,131.098
1.41049,136.349
1.41475,135.979
1.41901,128.531
1.42327,123.892
1.42753,128.093
1.43180,134.447
1.43606,136.634
1.44032,129.667
1.44458,126.851
1.44884,124.820
1.45310,126.315
1.45736,129.667
1.46162,132.667
1.46589,131.333
1.47015,129.333
1.47441,131.362
1.47867,131.864
1.48293,131.830
1.48719,132.795
1.49145,133.727
1.49571,134.678
1.49998,135.260
1.50424,135.049
1.50850,137.549
1.51276,136.803
1.51702,134.998
1.52128,133.985
1.52554,134.407
1.52980,135.681
1.53407,138.650
1.53833,140.266
1.54259,132.013
1.54685,134.746
1.55111,138.805
1.55537,140.404
1.55963,136.600
1.56390,133.850
1.56816,137.275
1.57242,144.328
1.57668,138.754
1.58094,139.487
1.58520,138.788
1.58946,136.099
1.59372,133.777
1.59799,137.000
1.60225,142.529
1.60651,147.555
1.61077,140.099
1.61503,138.402
1.61929,136.415
1.62355,138.353
1.62781,142.941
1.63208,148.180
1.63634,151.165
1.64060,151.235
1.64486,142.167
1.64912,147.440
1.65338,151.861
1.65764,148.791
1.66191,142.093
1.66617,140.403
1.67043,147.248
1.67469,154.409
1.67895,150.781
1.68321,148.328
1.68747,145.667
1.69173,145.978
1.69600,148.975
1.70026,151.690
1.70452,153.066
1.70878,153.331
1.71304,147.510
1.71730,149.567
1.72156,151.322
1.72582,150.705
1.73009,148.675
1.73435,148.433
1.73861,151.281
1.74287,154.605
1.74713,149.454
1.75139,151.203
1.75565,150.602
1.75991,148.611
1.76418,149.143
1.76844,154.814
1.77270,158.274
1.77696,159.250
1.78122,153.422
1.78548,156.145
1.78974,157.683
1.79401,156.103
1.79827,151.793
1.80253,151.199
1.80679,154.545
1.81105,158.962
1.81531,155.072
1.81957,158.467
1.82383,162.861
1.82810,163.505
1.83236,164.798
1.83662,162.842
1.84088,154.887
1.84514,147.560
1.84940,153.101
1.85366,162.820
1.85792,172.829
1.86219,172.631
1.86645,166.877
1.87071,165.716
1.87497,172.415
1.87923,180.928
1.88349,174.266
1.88775,173.333
1.89201,175.254
1.89628,177.962
1.90054,175.976
1.90480,172.048
1.90906,174.587
1.91332,182.885
1.91758,188.792
1.92184,188.468
1.92611,184.457
1.93037,182.235
1.93463,186.767
1.93889,190.907
1.94315,191.843
1.94741,187.976
1.95167,178.719
1.95593,192.432
1.96020,198.541
1.96446,190.838
1.96872,187.707
1.97298,197.021
1.97724,206.899
1.98150,212.678
1.98576,200.592
1.99002,200.416
1.99429,206.230
1.99855,213.169
2.00281,217.273
2.00707,214.156
2.01133,208.732
2.01559,206.509
2.01985,208.107
2.02412,210.874
2.02838,210.828
2.03264,207.015
2.03690,206.717
2.04116,212.325
2.04542,220.098
2.04968,223.769
2.05394,211.786
2.05821,212.999
2.06247,215.537
2.06673,216.694
2.07099,217.040
2.07525,217.075
2.07951,217.800
2.08377,218.326
2.08803,215.825
2.09230,219.243
2.09656,222.913
2.10082,225.155
2.10508,223.479
2.10934,220.984
2.11360,220.007
2.11786,218.863
2.12212,222.667
2.12639,220.730
2.13065,221.142
2.13491,219.049
2.13917,216.695
2.14343,223.059
2.14769,228.260
2.15195,224.213
2.15622,218.727
2.16048,218.749
2.16474,222.892
2.16900,222.532
2.17326,220.372
2.17752,225.965
2.18178,228.858
2.18604,222.637
2.19031,210.974
2.19457,220.557
2.19883,228.009
2.20309,224.333
2.20735,219.116
2.21161,220.291
2.21587,227.098
2.22013,235.108
2.22440,232.946
2.22866,235.252
2.23292,231.148
2.23718,227.770
2.24144,230.469
2.24570,225.422
2.24996,218.642
2.25423,220.084
2.25849,233.290
2.26275,229.357
2.26701,228.690
2.27127,230.294
2.27553,229.674
2.27979,228.956
2.28405,229.941
2.28832,233.723
2.29258,236.000
2.29684,232.839
2.30110,230.421
2.30536,226.793
2.30962,220.866
2.31388,219.213
2.31814,226.384
2.32241,237.000
2.32667,238.173
2.33093,229.898
2.33519,226.916
2.33945,232.867
2.34371,239.628
2.34797,237.619
2.35223,229.381
2.35650,222.644
2.36076,220.360
2.36502,222.219
2.36928,227.555
2.37354,234.045
2.37780,237.045
2.38206,236.433
2.38633,236.617
2.39059,237.597
2.39485,230.296
2.39911,231.105
2.40337,232.661
2.40763,235.279
2.41189,237.011
2.41615,233.746
2.42042,228.526
2.42468,222.796
2.42894,232.180
2.43320,235.891
2.43746,241.329
2.44172,243.181
2.44598,238.232
2.45024,232.984
2.45451,236.698
2.45877,243.612
2.46303,233.015
2.46729,228.732
2.47155,221.322
2.47581,224.160
2.48007,235.299
2.48433,234.160
2.48860,226.826
2.49286,227.945
2.49712,234.487
2.50138,235.365
2.50564,234.993
2.50990,230.160
2.51416,226.798
2.51843,227.489
2.52269,234.185
2.52695,240.966
2.53121,232.415
2.53547,232.262
2.53973,236.381
2.54399,242.856
2.54825,243.651
2.55252,237.333
2.55678,229.235
2.56104,226.315
2.56530,229.175
2.56956,236.636
2.57382,238.667
2.57808,231.863
2.58234,229.543
2.58661,234.837
2.59087,240.096
2.59513,241.044
2.59939,240.000
2.60365,224.338
2.60791,219.833
2.61217,231.942
2.61644,240.262
2.62070,235.907
2.62496,231.693
2.62922,234.330
2.63348,238.650
2.63774,242.942
2.64200,241.208
2.64626,235.388
2.65053,232.880
2.65479,236.125
2.65905,236.858
2.66331,233.831
2.66757,231.720
2.67183,231.926
2.67609,233.333
2.68035,235.248
2.68462,236.404
2.68888,237.256
2.69314,238.788
2.69740,239.894
2.70166,236.000
2.70592,228.464
2.71018,229.461
2.71444,235.438
2.71871,235.680
2.72297,233.184
2.72723,233.645
2.73149,234.176
2.73575,230.178
2.74001,228.195
2.74427,228.919
2.74854,232.683
2.75280,232.804
2.75706,229.622
2.76132,223.830
2.76558,221.908
2.76984,230.918
2.77410,236.201
2.77836,239.059
2.78263,237.058
2.78689,234.078
2.79115,233.454
2.79541,234.275
2.79967,234.210
2.80393,227.753
2.80819,226.905
2.81245,225.792
2.81672,222.325
2.82098,216.544
2.82524,213.456
2.82950,220.362
2.83376,228.940
2.83802,229.130
2.84228,226.185
2.84654,219.966
2.85081,217.778
2.85507,222.470
2.85933,225.400
2.86359,221.227
2.86785,213.116
2.87211,220.637
2.87637,222.322
2.88064,222.692
2.88490,224.950
2.88916,228.837
2.89342,229.717
2.89768,223.738
2.90194,216.575
2.90620,218.870
2.91046,216.567
2.91473,216.274
2.91899,220.268
2.92325,221.661
2.92751,219.568
2.93177,219.445
2.93603,220.699
2.94029,213.448
2.94455,209.437
2.94882,206.050
2.95308,210.882
2.95734,219.362
2.96160,222.770
2.96586,215.341
2.97012,207.466
2.97438,201.565
2.97865,201.667
2.98291,204.732
2.98717,205.560
2.99143,202.174
2.99569,205.073
2.99995,211.310
3.00421,211.743
3.00847,203.173
3.01274,197.789
3.01700,202.096
3.02126,205.398
3.02552,195.202
3.02978,185.497
3.03404,194.000
3.03830,205.977
3.04256,211.057
3.04683,192.208
3.05109,176.812
3.05535,177.243
3.05961,183.138
3.06387,184.664
3.06813,182.148
3.07239,181.583
3.07665,183.303
3.08092,183.952
3.08518,186.340
3.08944,185.836
3.09370,177.752
3.09796,167.804
3.10222,169.357
3.10648,177.141
3.11075,185.290
3.11501,170.327
3.11927,160.733
3.12353,164.667
3.12779,165.374
3.13205,157.481
3.13631,154.303
3.14057,158.680
3.14484,172.094
3.14910,165.721
3.15336,161.317
3.15762,161.803
3.16188,160.179
3.16614,155.326
3.17040,152.929
3.17466,153.208
3.17893,160.207
3.18319,164.407
3.18745,162.664
3.19171,155.219
3.19597,151.448
3.20023,155.296
3.20449,158.920
3.20876,159.499
3.21302,152.593
3.21728,155.929
3.22154,157.894
3.22580,155.859
3.23006,152.157
3.23432,149.122
3.23858,150.721
3.24285,153.366
3.24711,154.344
3.25137,152.989
3.25563,151.934
3.25989,147.923
3.26415,142.713
3.26841,140.157
3.27267,145.811
3.27694,154.220
3.28120,151.208
3.28546,151.776
3.28972,151.876
3.29398,151.150
3.29824,149.736
3.30250,148.716
3.30676,148.941
3.31103,148.763
3.31529,140.610
3.31955,142.010
3.32381,149.071
3.32807,155.071
3.33233,149.667
3.33659,139.064
3.34086,137.436
3.34512,143.077
3.34938,145.616
3.35364,149.000
3.35790,148.664
3.36216,144.972
3.36642,141.945
3.37068,143.667
3.37495,144.365
3.37921,144.000
3.38347,139.000
3.38773,137.279
3.39199,140.318
3.39625,147.119
3.40051,149.023
3.40477,144.840
3.40904,139.678
3.41330,138.492
3.41756,137.089
3.42182,139.021
3.42608,141.114
3.43034,140.825
3.43460,138.808
3.43886,137.805
3.44313,139.989
3.44739,142.082
3.45165,133.907
3.45591,138.635
3.46017,142.363
3.46443,141.320
3.46869,136.667
3.47296,133.978
3.47722,136.667
3.48148,140.096
3.48574,137.184
3.49000,134.741
3.49426,131.497
3.49852,129.187
3.50278,130.326
3.50705,133.080
3.51131,136.527
3.51557,140.153
3.51983,136.444
3.52409,136.307
3.52835,135.338
3.53261,134.667
3.53687,133.230
3.54114,132.271
3.54540,131.569
3.54966,131.534
3.55392,135.875
3.55818,134.918
3.56244,134.619
3.56670,134.659
3.57097,134.673
3.57523,134.337
3.57949,131.689
3.58375,129.059
3.58801,139.277
3.59227,137.000
3.59653,134.264
3.60079,130.000
3.60506,127.095
3.60932,128.216
3.61358,131.869
3.61784,135.557
3.62210,132.481
3.62636,130.333
3.63062,130.435
3.63488,132.293
3.63915,136.200
3.64341,137.120
3.64767,134.333
3.65193,131.413
3.65619,125.586
3.66045,131.089
3.66471,135.962
3.66897,135.195
3.67324,130.321
3.67750,127.696
3.68176,128.658
3.68602,131.678
3.69028,128.549
3.69454,128.617
3.69880,130.205
3.70307,133.005
3.70733,135.137
3.71159,134.128
3.71585,130.684
3.72011,127.715
3.72437,131.642
3.72863,133.809
3.73289,135.000
3.73716,130.832
3.74142,125.970
3.74568,125.611
3.74994,129.792
3.75420,134.667
3.75846,130.587
3.76272,129.432
3.76698,126.970
3.77125,125.169
3.77551,123.568
3.77977,124.013
3.78403,123.944
3.78829,124.129
3.79255,129.344
3.79681,130.056
3.80107,129.793
3.80534,129.134
3.80960,127.783
3.81386,127.634
3.81812,128.170
3.82238,129.523
3.82664,126.667
3.83090,126.457
3.83517,127.142
3.83943,128.116
3.84369,129.659
3.84795,129.843
3.85221,127.433
3.85647,125.814
3.86073,124.511
3.86499,127.578
3.86926,128.548
3.87352,125.210
3.87778,120.596
3.88204,118.894
3.88630,122.386
3.89056,126.991
3.89482,130.978
3.89908,129.000
3.90335,126.987
3.90761,125.974
3.91187,124.961
3.91613,125.228
3.92039,126.180
3.92465,126.457
3.92891,123.969
3.93318,126.562
3.93744,129.549
3.94170,130.404
3.94596,128.378
3.95022,126.633
3.95448,126.049
3.95874,126.027
3.96300,129.202
3.96727,126.737
3.97153,125.964
3.97579,127.981
3.98005,128.501
3.98431,126.579
3.98857,126.850
3.99283,129.051
3.99709,122.201
4.00136,123.420
4.00562,125.109
4.00988,125.894
4.01414,126.687
4.01840,125.701
4.02266,125.000
4.02692,124.393
4.03119,121.509
4.03545,123.902
4.03971,124.836
4.04397,123.365
4.04823,124.262
4.05249,127.000
4.05675,128.000
4.06101,126.666
4.06528,128.023
4.06954,127.016
4.07380,124.874
4.07806,123.729
4.08232,123.326
4.08658,123.654
4.09084,125.590
4.09510,126.746
4.09937,119.178
4.10363,124.284
4.10789,129.357
4.11215,129.000
4.11641,125.336
4.12067,123.697
4.12493,124.854
4.12919,128.305
4.13346,128.557
4.13772,129.620
4.14198,130.003
4.14624,125.732
4.15050,122.258
4.15476,123.716
4.15902,130.000
4.16329,136.377
4.16755,120.579
4.17181,117.536
4.17607,116.825
4.18033,120.160
4.18459,122.152
4.18885,122.361
4.19311,121.650
4.19738,123.579
4.20164,123.000
4.20590,122.000
4.21016,122.014
4.21442,123.343
4.21868,124.667
4.22294,124.667
4.22720,122.676
4.23147,120.690
4.23573,126.036
4.23999,124.098
4.24425,120.916
4.24851,118.427
4.25277,118.413
4.25703,119.175
4.26129,121.716
4.26556,123.504
4.26982,126.526
4.27408,124.333
4.27834,122.778
4.28260,120.907
4.28686,120.860
4.29112,121.609
4.29539,122.220
4.29965,124.000
4.30391,118.000
4.30817,120.235
4.31243,122.122
4.31669,122.810
4.32095,122.129
4.32521,122.164
4.32948,121.983
4.33374,122.563
4.33800,117.766
4.34226,118.272
4.34652,118.705
4.35078,118.480
4.35504,117.936
4.35930,117.750
4.36357,118.477
4.36783,118.667
4.37209,121.122
4.37635,124.781
4.38061,123.321
4.38487,117.842
4.38913,116.142
4.39339,119.652
4.39766,122.069
4.40192,120.278
4.40618,117.040
4.41044,120.049
4.41470,120.333
4.41896,117.467
4.42322,117.075
4.42749,119.667
4.43175,122.333
4.43601,122.333
4.44027,120.224
4.44453,117.560
4.44879,117.256
4.45305,119.863
4.45731,124.521
4.46158,127.000
4.46584,126.000
4.47010,125.252
4.47436,121.792
4.47862,122.550
4.48288,122.864
4.48714,123.430
4.49141,124.684
4.49567,123.448
4.49993,123.283
4.50419,122.850
4.50845,122.584
4.51271,125.185
4.51697,128.005
4.52123,125.163
4.52550,121.522
4.52976,119.667
4.53402,123.364
4.53828,127.022
4.54254,123.301
4.54680,123.322
4.55106,123.342
4.55532,123.360
4.55959,124.033
4.56385,124.364
4.56811,124.392
4.57237,124.405
4.57663,118.036
4.58089,120.164
4.58515,120.963
4.58941,121.333
4.59368,121.655
4.59794,121.836
4.60220,122.273
4.60646,123.764
4.61072,119.303
4.61498,116.599
4.61924,118.361
4.62351,123.563
4.62777,124.515
4.63203,120.396
4.63629,115.373
4.64055,114.000
4.64481,119.667
4.64907,118.256
4.65333,117.691
4.65760,118.999
4.66186,120.986
4.66612,122.333
4.67038,121.667
4.67464,120.258
4.67890,116.133
4.68316,116.906
4.68742,118.945
4.69169,120.212
4.69595,121.333
4.70021,122.511
4.70447,124.507
4.70873,125.508
4.71299,120.828
4.71725,120.297
4.72151,121.802
4.72578,124.789
4.73004,123.333
4.73430,119.669
4.73856,119.916
4.74282,123.339
4.74708,123.927
4.75134,122.044
4.75561,119.667
4.75987,118.082
4.76413,117.662
4.76839,118.216
4.77265,119.601
4.77691,120.860
4.78117,118.331
4.78543,121.483
4.78970,123.839
4.79396,123.667
4.79822,121.434
4.80248,121.227
4.80674,123.254
4.81100,125.140
4.81526,123.667
4.81952,120.667
4.82379,117.846
4.82805,117.718
4.83231,118.581
4.83657,120.667
4.84083,120.604
4.84509,119.746
4.84935,118.333
4.85361,116.333
4.85788,116.284
4.86214,120.225
4.86640,122.249
4.87066,120.637
4.87492,120.670
4.87918,122.322
4.88344,115.333
4.88771,115.291
4.89197,115.944
4.89623,116.264
4.90049,115.333
4.90475,116.270
4.90901,117.225
4.91327,119.141
4.91753,118.353
4.92180,119.372
4.92606,121.440
4.93032,125.348
4.93458,127.414
4.93884,126.733
4.94310,121.355
4.94736,117.333
4.95162,119.333
4.95589,120.417
4.96015,122.333
4.96441,123.055
4.96867,122.333
4.97293,121.667
4.97719,120.682
4.98145,120.448
4.98571,118.011
4.98998,118.667
4.99424,121.345
4.99850,123.799
5.00276,121.482
5.00702,118.240
5.01128,119.474
5.01554,123.872
5.01981,123.551
5.02407,119.871
5.02833,116.016
5.03259,115.178
5.03685,117.498
5.04111,119.323
5.04537,119.315
5.04963,117.459
5.05390,118.338
5.05816,118.866
5.06242,118.000
5.06668,116.916
5.07094,116.093
5.07520,117.145
5.07946,120.987
5.08372,123.625
5.08799,121.416
5.09225,117.683
5.09651,118.599
5.10077,119.032
5.10503,116.000
5.10929,117.758
5.11355,121.104
5.11782,118.664
5.12208,118.963
5.12634,118.038
5.13060,117.210
5.13486,118.273
5.13912,119.116
5.14338,117.326
5.14764,112.858
5.15191,109.199
5.15617,109.148
5.16043,115.766
5.16469,120.842
5.16895,118.758
5.17321,115.105
5.17747,116.333
5.18173,118.614
5.18600,118.627
5.19026,113.026
5.19452,115.667
5.19878,118.333
