X,Y
0.00000,122.0000
0.00426,123.3333
0.00851,125.3333
0.01277,126.0000
0.01702,127.3333
0.02128,124.0000
0.02553,125.0000
0.02979,125.6667
0.03404,126.0000
0.03830,126.0000
0.04255,125.0000
0.04681,123.6667
0.05106,123.0000
0.05532,126.6667
0.05957,126.0000
0.06383,127.0000
0.06809,130.6667
0.07234,128.3333
0.07660,121.3333
0.08085,116.3333
0.08511,115.0000
0.08936,123.0000
0.09362,125.0000
0.09787,126.3333
0.10213,128.3333
0.10638,127.3333
0.11064,126.3333
0.11489,125.0000
0.11915,123.6667
0.12340,124.6667
0.12766,124.6667
0.13191,124.6667
0.13617,125.3333
0.14043,127.3333
0.14468,127.3333
0.14894,125.3333
0.15319,124.6667
0.15745,128.0000
0.16170,127.0000
0.16596,127.3333
0.17021,129.0000
0.17447,130.6667
0.17872,130.0000
0.18298,125.6667
0.18723,120.6667
0.19149,115.3333
0.19574,120.6667
0.20000,126.3333
0.20426,126.6667
0.20851,123.6667
0.21277,123.3333
0.21702,126.0000
0.22128,129.6667
0.22553,127.6667
0.22979,129.6667
0.23404,132.3333
0.23830,131.3333
0.24255,128.6667
0.24681,127.0000
0.25106,126.0000
0.25532,126.0000
0.25957,127.6667
0.26383,127.0000
0.26809,125.0000
0.27234,123.0000
0.27660,123.0000
0.28085,123.0000
0.28511,125.0000
0.28936,125.0000
0.29362,127.3333
0.29787,125.6667
0.30213,126.6667
0.30638,128.3333
0.31064,126.0000
0.31489,122.3333
0.31915,123.3333
0.32340,127.0000
0.32766,127.6667
0.33191,127.6667
0.33617,128.6667
0.34043,129.6667
0.34468,131.6667
0.34894,130.0000
0.35319,127.0000
0.35745,124.3333
0.36170,124.6667
0.36596,125.6667
0.37021,126.6667
0.37447,123.6667
0.37872,121.0000
0.38298,120.0000
0.38723,123.0000
0.39149,125.6667
0.39574,126.6667
0.40000,128.6667
0.40426,129.3333
0.40851,128.6667
0.41277,126.6667
0.41702,126.6667
0.42128,127.6667
0.42553,128.6667
0.42979,127.0000
0.43404,126.0000
0.43830,124.6667
0.44255,124.6667
0.44681,125.3333
0.45106,125.3333
0.45532,124.6667
0.45957,123.0000
0.46383,120.6667
0.46809,124.0000
0.47234,129.6667
0.47660,131.0000
0.48085,129.6667
0.48511,126.0000
0.48936,123.3333
0.49362,122.3333
0.49787,127.0000
0.50213,128.0000
0.50638,129.0000
0.51064,130.6667
