X,Y
0.00000,131.667
0.00437,135.000
0.00873,135.333
0.01310,132.667
0.01747,127.667
0.02183,126.667
0.02620,127.667
0.03057,131.667
0.03493,135.333
0.03930,135.667
0.04367,131.333
0.04803,126.667
0.05240,124.000
0.05677,124.333
0.06114,126.333
0.06550,128.000
0.06987,128.667
0.07424,128.667
0.07860,126.667
0.08297,126.333
0.08734,135.000
0.09170,133.000
0.09607,130.000
0.10044,128.333
0.10480,126.000
0.10917,127.000
0.11354,127.000
0.11790,128.333
0.12227,133.667
0.12664,135.000
0.13100,134.333
0.13537,130.667
0.13974,126.667
0.14410,126.333
0.14847,129.667
0.15284,133.333
0.15721,132.333
0.16157,132.667
0.16594,130.667
0.17031,127.333
0.17467,129.000
0.17904,135.000
0.18341,137.667
0.18777,137.667
0.19214,125.667
0.19651,128.000
0.20087,131.333
0.20524,134.333
0.20961,133.667
0.21397,131.667
0.21834,127.333
0.22271,125.000
0.22707,130.000
0.23144,134.000
0.23581,137.667
0.24017,139.000
0.24454,137.000
0.24891,132.333
0.25328,128.333
0.25764,126.333
0.26201,131.667
0.26638,132.333
0.27074,133.333
0.27511,134.000
0.27948,133.333
0.28384,131.000
0.28821,129.333
0.29258,128.333
0.29694,126.333
0.30131,128.000
0.30568,130.000
0.31004,131.333
0.31441,131.000
0.31878,130.333
0.32314,130.333
0.32751,130.333
0.33188,128.667
0.33624,130.000
0.34061,131.333
0.34498,134.000
0.34934,134.000
0.35371,133.333
0.35808,132.000
0.36245,129.667
0.36681,132.667
0.37118,133.333
0.37555,133.333
0.37991,133.333
0.38428,132.667
0.38865,132.000
0.39301,130.667
0.39738,128.000
0.40175,131.667
0.40611,130.667
0.41048,129.000
0.41485,127.667
0.41921,128.667
0.42358,132.000
0.42795,135.000
0.43231,138.333
0.43668,132.667
0.44105,132.000
0.44541,132.333
0.44978,131.667
0.45415,131.000
0.45852,131.667
0.46288,132.333
0.46725,132.333
0.47162,132.667
0.47598,135.333
0.48035,135.667
0.48472,135.000
0.48908,131.333
0.49345,128.667
0.49782,127.333
0.50218,128.333
0.50655,133.000
0.51092,131.000
0.51528,127.000
0.51965,125.333
0.52402,125.333
0.52838,128.333
0.53275,132.000
0.53712,134.000
0.54148,133.667
0.54585,134.000
0.55022,136.333
0.55459,138.667
0.55895,141.000
0.56332,141.667
0.56769,140.333
0.57205,139.333
0.57642,143.000
0.58079,138.333
0.58515,133.667
0.58952,134.000
0.59389,137.333
0.59825,139.000
0.60262,136.333
0.60699,133.333
0.61135,133.333
0.61572,132.000
0.62009,132.333
0.62445,133.333
0.62882,134.333
0.63319,134.333
0.63755,132.333
0.64192,129.667
0.64629,135.000
0.65066,136.667
0.65502,137.667
0.65939,139.333
0.66376,139.000
0.66812,139.667
0.67249,141.667
0.67686,142.667
0.68122,137.333
0.68559,139.333
0.68996,141.667
0.69432,140.333
0.69869,135.667
0.70306,135.000
0.70742,142.667
0.71179,152.667
0.71616,148.333
0.72052,151.667
0.72489,154.333
0.72926,151.667
0.73362,147.333
0.73799,144.000
0.74236,145.667
0.74672,148.667
0.75109,151.667
0.75546,154.667
0.75983,155.000
0.76419,152.667
0.76856,153.000
0.77293,155.667
0.77729,156.667
0.78166,157.333
0.78603,155.333
0.79039,154.000
0.79476,153.000
0.79913,155.000
0.80349,162.000
0.80786,170.667
0.81223,171.667
0.81659,169.667
0.82096,170.333
0.82533,184.000
0.82969,196.333
0.83406,189.667
0.83843,173.333
0.84279,174.667
0.84716,187.667
0.85153,193.000
0.85590,186.667
0.86026,190.000
0.86463,195.667
0.86900,201.000
0.87336,203.000
0.87773,203.000
0.88210,203.000
0.88646,202.667
0.89083,202.000
0.89520,202.667
0.89956,206.000
0.90393,210.000
0.90830,212.333
0.91266,212.000
0.91703,211.667
0.92140,214.000
0.92576,214.000
0.93013,216.000
0.93450,221.667
0.93886,220.333
0.94323,211.333
0.94760,210.667
0.95197,215.667
0.95633,216.000
0.96070,218.333
0.96507,218.667
0.96943,220.667
0.97380,220.000
0.97817,220.000
0.98253,217.667
0.98690,216.000
0.99127,214.000
0.99563,221.667
1.00000,220.333
1.00437,218.667
1.00873,219.667
1.01310,223.000
1.01747,226.333
1.02183,222.667
1.02620,218.000
1.03057,224.333
1.03493,225.333
1.03930,224.667
1.04367,221.333
1.04803,219.000
1.05240,218.333
1.05677,222.000
1.06114,226.667
1.06550,222.000
1.06987,222.667
1.07424,227.333
1.07860,234.667
1.08297,229.333
1.08734,222.333
1.09170,222.333
1.09607,227.333
1.10044,221.000
1.10480,221.667
1.10917,227.000
1.11354,228.000
1.11790,224.333
1.12227,224.333
1.12664,229.333
1.13100,232.000
1.13537,229.000
1.13974,227.667
1.14410,228.333
1.14847,228.333
1.15284,226.667
1.15721,224.333
1.16157,226.667
1.16594,230.333
1.17031,239.000
1.17467,229.000
1.17904,225.333
1.18341,232.333
1.18777,236.333
1.19214,232.667
1.19651,231.667
1.20087,236.000
1.20524,239.333
1.20961,235.000
1.21397,232.667
1.21834,232.000
1.22271,230.667
1.22707,228.333
1.23144,228.667
1.23581,232.000
1.24017,236.000
1.24454,231.667
1.24891,233.000
1.25328,232.667
1.25764,227.667
1.26201,229.000
1.26638,231.000
1.27074,229.333
1.27511,227.000
1.27948,232.000
1.28384,234.000
1.28821,232.000
1.29258,228.333
1.29694,230.000
1.30131,235.333
1.30568,240.667
1.31004,234.333
1.31441,231.333
1.31878,227.667
1.32314,229.333
1.32751,231.667
1.33188,232.000
1.33624,229.333
1.34061,227.667
1.34498,233.000
1.34934,235.000
1.35371,235.333
1.35808,234.667
1.36245,232.333
1.36681,228.333
1.37118,225.333
1.37555,222.667
1.37991,220.000
1.38428,224.000
1.38865,229.333
1.39301,232.000
1.39738,233.333
1.40175,235.333
1.40611,235.000
1.41048,233.000
1.41485,224.000
1.41921,234.333
1.42358,244.333
1.42795,235.667
1.43231,229.667
1.43668,230.333
1.44105,232.333
1.44541,232.333
1.44978,232.333
1.45415,235.333
1.45852,238.667
1.46288,234.000
1.46725,226.667
1.47162,223.333
1.47598,226.667
1.48035,233.667
1.48472,233.667
1.48908,228.667
1.49345,226.000
1.49782,230.000
1.50218,234.000
1.50655,235.667
1.51092,235.333
1.51528,235.333
1.51965,236.333
1.52402,225.333
1.52838,224.000
1.53275,228.667
1.53712,230.667
1.54148,233.333
1.54585,236.000
1.55022,231.667
1.55459,232.000
1.55895,229.667
1.56332,226.000
1.56769,224.000
1.57205,230.000
1.57642,236.333
1.58079,233.000
1.58515,225.333
1.58952,225.667
1.59389,232.000
1.59825,238.000
1.60262,235.000
1.60699,228.000
1.61135,222.000
1.61572,222.333
1.62009,224.000
1.62445,227.000
1.62882,222.333
1.63319,222.000
1.63755,225.667
1.64192,227.000
1.64629,225.333
1.65066,226.333
1.65502,232.000
1.65939,231.667
1.66376,222.333
1.66812,216.000
1.67249,221.667
1.67686,229.667
1.68122,233.000
1.68559,228.000
1.68996,223.000
1.69432,224.000
1.69869,225.333
1.70306,223.667
1.70742,222.333
1.71179,224.000
1.71616,226.000
1.72052,221.667
1.72489,214.000
1.72926,217.333
1.73362,218.667
1.73799,220.000
1.74236,219.000
1.74672,216.333
1.75109,215.333
1.75546,217.333
1.75983,219.333
1.76419,218.000
1.76856,218.333
1.77293,218.000
1.77729,218.000
1.78166,217.333
1.78603,214.667
1.79039,211.333
1.79476,209.000
1.79913,211.667
1.80349,210.667
1.80786,210.667
1.81223,213.000
1.81659,211.333
1.82096,207.333
1.82533,205.333
1.82969,206.667
1.83406,191.667
1.83843,185.667
1.84279,189.333
1.84716,198.667
1.85153,200.667
1.85590,200.000
1.86026,198.000
1.86463,193.667
