name,energy,flux
SS01,30.11085,1.6666666666666668e-07
SS01,30.18015,0.0
SS01,30.24945,3.3333333333333335e-07
SS01,30.31875,0.0
SS01,30.38805,8.333333333333333e-07
SS01,30.457349999999998,5e-07
SS01,30.52665,1.6666666666666667e-06
SS01,30.595950000000002,2e-06
SS01,30.66525,5.333333333333334e-06
SS01,30.73455,9.666666666666667e-06
SS01,30.80385,1.4666666666666666e-05
SS01,30.873150000000003,1.7833333333333334e-05
SS01,30.94245,3.25e-05
SS01,31.01175,5.75e-05
SS01,31.081049999999998,8.233333333333333e-05
SS01,31.15035,0.00012666666666666666
SS01,31.21965,0.00017983333333333333
SS01,31.28895,0.0002595
SS01,31.358249999999998,0.0003755
SS01,31.42755,0.0005346666666666667
SS01,31.496850000000002,0.0007208333333333333
SS01,31.56615,0.000991
SS01,31.63545,0.0013186666666666668
SS01,31.70475,0.0017616666666666666
SS01,31.774050000000003,0.0022735
SS01,31.84335,0.0028866666666666667
SS01,31.91265,0.0036763333333333335
SS01,31.981949999999998,0.004557
SS01,32.051249999999996,0.0055295
SS01,32.12055,0.0066851666666666665
SS01,32.18985,0.007937333333333333
SS01,32.25915,0.009268833333333334
SS01,32.328450000000004,0.010798666666666666
SS01,32.39775,0.012275166666666667
SS01,32.46705,0.013903
SS01,32.53635,0.015404666666666667
SS01,32.60565,0.0168985
SS01,32.67495,0.0184295
SS01,32.74425,0.019908166666666668
SS01,32.81355,0.021312666666666667
SS01,32.88285,0.022594666666666666
SS01,32.95215,0.023688666666666667
SS01,33.02145,0.024612
SS01,33.09075,0.025572166666666667
SS01,33.16005,0.026375833333333334
SS01,33.22935,0.026962333333333335
SS01,33.29865,0.027720333333333333
SS01,33.36795,0.027930666666666666
SS01,33.43725,0.028232
SS01,33.506550000000004,0.028659666666666667
SS01,33.57585,0.028687666666666667
SS01,33.64515,0.028991333333333334
SS01,33.71445,0.029091
SS01,33.78375,0.028868
SS01,33.853049999999996,0.028815166666666666
SS01,33.92235,0.0287235
SS01,33.99165,0.028491166666666668
SS01,34.06095,0.028179833333333335
SS01,34.130250000000004,0.027666333333333334
SS01,34.19955,0.026949166666666666
SS01,34.26885,0.026310333333333335
SS01,34.33815,0.025442
SS01,34.40745,0.0243905
SS01,34.47675,0.023421333333333332
SS01,34.54605,0.021816166666666668
SS01,34.61535,0.020386
SS01,34.68465,0.018855333333333335
SS01,34.75395,0.017178666666666665
SS01,34.82325,0.0155635
