natFe(d,x)56Co					
 					
					
	fit	fit			
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
0.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
1.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
2.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
3.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
4.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
5.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
6.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
7.0	0.0	0.0	2.17E-05	5.86E-04	2.17E-05
8.0	0.45	0.18	2.17E-05	5.86E-04	2.17E-05
8.1	0.93	0.37	6.62E-05	1.79E-03	6.62E-05
8.2	1.73	0.69	1.50E-04	4.05E-03	1.50E-04
8.3	2.88	1.15	2.90E-04	7.84E-03	2.90E-04
8.4	4.40	1.75	5.05E-04	1.37E-02	5.05E-04
8.5	6.30	2.51	8.16E-04	2.21E-02	8.16E-04
8.6	8.59	3.42	1.24E-03	3.36E-02	1.24E-03
8.7	11.27	4.48	1.81E-03	4.88E-02	1.81E-03
8.8	14.34	5.71	2.53E-03	6.84E-02	2.53E-03
8.9	17.79	7.08	3.43E-03	9.28E-02	3.43E-03
9.0	21.62	2.81	4.54E-03	1.23E-01	4.54E-03
9.1	25.79	3.35	5.87E-03	1.59E-01	5.87E-03
9.2	30.29	3.93	7.44E-03	2.01E-01	7.44E-03
9.3	35.09	4.56	9.28E-03	2.51E-01	9.28E-03
9.4	40.16	5.21	1.14E-02	3.08E-01	1.14E-02
9.5	45.45	5.90	1.38E-02	3.73E-01	1.38E-02
9.6	50.94	6.61	1.65E-02	4.47E-01	1.65E-02
9.7	56.60	7.35	1.96E-02	5.29E-01	1.96E-02
9.8	62.38	8.10	2.30E-02	6.21E-01	2.30E-02
9.9	68.26	8.86	2.67E-02	7.21E-01	2.67E-02
10.0	74.20	7.70	3.08E-02	8.31E-01	3.08E-02
10.1	80.17	8.32	3.52E-02	9.51E-01	3.52E-02
10.2	86.14	8.94	4.00E-02	1.08E+00	4.00E-02
10.3	92.10	9.56	4.52E-02	1.22E+00	4.52E-02
10.4	98.01	10.17	5.07E-02	1.37E+00	5.07E-02
10.5	103.87	10.78	5.66E-02	1.53E+00	5.66E-02
10.6	109.64	11.38	6.29E-02	1.70E+00	6.29E-02
10.7	115.34	11.97	6.95E-02	1.88E+00	6.95E-02
10.8	120.93	12.55	7.65E-02	2.07E+00	7.65E-02
10.9	126.43	13.13	8.39E-02	2.27E+00	8.39E-02
11.0	131.80	10.30	9.16E-02	2.48E+00	9.16E-02
11.1	137.06	10.71	9.97E-02	2.69E+00	9.97E-02
11.2	142.20	11.11	1.08E-01	2.92E+00	1.08E-01
11.3	147.22	11.50	1.17E-01	3.16E+00	1.17E-01
11.4	152.11	11.88	1.26E-01	3.41E+00	1.26E-01
11.5	156.88	12.26	1.36E-01	3.66E+00	1.36E-01
11.6	161.53	12.62	1.45E-01	3.93E+00	1.45E-01
