# Foil Index, Average Current (nA), Uncertainty in Average Current (nA), % Uncertainty
0.000000000000000000e+00,1.330509317522217998e+02,3.672066869316239934e+00,2.759895643688282885e+00
1.000000000000000000e+00,1.344436049766321162e+02,3.786811898448878555e+00,2.816654536381311136e+00
2.000000000000000000e+00,1.358976736397822549e+02,3.691689646054689966e+00,2.716521590972986733e+00
3.000000000000000000e+00,1.367912343841304619e+02,4.262248271117389464e+00,3.115878214205123786e+00
4.000000000000000000e+00,1.380877821803812822e+02,4.244446306518217860e+00,3.073730520904291996e+00
5.000000000000000000e+00,1.383144181522001759e+02,4.570386882048155464e+00,3.304345955472939522e+00
6.000000000000000000e+00,1.396677880765608677e+02,4.373030099181326236e+00,3.131022664140845180e+00
7.000000000000000000e+00,1.347532412596950167e+02,4.312276518242867951e+00,3.200128232858083344e+00
8.000000000000000000e+00,1.426587315337195037e+02,5.638457215239392362e+00,3.952409470223460897e+00
9.000000000000000000e+00,1.171146195680815794e+02,6.342737778412802285e+00,5.415837750918546689e+00
