# Foil Index, Average Current (nA), Uncertainty in Average Current (nA), % Uncertainty
0.000000000000000000e+00,1.342632896938132774e+02,3.704655648226221398e+00,2.759246892188228717e+00
1.000000000000000000e+00,1.368874707920700189e+02,3.843288075249020164e+00,2.807625893743713075e+00
2.000000000000000000e+00,1.385713293531175054e+02,3.760722272690006029e+00,2.713925232763453543e+00
3.000000000000000000e+00,nan,nan,nan
4.000000000000000000e+00,nan,nan,nan
5.000000000000000000e+00,nan,nan,nan
6.000000000000000000e+00,nan,nan,nan
7.000000000000000000e+00,nan,nan,nan
8.000000000000000000e+00,nan,nan,nan
9.000000000000000000e+00,nan,nan,nan
