# Foil Index, Average Current (nA), Uncertainty in Average Current (nA), % Uncertainty
0.000000000000000000e+00,1.337518146608160521e+02,3.689688753005187838e+00,2.758608369061716914e+00
1.000000000000000000e+00,1.358155759804832314e+02,3.819064834762185168e+00,2.811949076673640580e+00
2.000000000000000000e+00,1.375798101130597502e+02,3.735155183084373220e+00,2.714900667485231622e+00
3.000000000000000000e+00,1.388480470668019962e+02,4.315576324754046844e+00,3.108128933695232021e+00
4.000000000000000000e+00,1.400797057092230773e+02,4.303400687060566554e+00,3.072108600794428490e+00
5.000000000000000000e+00,1.401215369226111989e+02,4.627866037556892742e+00,3.302751410807642340e+00
6.000000000000000000e+00,1.399429050656405309e+02,4.382488468802430148e+00,3.131626049028219505e+00
7.000000000000000000e+00,1.332097793098056115e+02,4.268068523265837300e+00,3.204020414551999263e+00
8.000000000000000000e+00,1.349963407707437000e+02,5.154932818423570318e+00,3.818572258323570612e+00
9.000000000000000000e+00,1.112196109864142528e+02,5.974614678285167457e+00,5.371907548764022877e+00
