#ZVView-data-copy:  22-May-2020 09:06:14
#=======================================
#
#name:   26-FE-0(D,X)27-CO-58,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  76
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           2.2          1.2       2.1e-5         1e-6  # 2013,M.U.Khandaker+      ## E2439005  #dY:4.8%   
          3.12         0.39      0.00038         8e-5  # 2009,B.Kiraly+           ## D4185002  #dY:21.1%  
          3.58        0.395      0.00138         9e-5  # 1995,Zhao Wenrong+       ## S0044005  #dY:6.5%   
          3.63         1.06      0.00161         1e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:0.6%   
         3.669        0.437      0.00506      0.00029  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.7%   
          3.88         0.38      0.00195      0.00024  # 2009,B.Kiraly+           ## D4185002  #dY:12.3%  
          4.11         0.82      0.00245      0.00015  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
          4.55         0.37      0.00417      0.00048  # 2009,B.Kiraly+           ## D4185002  #dY:11.5%  
         4.793        0.279       0.0054       0.0003  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.6%   
          5.16         0.37      0.00561      0.00064  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
          5.29          0.7      0.00606      0.00037  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
          5.73         0.36      0.00646      0.00074  # 2009,B.Kiraly+           ## D4185002  #dY:11.5%  
          5.77         0.85      0.00615         2e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:0.3%   
         5.863        0.319      0.00658      0.00033  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.0%   
         5.873        0.314      0.00685      0.00038  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.5%   
          6.26         0.35      0.00659      0.00075  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
          6.71         0.59      0.00708      0.00044  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.2%   
          6.77         0.34       0.0064      0.00073  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
          7.25         0.34       0.0063      0.00072  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
          7.46         0.75      0.00602         2e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:0.3%   
         7.594        0.281      0.00569      0.00031  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.4%   
          7.62         0.55      0.00677      0.00041  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
          7.71         0.33      0.00616      0.00071  # 2009,B.Kiraly+           ## D4185002  #dY:11.5%  
          8.15         0.32      0.00572      0.00065  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
         8.157        0.233      0.00574      0.00032  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.6%   
           8.3          0.7      0.00545            0  # 1991,P.Jung              ## D4058043             
          8.57         0.32      0.00556      0.00064  # 2009,B.Kiraly+           ## D4185002  #dY:11.5%  
          8.72         0.49      0.00637       0.0004  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.3%   
          8.92          0.7      0.00551         2e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:0.4%   
          8.98         0.31      0.00559      0.00064  # 2009,B.Kiraly+           ## D4185002  #dY:11.4%  
         9.081        0.239      0.00509      0.00028  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.5%   
          9.38         0.31      0.00523      0.00061  # 2009,B.Kiraly+           ## D4185002  #dY:11.7%  
          9.49         0.47      0.00607      0.00036  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
          9.77          0.3      0.00497      0.00057  # 2009,B.Kiraly+           ## D4185002  #dY:11.5%  
         10.23         0.65      0.00507         3e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:0.6%   
        10.399        0.218      0.00471      0.00026  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.5%   
         10.45         0.44      0.00567      0.00041  # 2014,M.Avrigeanu+        ## D0672008  #dY:7.2%   
         11.14         0.42      0.00555      0.00033  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
         11.43         0.62      0.00489         7e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:1.4%   
        11.602        0.199      0.00479      0.00026  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.4%   
         11.99         0.39      0.00547      0.00032  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
        12.196        0.127      0.00427      0.00023  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.4%   
         12.55          0.6       0.0045         8e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:1.8%   
         12.62         0.38      0.00522      0.00031  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
        13.102        0.097      0.00399      0.00022  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.5%   
          13.4         0.36      0.00516      0.00035  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.8%   
          13.5          0.5      0.00462            0  # 1991,P.Jung              ## D4058043             
        13.854        0.146      0.00408      0.00022  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.4%   
         13.99         0.36      0.00478      0.00029  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
         14.45         0.57      0.00418         9e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:2.2%   
        14.653        0.138      0.00398      0.00021  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.3%   
         14.71         0.34      0.00487      0.00031  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.4%   
         14.72         0.34      0.00464      0.00028  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.0%   
         15.27         0.33      0.00462      0.00028  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
         15.41         0.55        0.004         9e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:2.2%   
        15.549        0.141      0.00389      0.00019  # 1995,Zhao Wenrong+       ## S0044005  #dY:4.9%   
         15.95         0.33      0.00462       0.0003  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.5%   
        16.413        0.132      0.00369      0.00018  # 1995,Zhao Wenrong+       ## S0044005  #dY:4.9%   
         16.47         0.31      0.00444      0.00027  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.1%   
         17.08         0.53      0.00367         9e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:2.5%   
         17.11         0.31      0.00422      0.00025  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
         17.13         0.31      0.00405      0.00024  # 2014,M.Avrigeanu+        ## D0672008  #dY:5.9%   
        17.593        0.134      0.00372      0.00019  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.1%   
         17.91         0.52      0.00353         9e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:2.5%   
         18.23         0.29      0.00389      0.00026  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.7%   
        18.632        0.126      0.00367       0.0002  # 1995,Zhao Wenrong+       ## S0044005  #dY:5.4%   
         18.69         0.29      0.00369      0.00022  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.0%   
         19.29         0.28      0.00336      0.00023  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.8%   
         19.35         0.28      0.00335       0.0002  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.0%   
         19.39         0.51      0.00304         9e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:3.0%   
         19.74         0.28      0.00337      0.00021  # 2014,M.Avrigeanu+        ## D0672008  #dY:6.2%   
        19.891        0.109      0.00287      0.00013  # 1995,Zhao Wenrong+       ## S0044005  #dY:4.5%   
         20.17         0.49       0.0026         8e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:3.1%   
         21.55         0.49      0.00248         8e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:3.2%   
         22.28         0.49      0.00245         8e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:3.3%   
         23.78         0.47      0.00197         7e-5  # 2013,M.U.Khandaker+      ## E2439005  #dY:3.6%   
          3.67         0.22       0.0019      0.00016  # 1994,S.Sudar+            ## D4018006  #dY:8.4%   
          4.45         0.22      0.00402       0.0003  # 1994,S.Sudar+            ## D4018006  #dY:7.5%   
          5.65          0.2      0.00637      0.00047  # 1994,S.Sudar+            ## D4018006  #dY:7.4%   
          7.23         0.19      0.00664      0.00051  # 1994,S.Sudar+            ## D4018006  #dY:7.7%   
          7.38         0.22      0.00651      0.00038  # 1994,S.Sudar+            ## D4018006  #dY:5.8%   
          7.74         0.19      0.00673       0.0005  # 1994,S.Sudar+            ## D4018006  #dY:7.4%   
          7.83          0.2      0.00665      0.00042  # 1994,S.Sudar+            ## D4018006  #dY:6.3%   
          8.26          0.2      0.00608      0.00037  # 1994,S.Sudar+            ## D4018006  #dY:6.1%   
          8.51         0.18      0.00616      0.00048  # 1994,S.Sudar+            ## D4018006  #dY:7.8%   
          9.05         0.18      0.00616      0.00049  # 1994,S.Sudar+            ## D4018006  #dY:8.0%   
          9.06          0.2      0.00571      0.00038  # 1994,S.Sudar+            ## D4018006  #dY:6.7%   
          9.48         0.18      0.00539      0.00032  # 1994,S.Sudar+            ## D4018006  #dY:5.9%   
          9.85         0.18      0.00555      0.00037  # 1994,S.Sudar+            ## D4018006  #dY:6.7%   
         10.16         0.17      0.00549      0.00044  # 1994,S.Sudar+            ## D4018006  #dY:8.0%   
         10.23         0.17      0.00571      0.00049  # 1994,S.Sudar+            ## D4018006  #dY:8.6%   
         10.56         0.18      0.00524      0.00034  # 1994,S.Sudar+            ## D4018006  #dY:6.5%   
         10.94         0.16      0.00516      0.00036  # 1994,S.Sudar+            ## D4018006  #dY:7.0%   
         11.28         0.16      0.00489      0.00035  # 1994,S.Sudar+            ## D4018006  #dY:7.2%   
         11.33         0.16      0.00512      0.00047  # 1994,S.Sudar+            ## D4018006  #dY:9.2%   
         11.57         0.16      0.00476       0.0003  # 1994,S.Sudar+            ## D4018006  #dY:6.3%   
         11.62         0.16      0.00494      0.00043  # 1994,S.Sudar+            ## D4018006  #dY:8.7%   
         12.29         0.15       0.0046      0.00034  # 1994,S.Sudar+            ## D4018006  #dY:7.4%   
          12.6         0.15      0.00487      0.00035  # 1994,S.Sudar+            ## D4018006  #dY:7.2%   
          12.7         0.15       0.0049      0.00037  # 1994,S.Sudar+            ## D4018006  #dY:7.6%   
         12.85         0.15      0.00468      0.00031  # 1994,S.Sudar+            ## D4018006  #dY:6.6%   
         12.97         0.15      0.00469      0.00042  # 1994,S.Sudar+            ## D4018006  #dY:9.0%   
          3.67         0.22      0.00077         6e-5  # 1996,S.Sudar+            ## O1040004  #dY:7.8%   
          4.45         0.22      0.00156      0.00013  # 1996,S.Sudar+            ## O1040004  #dY:8.3%   
          5.65          0.2      0.00232       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:8.6%   
          6.25          0.2       0.0024      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:8.7%   
          7.23         0.19      0.00236       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:8.5%   
          7.38         0.22      0.00285      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:7.4%   
          7.74         0.19      0.00261      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:8.0%   
          7.83          0.2      0.00273       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:7.3%   
          8.26          0.2      0.00272      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:7.7%   
          8.51         0.18      0.00246      0.00022  # 1996,S.Sudar+            ## O1040004  #dY:8.9%   
          9.05         0.18      0.00223       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:9.0%   
          9.06          0.2      0.00253      0.00019  # 1996,S.Sudar+            ## O1040004  #dY:7.5%   
          9.48         0.18      0.00255      0.00019  # 1996,S.Sudar+            ## O1040004  #dY:7.5%   
          9.85         0.18       0.0025      0.00019  # 1996,S.Sudar+            ## O1040004  #dY:7.6%   
         10.16         0.17      0.00225      0.00022  # 1996,S.Sudar+            ## O1040004  #dY:9.8%   
         10.23         0.17      0.00226      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:9.3%   
         10.56         0.18      0.00245      0.00018  # 1996,S.Sudar+            ## O1040004  #dY:7.3%   
         10.94         0.16      0.00231      0.00017  # 1996,S.Sudar+            ## O1040004  #dY:7.4%   
         11.28         0.16      0.00226      0.00017  # 1996,S.Sudar+            ## O1040004  #dY:7.5%   
         11.33         0.16      0.00204       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:9.8%   
         11.57         0.16      0.00235      0.00018  # 1996,S.Sudar+            ## O1040004  #dY:7.7%   
         11.62         0.16      0.00214      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:9.8%   
         12.29         0.15      0.00217      0.00016  # 1996,S.Sudar+            ## O1040004  #dY:7.4%   
          12.6         0.15      0.00222      0.00017  # 1996,S.Sudar+            ## O1040004  #dY:7.7%   
          12.7         0.15      0.00216      0.00021  # 1996,S.Sudar+            ## O1040004  #dY:9.7%   
         12.85         0.15      0.00233      0.00017  # 1996,S.Sudar+            ## O1040004  #dY:7.3%   
         12.97         0.15      0.00208       0.0002  # 1996,S.Sudar+            ## O1040004  #dY:9.6%   
//
#-------------------------------------------------------------------------------
