#ZVView-data-copy:  19-Mar-2020 06:59:49
#=======================================
#
#name:   26-FE-0(D,X)27-CO-56,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  155
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           2.2          1.2      0.00011         5e-6  # 2013,M.U.Khandaker+      ## E2439003  #dY:4.5%   
          3.63         1.06     0.000133         6e-6  # 2013,M.U.Khandaker+      ## E2439003  #dY:4.5%   
          4.11         0.82      0.00017         3e-5  # 2014,M.Avrigeanu+        ## D0672006  #dY:17.6%  
          5.29          0.7      0.00022         3e-5  # 2014,M.Avrigeanu+        ## D0672006  #dY:13.6%  
         5.301        0.369      0.00118         7e-5  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.9%   
          5.77         0.85     0.000183         7e-6  # 2013,M.U.Khandaker+      ## E2439003  #dY:3.8%   
          6.71         0.59      0.00024         4e-5  # 2014,M.Avrigeanu+        ## D0672006  #dY:16.7%  
          6.93         0.43       0.0003       0.0002  # 1996,S.Takacs+           ## D4044006  #dY:66.7%  
          7.46         0.75     0.000321         9e-6  # 2013,M.U.Khandaker+      ## E2439003  #dY:2.8%   
         7.594        0.281      0.00291      0.00017  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.8%   
          7.62         0.55      0.00094         9e-5  # 2014,M.Avrigeanu+        ## D0672006  #dY:9.6%   
          8.05         0.41       0.0049       0.0008  # 1996,S.Takacs+           ## D4044006  #dY:16.3%  
          8.15         0.32      0.00343      0.00049  # 2009,B.Kiraly+           ## D4185004  #dY:14.3%  
         8.157        0.233      0.00231      0.00014  # 1995,Zhao Wenrong+       ## S0044003  #dY:6.1%   
           8.3          0.7       0.0018            0  # 1991,P.Jung              ## D4058043             
          8.39         0.24       0.0085        0.001  # 1996,S.Takacs+           ## D4044006  #dY:11.8%  
          8.57         0.32      0.00726      0.00103  # 2009,B.Kiraly+           ## D4185004  #dY:14.2%  
          8.72         0.49       0.0113        0.001  # 2014,M.Avrigeanu+        ## D0672006  #dY:8.8%   
          8.73      0.01746     0.001017     0.004985  # 1969,J.W.Clark+          ## T0199008  #dY:490.2% 
          8.92          0.7      0.01692         6e-5  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.4%   
          8.98         0.31      0.02123       0.0025  # 2009,B.Kiraly+           ## D4185004  #dY:11.8%  
          9.07         0.39        0.034       0.0045  # 1996,S.Takacs+           ## D4044006  #dY:13.2%  
         9.081        0.239      0.06024      0.00301  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.0%   
         9.191        0.297        0.066       0.0033  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.0%   
          9.38          0.2        0.037       0.0042  # 1996,S.Takacs+           ## D4044006  #dY:11.4%  
          9.38         0.31      0.04037      0.00466  # 2009,B.Kiraly+           ## D4185004  #dY:11.5%  
          9.49         0.47       0.0523       0.0036  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.9%   
          9.77          0.3      0.05941      0.00698  # 2009,B.Kiraly+           ## D4185004  #dY:11.7%  
         10.02         0.37        0.084        0.011  # 1996,S.Takacs+           ## D4044006  #dY:13.1%  
         10.23         0.65      0.07895      0.00014  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
        10.399        0.218      0.12137      0.00607  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.0%   
          10.4          0.7       0.0857       0.0099  # 2001,S.Takacs+           ## D4081005  #dY:11.6%  
          10.4       0.0208      0.11023     0.027609  # 1969,J.W.Clark+          ## T0199008  #dY:25.0%  
         10.45         0.44        0.103        0.007  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.8%   
        10.536        0.197        0.131      0.00662  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.1%   
         10.88         0.55        0.123        0.016  # 1996,S.Takacs+           ## D4044006  #dY:13.0%  
          10.9         0.35        0.133        0.018  # 1996,S.Takacs+           ## D4044006  #dY:13.5%  
        10.944         0.15        0.148       0.0074  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.0%   
         11.14         0.42        0.161         0.01  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.2%   
         11.43         0.62       0.1536       0.0004  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.3%   
        11.602        0.199      0.19426      0.01068  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         11.72         0.52        0.159        0.021  # 1996,S.Takacs+           ## D4044006  #dY:13.2%  
         11.74         0.34        0.172        0.023  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
         11.96      0.02392      0.27076     0.063397  # 1969,J.W.Clark+          ## T0199008  #dY:23.4%  
         11.99         0.39        0.198        0.013  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.6%   
        12.196        0.127      0.20557      0.01131  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         12.51         0.49        0.189        0.025  # 1996,S.Takacs+           ## D4044006  #dY:13.2%  
         12.54         0.32        0.193        0.025  # 1996,S.Takacs+           ## D4044006  #dY:13.0%  
         12.55          0.6       0.2003       0.0004  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         12.62         0.38        0.234        0.014  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.0%   
        13.102        0.097      0.23589      0.01297  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         13.28         0.47        0.209        0.028  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
          13.3          0.3        0.225         0.03  # 1996,S.Takacs+           ## D4044006  #dY:13.3%  
          13.4         0.36        0.251        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.8%   
         13.47      0.02694      0.37048     0.083752  # 1969,J.W.Clark+          ## T0199008  #dY:22.6%  
          13.5          0.5        0.165            0  # 1991,P.Jung              ## D4058043             
        13.854        0.146      0.26732       0.0147  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         13.99         0.36        0.267        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.4%   
         14.01         0.45        0.234        0.031  # 1996,S.Takacs+           ## D4044006  #dY:13.2%  
         14.03         0.29         0.24        0.032  # 1996,S.Takacs+           ## D4044006  #dY:13.3%  
         14.45         0.57       0.2514       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
        14.653        0.138      0.28943      0.01592  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         14.71         0.34        0.286        0.021  # 2014,M.Avrigeanu+        ## D0672006  #dY:7.3%   
         14.72         0.34        0.292        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:5.8%   
         14.72         0.43        0.254        0.034  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
         14.74         0.28        0.254        0.034  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
         14.92      0.02984       0.4135       0.0675  # 1969,J.W.Clark+          ## T0199008  #dY:16.3%  
         15.27         0.33        0.285        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.0%   
         15.31            0      0.27454      0.03635  # 2007,K.Ochiai+           ## E2121005  #dY:13.2%  
          15.4         0.41        0.264        0.036  # 1996,S.Takacs+           ## D4044006  #dY:13.6%  
         15.41         0.55       0.2678       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         15.42         0.26        0.266        0.035  # 1996,S.Takacs+           ## D4044006  #dY:13.2%  
         15.54      0.03108      0.38942     0.084903  # 1969,J.W.Clark+          ## T0199008  #dY:21.8%  
        15.549        0.141      0.30935      0.01702  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         15.95         0.33        0.308        0.022  # 2014,M.Avrigeanu+        ## D0672006  #dY:7.1%   
         16.06         0.39         0.27        0.036  # 1996,S.Takacs+           ## D4044006  #dY:13.3%  
         16.08         0.25        0.274        0.036  # 1996,S.Takacs+           ## D4044006  #dY:13.1%  
         16.21      0.03242      0.41551     0.087275  # 1969,J.W.Clark+          ## T0199008  #dY:21.0%  
        16.413        0.132      0.32004      0.01761  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         16.47         0.31        0.289        0.018  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.2%   
         16.71         0.37        0.276        0.037  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
         17.08         0.53       0.2861       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         17.11         0.31        0.318        0.019  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.0%   
         17.13         0.31        0.321        0.018  # 2014,M.Avrigeanu+        ## D0672006  #dY:5.6%   
          17.3            0      0.29253      0.03896  # 2007,K.Ochiai+           ## E2121005  #dY:13.3%  
         17.33         0.35        0.284        0.039  # 1996,S.Takacs+           ## D4044006  #dY:13.7%  
         17.37      0.03474      0.44306     0.093062  # 1969,J.W.Clark+          ## T0199008  #dY:21.0%  
        17.593        0.134       0.3376      0.01857  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         17.91         0.52       0.2896       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         17.94         0.34        0.281        0.038  # 1996,S.Takacs+           ## D4044006  #dY:13.5%  
         18.23         0.29         0.32        0.021  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.6%   
          18.4          0.5       0.2689       0.0282  # 2001,S.Takacs+           ## D4081005  #dY:10.5%  
         18.52      0.03704      0.41423     0.087007  # 1969,J.W.Clark+          ## T0199008  #dY:21.0%  
         18.53         0.32        0.283        0.038  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
        18.632        0.126      0.32925       0.0181  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.5%   
         18.69         0.29        0.313        0.019  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.1%   
         18.91      0.03782      0.44507     0.093519  # 1969,J.W.Clark+          ## T0199008  #dY:21.0%  
         19.06            0      0.31212      0.04168  # 2007,K.Ochiai+           ## E2121005  #dY:13.4%  
         19.11          0.3        0.274        0.037  # 1996,S.Takacs+           ## D4044006  #dY:13.5%  
         19.29         0.28        0.302         0.02  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.6%   
         19.35         0.28        0.305        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:5.6%   
         19.39         0.51       0.2761       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         19.62      0.03924      0.42186     0.078576  # 1969,J.W.Clark+          ## T0199008  #dY:18.6%  
         19.68         0.29        0.276        0.037  # 1996,S.Takacs+           ## D4044006  #dY:13.4%  
         19.74         0.28        0.277        0.017  # 2014,M.Avrigeanu+        ## D0672006  #dY:6.1%   
        19.891        0.109      0.32339      0.01617  # 1995,Zhao Wenrong+       ## S0044003  #dY:5.0%   
         20.17         0.49       0.2606       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         20.24         0.28        0.271        0.037  # 1996,S.Takacs+           ## D4044006  #dY:13.7%  
         20.59            0      0.27471      0.03649  # 2007,K.Ochiai+           ## E2121005  #dY:13.3%  
         20.78         0.26        0.264        0.036  # 1996,S.Takacs+           ## D4044006  #dY:13.6%  
         21.32         0.25        0.253        0.035  # 1996,S.Takacs+           ## D4044006  #dY:13.8%  
         21.55         0.49        0.244       0.0005  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
          21.9          1.3       0.2299       0.0262  # 2001,S.Takacs+           ## D4081005  #dY:11.4%  
         21.97      0.04394      0.40428     0.078526  # 1969,J.W.Clark+          ## T0199008  #dY:19.4%  
         22.28            0      0.26359      0.03538  # 2007,K.Ochiai+           ## E2121005  #dY:13.4%  
         22.28         0.49       0.2289       0.0004  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
          23.7          0.4          0.2       0.0229  # 2001,S.Takacs+           ## D4081005  #dY:11.4%  
         23.78         0.47       0.1998       0.0004  # 2013,M.U.Khandaker+      ## E2439003  #dY:0.2%   
         24.69      0.04938       0.3117     0.065495  # 1969,J.W.Clark+          ## T0199008  #dY:21.0%  
          25.3          1.1       0.1595       0.0181  # 2001,S.Takacs+           ## D4081005  #dY:11.3%  
         25.98            0      0.19986      0.02681  # 2007,K.Ochiai+           ## E2121005  #dY:13.4%  
