#ZVView-data-copy:  22-Feb-2020 17:27:02
#=======================================
#
#name:   26-FE-0(D,X)25-MN-54,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  154
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           2.2          1.2     0.000118         7e-6  # 2013,M.U.Khandaker+      ## E2439007  #dY:5.9%   
          3.12         0.39      0.00025      0.00013  # 2009,B.Kiraly+           ## D4185007  #dY:52.0%  
          3.58        0.395      0.00143         9e-5  # 1995,Zhao Wenrong+       ## S0044007  #dY:6.3%   
          3.63         1.06      0.00188         2e-5  # 2013,M.U.Khandaker+      ## E2439007  #dY:1.1%   
         3.669        0.437      0.00746      0.00044  # 1995,Zhao Wenrong+       ## S0044007  #dY:5.9%   
          3.88         0.38      0.00231      0.00035  # 2009,B.Kiraly+           ## D4185007  #dY:15.2%  
          4.11         0.82      0.00315       0.0002  # 2014,M.Avrigeanu+        ## D0672010  #dY:6.3%   
          4.55         0.37      0.00585      0.00073  # 2009,B.Kiraly+           ## D4185007  #dY:12.5%  
         4.793        0.279      0.00911         5e-5  # 1995,Zhao Wenrong+       ## S0044007  #dY:0.5%   
          5.16         0.37       0.0094      0.00111  # 2009,B.Kiraly+           ## D4185007  #dY:11.8%  
          5.29          0.7       0.0133       0.0008  # 2014,M.Avrigeanu+        ## D0672010  #dY:6.0%   
          5.73         0.36       0.0137       0.0016  # 2009,B.Kiraly+           ## D4185007  #dY:11.7%  
          5.77         0.85      0.01429         6e-5  # 2013,M.U.Khandaker+      ## E2439007  #dY:0.4%   
         5.863        0.319       0.0195      0.00107  # 1995,Zhao Wenrong+       ## S0044007  #dY:5.5%   
         5.873        0.314      0.02207       0.0012  # 1995,Zhao Wenrong+       ## S0044007  #dY:5.4%   
          6.26         0.35       0.0182       0.0021  # 2009,B.Kiraly+           ## D4185007  #dY:11.5%  
          6.71         0.59        0.023       0.0017  # 2014,M.Avrigeanu+        ## D0672010  #dY:7.4%   
          6.77         0.34      0.02278      0.00259  # 2009,B.Kiraly+           ## D4185007  #dY:11.4%  
           6.9          0.6        0.027        0.003  # 2000,A.Hermanne+         ## D4082003  #dY:11.1%  
           7.1            0        0.025        0.002  # 1984,Tao Zhenlan+        ## S0015006  #dY:8.0%   
          7.25         0.34      0.02618        0.003  # 2009,B.Kiraly+           ## D4185007  #dY:11.5%  
          7.46         0.75      0.02738         9e-5  # 2013,M.U.Khandaker+      ## E2439007  #dY:0.3%   
         7.594        0.281      0.03407      0.00187  # 1995,Zhao Wenrong+       ## S0044007  #dY:5.5%   
          7.62         0.55       0.0339        0.002  # 2014,M.Avrigeanu+        ## D0672010  #dY:5.9%   
         7.667        0.265      0.03331      0.00167  # 1995,Zhao Wenrong+       ## S0044007  #dY:5.0%   
           7.7            0        0.034       0.0027  # 1984,Tao Zhenlan+        ## S0015006  #dY:7.9%   
