# Filename, Chi^2
B_+0,25_D_+0,25|1.671169765697138
B_+0,25_D_+0,5 |1.726957654965016
B_+0,25_D_+0,75|1.7817667699337396
B_+0,25_D_+1,25|1.8885274054638959
B_+0,25_D_+1,5 |1.9328563232915705
B_+0,25_D_+1,75|1.9954768961486917
B_+0,25_D_+1   |1.8322620310646165
B_+0,25_D_+2,25|2.127978934231583
B_+0,25_D_+2,5 |2.190898292373429
B_+0,25_D_+2,75|2.242738896299321
B_+0,25_D_+2   |2.052238908410806
B_+0,25_D_+3,25|2.385463748539878
B_+0,25_D_+3,5 |2.4553050400592324
B_+0,25_D_+3,75|2.526383413635098
B_+0,25_D_+3   |2.3179473203579235
B_+0,25_D_+4,25|2.672672650337853
B_+0,25_D_+4,5 |2.7402440114649496
B_+0,25_D_+4,75|2.8439913915752717
B_+0,25_D_+4   |2.5946386573657314
B_+0,25_D_+5   |2.90888289262456
B_+0,25_D_-0,25|1.5868059216890125
B_+0,25_D_-0,5 |1.5442998228571003
B_+0,25_D_-0,75|1.5043592508950092
B_+0,25_D_-1,25|1.4284833199508995
B_+0,25_D_-1,5 |1.3933759430778068
B_+0,25_D_-1,75|1.3672366145002086
B_+0,25_D_-1   |1.467484680398477
B_+0,25_D_-2,25|1.3061687097149646
B_+0,25_D_-2,5 |1.2800907582245729
B_+0,25_D_-2,75|1.257684996359567
B_+0,25_D_-2   |1.3322349960831692
B_+0,25_D_-3,25|1.2172734392126543
B_+0,25_D_-3,5 |1.2012715728800578
B_+0,25_D_-3,75|1.1866525433924648
B_+0,25_D_-3   |1.2366205970003765
B_+0,25_D_-4,25|1.1651079757820468
B_+0,25_D_-4,5 |1.158274993575686
B_+0,25_D_-4,75|1.1533204410314102
B_+0,25_D_-4   |1.1747802046571203
B_+0,25_D_-5   |1.1510912132967168
B_+0,25_D_0    |1.6288840692567992
B_+0,5_D_+0,25 |1.4894960940601714
B_+0,5_D_+0,5  |1.5265465405652991
B_+0,5_D_+0,75 |1.5743523478432018
B_+0,5_D_+1,25 |1.6601241364263117
B_+0,5_D_+1,5  |1.7076373550517432
B_+0,5_D_+1,75 |1.758365229724938
B_+0,5_D_+1    |1.6131865440603164
B_+0,5_D_+2,25 |1.8713192215256935
B_+0,5_D_+2,5  |1.921385409260203
B_+0,5_D_+2,75 |1.9772193115696173
B_+0,5_D_+2|1.797316484980436
B_+0,5_D_+3,25|2.0972365829224353
B_+0,5_D_+3,5|2.1567448204838673
B_+0,5_D_+3,75|2.218923823007852
B_+0,5_D_+3|2.036694361869949
B_+0,5_D_+4,25|2.3595180007028795
B_+0,5_D_+4,5|2.413462818607263
B_+0,5_D_+4,75|2.492411259042311
B_+0,5_D_+4|2.293094425733568
B_+0,5_D_+5|2.5627939528402934
B_+0,5_D_-0,25|1.4164715126927372
B_+0,5_D_-0,5|1.3836646653022895
B_+0,5_D_-0,75|1.3511944856276672
B_+0,5_D_-1,25|1.2950522984028754
B_+0,5_D_-1,5|1.2736251022993623
B_+0,5_D_-1,75|1.2477484591628074
B_+0,5_D_-1|1.3227147576813165
B_+0,5_D_-2,25|1.2114414398278037
B_+0,5_D_-2,5|1.1957067215816002
B_+0,5_D_-2,75|1.182409359030365
B_+0,5_D_-2|1.2302089547466788
B_+0,5_D_-3,25|1.1635668395882306
B_+0,5_D_-3,5|1.1574429369911317
B_+0,5_D_-3,75|1.15370693554361
B_+0,5_D_-3|1.1718301290073927
B_+0,5_D_-4,25|1.1537309534279598
B_+0,5_D_-4,5|1.1573501571230522
B_+0,5_D_-4,75|1.1641483614384927
B_+0,5_D_-4|1.1525300213189147
B_+0,5_D_-5|1.1722753436049822
B_+0,5_D_0|1.450838520364552
B_+0,75_D_+0,25|1.338385112130547
B_+0,75_D_+0,5|1.3672352211955734
B_+0,75_D_+0,75|1.403293111426031
B_+0,75_D_+1,25|1.468834095894647
B_+0,75_D_+1,5|1.5154885646856535
B_+0,75_D_+1,75|1.5561353967423943
B_+0,75_D_+1|1.435418638366992
B_+0,75_D_+2,25|1.640226398910197
B_+0,75_D_+2,5|1.6845778562264109
B_+0,75_D_+2,75|1.7314990014028282
B_+0,75_D_+2|1.5970609097895643
B_+0,75_D_+3,25|1.843545924514127
B_+0,75_D_+3,5|1.8875960262338638
B_+0,75_D_+3,75|1.9549761490780493
B_+0,75_D_+3|1.7934698622461795
B_+0,75_D_+4,25|2.0641977614820157
B_+0,75_D_+4,5|2.131564384921213
B_+0,75_D_+4,75|2.1836106235656456
B_+0,75_D_+4|2.0074579278244236
B_+0,75_D_+5|2.2556951452262783
B_+0,75_D_-0,25|1.2866128610584862
B_+0,75_D_-0,5|1.263221863856188
B_+0,75_D_-0,75|1.240810710365304
B_+0,75_D_-1,25|1.205495001164295
B_+0,75_D_-1,5|1.1917552769428241
B_+0,75_D_-1,75|1.1785970565165855
B_+0,75_D_-1|1.2221814926177839
B_+0,75_D_-2,25|1.1620430539725433
B_+0,75_D_-2,5|1.157490029914351
B_+0,75_D_-2,75|1.154678318045942
B_+0,75_D_-2|1.1685256979697498
B_+0,75_D_-3,25|1.1569065003649075
B_+0,75_D_-3,5|1.1618475895089275
B_+0,75_D_-3,75|1.1685397985934505
B_+0,75_D_-3|1.1546016139212607
B_+0,75_D_-4,25|1.191397798577647
B_+0,75_D_-4,5|1.2060084100266373
B_+0,75_D_-4,75|1.2236257784205922
B_+0,75_D_-4|1.179047954620736
B_+0,75_D_-5|1.244743256979373
B_+0,75_D_0|1.3117125177688798
B_+1,25_D_+0,25|1.1726478780127714
B_+1,25_D_+0,5|1.1835984742923575
B_+1,25_D_+0,75|1.1962202979443524
B_+1,25_D_+1,25|1.2230210512273363
B_+1,25_D_+1,5|1.245486060865484
B_+1,25_D_+1,75|1.2687254415414153
B_+1,25_D_+1|1.207923423777651
B_+1,25_D_+2,25|1.314621152776008
B_+1,25_D_+2,5|1.3428757890632883
B_+1,25_D_+2,75|1.3758484145563323
B_+1,25_D_+2|1.2920871945697758
