# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 3.500000e+00 4.871629e+01 7.347505e+01 1.691397e+00 1.035879e-01 0.000000e+00 0.000000e+00 0.000000e+00 8.551079e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.957015e-13 2.069151e-23 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.966732e+02 4.681241e+02 2.749769e+01 1.922851e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.935211e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.013471e-01 7.453207e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 1.610095e+02 5.536435e+02 6.104795e+01 7.398227e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.805482e+02 1.183114e-08 0.000000e+00 0.000000e+00 0.000000e+00 2.295377e+01 7.582791e-02 0.000000e+00 3.802085e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.236094e+02 4.031088e+02 7.645282e+01 1.316495e+01 0.000000e+00 0.000000e+00 0.000000e+00 6.717621e+02 1.058622e-02 0.000000e+00 0.000000e+00 0.000000e+00 9.718971e+01 8.195996e+00 3.621442e-10 8.421757e-11 5.100114e-25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.106640e+02 3.013132e+02 5.363171e+01 1.877260e+01 0.000000e+00 0.000000e+00 1.893319e+00 8.183735e+02 2.018432e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.565922e+02 4.600986e+01 6.735767e-02 3.565830e-06 6.576423e-10 0.000000e+00 0.000000e+00 0.000000e+00 4.090249e-20 3.734768e-08 0.000000e+00 0.000000e+00
 1.600000e+01 1.065620e+02 2.657821e+02 2.909711e+01 2.111088e+01 0.000000e+00 0.000000e+00 1.194791e+01 8.364728e+02 1.555288e+01 4.212426e-04 0.000000e+00 0.000000e+00 2.064663e+02 8.149749e+01 3.780560e+00 2.639915e-03 1.600124e-05 0.000000e+00 0.000000e+00 0.000000e+00 5.812472e-08 2.089372e-01 0.000000e+00 0.000000e+00
 1.850000e+01 1.032613e+02 2.523394e+02 1.636934e+01 1.843813e+01 0.000000e+00 0.000000e+00 2.663192e+01 8.007299e+02 3.195121e+01 4.456565e-01 0.000000e+00 0.000000e+00 2.311905e+02 1.096066e+02 1.285977e+01 1.546289e-01 3.033129e-03 0.000000e+00 1.937492e-01 0.000000e+00 1.856722e-03 1.719061e+01 0.000000e+00 0.000000e+00
 2.100000e+01 1.011193e+02 2.448467e+02 1.047203e+01 1.538418e+01 0.000000e+00 0.000000e+00 3.122492e+01 7.106674e+02 4.359609e+01 3.055790e+00 0.000000e+00 0.000000e+00 2.259416e+02 1.291637e+02 2.137964e+01 1.487758e+00 5.790095e-02 0.000000e+00 6.735705e+00 0.000000e+00 3.088488e-01 1.025569e+02 0.000000e+00 0.000000e+00
 2.350000e+01 9.724978e+01 2.352107e+02 7.653393e+00 1.284299e+01 0.000000e+00 0.000000e+00 2.687792e+01 6.075179e+02 4.753718e+01 7.553483e+00 0.000000e+00 0.000000e+00 1.946105e+02 1.348246e+02 2.777545e+01 4.659412e+00 3.064323e-01 0.000000e+00 2.755761e+01 1.696202e-10 4.940653e+00 2.259833e+02 0.000000e+00 0.000000e+00
 2.600000e+01 9.297957e+01 2.254272e+02 6.065496e+00 1.083087e+01 0.000000e+00 0.000000e+00 2.174654e+01 5.341510e+02 4.264053e+01 1.207394e+01 0.000000e+00 0.000000e+00 1.587356e+02 1.244517e+02 3.198079e+01 8.093383e+00 9.861588e-01 7.582869e-06 6.095478e+01 4.470881e-05 2.152524e+01 3.153625e+02 0.000000e+00 0.000000e+00
