# d +  58Ni: Production of  58Co - Level  1     0.02495 MeV
# Q-value    =-1.84875E+00 mass=  57.935751
# E-threshold= 1.91301E+00
# # energies =    54
#     E          xs      Branching
 1.00000E-03 0.00000E+00 0.00000E+00
 2.00000E-03 0.00000E+00 0.00000E+00
 5.00000E-03 0.00000E+00 0.00000E+00
 1.00000E-02 0.00000E+00 0.00000E+00
 2.00000E-02 0.00000E+00 0.00000E+00
 5.00000E-02 0.00000E+00 0.00000E+00
 1.00000E-01 0.00000E+00 0.00000E+00
 2.00000E-01 0.00000E+00 0.00000E+00
 5.00000E-01 0.00000E+00 0.00000E+00
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00 0.00000E+00
 4.00000E+00 3.44938E-08 6.77082E-01
 5.00000E+00 1.75697E-03 7.97503E-01
 6.00000E+00 2.23825E-01 7.76610E-01
 7.00000E+00 4.37121E+00 7.83298E-01
 8.00000E+00 2.57458E+01 7.85128E-01
 9.00000E+00 7.27783E+01 7.74245E-01
 1.00000E+01 1.33480E+02 7.55797E-01
 1.10000E+01 1.94401E+02 7.35297E-01
 1.20000E+01 2.46171E+02 7.16529E-01
 1.30000E+01 2.87165E+02 7.01426E-01
 1.40000E+01 3.19346E+02 6.91098E-01
 1.50000E+01 3.43558E+02 6.84966E-01
 1.60000E+01 3.62004E+02 6.82132E-01
 1.70000E+01 3.75377E+02 6.81583E-01
 1.80000E+01 3.83361E+02 6.83027E-01
 1.90000E+01 3.82945E+02 6.85981E-01
 2.00000E+01 3.71594E+02 6.90691E-01
 2.20000E+01 3.17240E+02 6.97707E-01
 2.40000E+01 2.36634E+02 6.98144E-01
 2.60000E+01 1.69622E+02 6.84703E-01
 2.80000E+01 1.27675E+02 6.65887E-01
 3.00000E+01 1.03933E+02 6.49455E-01
 3.50000E+01 7.79182E+01 6.30337E-01
 4.00000E+01 6.19597E+01 6.26752E-01
 4.50000E+01 4.80861E+01 6.25051E-01
 5.00000E+01 3.61003E+01 6.25034E-01
 5.50000E+01 2.64724E+01 6.25704E-01
 6.00000E+01 1.93181E+01 6.26496E-01
 6.50000E+01 1.48015E+01 6.22610E-01
 7.00000E+01 1.07798E+01 6.23835E-01
 7.50000E+01 8.30285E+00 6.21491E-01
 8.00000E+01 6.37464E+00 6.20515E-01
 9.00000E+01 3.91622E+00 6.15529E-01
 1.00000E+02 2.71547E+00 6.08261E-01
 1.10000E+02 1.95145E+00 6.05358E-01
 1.20000E+02 1.47484E+00 5.99782E-01
 1.30000E+02 1.18411E+00 5.96066E-01
 1.40000E+02 1.00555E+00 5.88186E-01
 1.50000E+02 8.26863E-01 5.90428E-01
 1.60000E+02 7.25531E-01 5.85264E-01
 1.80000E+02 5.47406E-01 5.83231E-01
 2.00000E+02 4.70432E-01 5.74225E-01
