# d +  60Ni: Production of  58Co - Level  1     0.02495 MeV
# Q-value    = 6.05990E+00 mass=  57.935751
# E-threshold= 0.00000E+00
# # energies =    54
#     E          xs      Branching
 1.00000E-03 0.00000E+00 0.00000E+00
 2.00000E-03 0.00000E+00 0.00000E+00
 5.00000E-03 0.00000E+00 0.00000E+00
 1.00000E-02 0.00000E+00 0.00000E+00
 2.00000E-02 0.00000E+00 0.00000E+00
 5.00000E-02 0.00000E+00 0.00000E+00
 1.00000E-01 0.00000E+00 0.00000E+00
 2.00000E-01 0.00000E+00 0.00000E+00
 5.00000E-01 5.51289E-16 0.00000E+00
 1.00000E+00 1.31825E-08 2.02153E-01
 2.00000E+00 1.25879E-03 2.09815E-01
 3.00000E+00 1.69201E-01 2.14273E-01
 4.00000E+00 2.08539E+00 2.19302E-01
 5.00000E+00 5.36947E+00 2.40375E-01
 6.00000E+00 1.19756E+01 2.61917E-01
 7.00000E+00 1.82073E+01 2.84236E-01
 8.00000E+00 2.32083E+01 3.06573E-01
 9.00000E+00 2.67206E+01 3.27642E-01
 1.00000E+01 2.82438E+01 3.47429E-01
 1.10000E+01 2.69438E+01 3.66148E-01
 1.20000E+01 2.28944E+01 3.84497E-01
 1.30000E+01 1.81079E+01 3.99540E-01
 1.40000E+01 1.40175E+01 4.03246E-01
 1.50000E+01 1.01516E+01 4.01233E-01
 1.60000E+01 7.61689E+00 3.92502E-01
 1.70000E+01 6.02574E+00 3.78377E-01
 1.80000E+01 4.76196E+00 3.66279E-01
 1.90000E+01 4.07527E+00 3.55123E-01
 2.00000E+01 3.46421E+00 3.47782E-01
 2.20000E+01 2.94833E+00 3.46449E-01
 2.40000E+01 2.77984E+00 3.57160E-01
 2.60000E+01 2.89037E+00 3.72690E-01
 2.80000E+01 3.43716E+00 4.09334E-01
 3.00000E+01 6.71634E+00 5.05857E-01
 3.50000E+01 6.56681E+01 6.32734E-01
 4.00000E+01 1.45235E+02 6.08088E-01
 4.50000E+01 1.64210E+02 5.79839E-01
 5.00000E+01 1.48963E+02 5.50918E-01
 5.50000E+01 1.39770E+02 5.28324E-01
 6.00000E+01 1.44187E+02 5.19988E-01
 6.50000E+01 1.52330E+02 5.13870E-01
 7.00000E+01 1.59036E+02 5.14717E-01
 7.50000E+01 1.62378E+02 5.13039E-01
 8.00000E+01 1.54640E+02 5.11666E-01
 9.00000E+01 1.34762E+02 5.04334E-01
 1.00000E+02 1.05533E+02 5.00096E-01
 1.10000E+02 8.11381E+01 4.91020E-01
 1.20000E+02 5.99021E+01 4.80831E-01
 1.30000E+02 4.67281E+01 4.68387E-01
 1.40000E+02 3.52072E+01 4.58945E-01
 1.50000E+02 2.89230E+01 4.48899E-01
 1.60000E+02 2.41421E+01 4.37725E-01
 1.80000E+02 1.82314E+01 4.30169E-01
 2.00000E+02 1.59190E+01 4.20164E-01
