# d +  61Ni: Production of  58Co - Ground state
# Q-value    =-1.73526E+00 mass=  57.935751
# E-threshold= 1.79261E+00
# # energies =    54
#     E          xs      Branching
 1.00000E-03 0.00000E+00 0.00000E+00
 2.00000E-03 0.00000E+00 0.00000E+00
 5.00000E-03 0.00000E+00 0.00000E+00
 1.00000E-02 0.00000E+00 0.00000E+00
 2.00000E-02 0.00000E+00 0.00000E+00
 5.00000E-02 0.00000E+00 0.00000E+00
 1.00000E-01 0.00000E+00 0.00000E+00
 2.00000E-01 0.00000E+00 0.00000E+00
 5.00000E-01 0.00000E+00 0.00000E+00
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00 0.00000E+00
 4.00000E+00 1.46766E-11 4.27680E-01
 5.00000E+00 7.74869E-07 3.52599E-01
 6.00000E+00 3.16278E-04 3.38413E-01
 7.00000E+00 1.38196E-02 3.48110E-01
 8.00000E+00 2.36568E-01 4.25391E-01
 9.00000E+00 1.52987E+00 4.75447E-01
 1.00000E+01 5.98427E+00 5.00294E-01
 1.10000E+01 1.56330E+01 5.13998E-01
 1.20000E+01 2.93323E+01 5.21186E-01
 1.30000E+01 4.38478E+01 5.25579E-01
 1.40000E+01 5.66720E+01 5.27130E-01
 1.50000E+01 6.62694E+01 5.26988E-01
 1.60000E+01 7.27242E+01 5.25509E-01
 1.70000E+01 7.66886E+01 5.22511E-01
 1.80000E+01 7.81330E+01 5.18256E-01
 1.90000E+01 7.78368E+01 5.12818E-01
 2.00000E+01 7.43709E+01 5.06891E-01
 2.20000E+01 6.14871E+01 4.92300E-01
 2.40000E+01 4.60710E+01 4.86253E-01
 2.60000E+01 3.39286E+01 4.89793E-01
 2.80000E+01 2.59103E+01 5.00416E-01
 3.00000E+01 2.09191E+01 5.14790E-01
 3.50000E+01 1.54284E+01 5.31742E-01
 4.00000E+01 1.45650E+01 4.94341E-01
 4.50000E+01 2.82780E+01 4.13954E-01
 5.00000E+01 5.41205E+01 4.18093E-01
 5.50000E+01 7.58894E+01 4.47331E-01
 6.00000E+01 8.93106E+01 4.73802E-01
 6.50000E+01 9.67715E+01 4.93941E-01
 7.00000E+01 1.08141E+02 5.01213E-01
 7.50000E+01 1.17050E+02 5.04477E-01
 8.00000E+01 1.29429E+02 5.02214E-01
 9.00000E+01 1.40249E+02 5.02828E-01
 1.00000E+02 1.42910E+02 5.03552E-01
 1.10000E+02 1.29953E+02 5.03620E-01
 1.20000E+02 1.14378E+02 5.10804E-01
 1.30000E+02 9.31331E+01 5.13923E-01
 1.40000E+02 7.76913E+01 5.23182E-01
 1.50000E+02 6.39794E+01 5.35728E-01
 1.60000E+02 5.08741E+01 5.42056E-01
 1.80000E+02 3.62935E+01 5.66176E-01
 2.00000E+02 2.82760E+01 5.81439E-01
