# name, energy, flux
SS01,27.234157500000002,1.4285714285714285e-07
SS01,27.298012500000006,0.0
SS01,27.361867500000002,1.4285714285714285e-07
SS01,27.425722500000006,2.857142857142857e-07
SS01,27.489577500000003,5.714285714285714e-07
SS01,27.553432500000007,5.714285714285714e-07
SS01,27.617287500000003,1e-06
SS01,27.681142500000007,1e-06
SS01,27.744997500000004,2.5714285714285716e-06
SS01,27.808852500000004,3.857142857142857e-06
SS01,27.872707500000004,6e-06
SS01,27.9365625,9.428571428571428e-06
SS01,28.000417500000005,1.5e-05
SS01,28.0642725,2.4e-05
SS01,28.128127500000005,3.5e-05
SS01,28.1919825,4.5857142857142855e-05
SS01,28.255837500000005,7.657142857142857e-05
SS01,28.319692500000002,0.00011228571428571429
SS01,28.383547500000006,0.00016371428571428572
SS01,28.447402500000003,0.0002187142857142857
SS01,28.511257500000006,0.0003072857142857143
SS01,28.575112500000003,0.00040128571428571427
SS01,28.638967500000007,0.0005772857142857143
SS01,28.702822500000003,0.0007565714285714286
SS01,28.766677500000007,0.001009142857142857
SS01,28.830532500000004,0.0012481428571428572
SS01,28.894387500000004,0.0016187142857142856
SS01,28.958242500000004,0.002098714285714286
SS01,29.0220975,0.0026014285714285714
SS01,29.085952500000005,0.0032135714285714285
SS01,29.1498075,0.0038605714285714285
SS01,29.213662500000005,0.004657
SS01,29.277517500000002,0.005548
SS01,29.341372500000006,0.006577
SS01,29.405227500000002,0.007538714285714286
SS01,29.469082500000006,0.008744714285714286
SS01,29.532937500000003,0.009852714285714286
SS01,29.596792500000006,0.011154142857142857
SS01,29.660647500000003,0.012408714285714285
SS01,29.724502500000007,0.013771714285714286
SS01,29.788357500000004,0.014938571428571428
SS01,29.852212500000007,0.01625757142857143
SS01,29.916067500000004,0.017318
SS01,29.979922500000004,0.018571428571428572
SS01,30.043777500000004,0.019675142857142856
SS01,30.1076325,0.020578857142857142
SS01,30.171487500000005,0.021551285714285714
SS01,30.2353425,0.022223142857142858
SS01,30.299197500000005,0.023009428571428573
SS01,30.363052500000002,0.023632857142857143
SS01,30.426907500000006,0.024228714285714284
SS01,30.490762500000002,0.024610285714285713
SS01,30.554617500000006,0.025027285714285714
SS01,30.618472500000003,0.025228285714285714
SS01,30.682327500000007,0.025575714285714285
SS01,30.746182500000003,0.025841285714285716
SS01,30.810037500000007,0.02586142857142857
SS01,30.873892500000004,0.0
SS01,30.937747500000008,0.025957142857142856
SS01,31.001602500000004,0.026004857142857142
SS01,31.065457500000004,0.026056
SS01,31.129312500000005,0.025906
