-5.9005e+07,NaN,NaN
10.5,33828,8463.2
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
13.25,28082,7956.1
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
15.983,32702,8458.7
15.983,45934,21263
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
18.7,29454,7841.3
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
24.1,32702,7692.2
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
26.783,32614,7519.9
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
29.467,29383,7766.8
29.467,39624,19369
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
83.133,24804,6182.3
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
88.5,3.2604e+05,29438
88.5,3.2375e+05,52160
88.5,2.9678e+05,63251
-5.9005e+07,NaN,NaN
201.3,2.965e+05,42787
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
67.283,6963,3080.5
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
688.22,2.0148e+05,28112
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
329.65,83150,7507.7
329.65,84085,12171
329.65,70287,12406
