10.4,11664,1143
-5.9005e+07,NaN,NaN
13.817,13450,1211.1
-5.9005e+07,NaN,NaN
17.117,15149,1299.3
-5.9005e+07,NaN,NaN
20.317,16154,1354.2
-5.9005e+07,NaN,NaN
23.433,17276,1376.5
-5.9005e+07,NaN,NaN
26.483,17944,1436.3
-5.9005e+07,NaN,NaN
29.483,18279,1425.6
-5.9005e+07,NaN,NaN
66.217,19863,1562.2
-5.9005e+07,NaN,NaN
81.967,20336,1526.1
-5.9005e+07,NaN,NaN
60.567,20749,1575.5
-5.9005e+07,NaN,NaN
186.52,16313,1215.9
-5.9005e+07,NaN,NaN
201.38,16027,1189.8
-5.9005e+07,NaN,NaN
88.5,20354,1512.7
-5.9005e+07,NaN,NaN
