-5.9005e+07,NaN,NaN
0.68333,902.11,206.16
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
2.2167,904.76,174.79
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
3.6667,802.52,164.47
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
5.0667,753.7,144.87
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
6.45,720.48,137.08
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
7.8167,678.73,133.78
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
9.1667,630.41,149.04
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
64.8,157.61,25.535
64.8,117.06,24.568
-5.9005e+07,NaN,NaN
46.517,211.9,88.139
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
153.07,97.169,8.6912
153.07,97.072,9.0362
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
59.267,124.32,54.06
-5.9005e+07,NaN,NaN
320.58,68.964,13.931
320.58,79.286,15.009
-5.9005e+07,NaN,NaN
454.1,54.65,4.0323
454.1,56.358,4.1619
-5.9005e+07,NaN,NaN
593.4,50.356,7.2836
593.4,41.069,7.5338
-5.9005e+07,NaN,NaN
-5.9005e+07,NaN,NaN
37.95,74.406,23.85
372.4,68.689,19.768
372.4,64.908,3.207
372.4,66.744,3.1907
