# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 1.137674e-04 3.715698e-05 2.301906e-08 2.259826e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 9.956100e+01 3.776161e+01 2.830838e+00 7.645333e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.891571e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 4.329799e+02 2.267837e+02 3.408439e+01 1.403653e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.304821e+02 2.123114e-08 0.000000e+00 0.000000e+00 0.000000e+00 1.016577e-26 4.098028e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 3.455615e+02 2.626870e+02 6.729391e+01 5.910466e+00 0.000000e+00 0.000000e+00 1.470369e+01 5.326859e+02 2.339625e-02 0.000000e+00 0.000000e+00 0.000000e+00 4.070353e-06 1.692833e-03 0.000000e+00 6.090019e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.309505e+02 2.270138e+02 8.018662e+01 1.333368e+01 0.000000e+00 0.000000e+00 2.173442e+02 6.598907e+02 5.721021e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.651321e-02 2.711496e-01 0.000000e+00 8.449875e-10 1.564143e-16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.797946e+02 2.139480e+02 5.442694e+01 1.986584e+01 0.000000e+00 0.000000e+00 3.003089e+02 7.332534e+02 4.521797e+01 7.547042e-04 0.000000e+00 0.000000e+00 1.403090e+00 1.464174e+00 9.459084e-06 1.001975e-05 9.362392e-07 0.000000e+00 0.000000e+00 0.000000e+00 2.111702e-14 1.123396e-26 0.000000e+00 0.000000e+00
 1.600000e+01 1.606905e+02 2.118954e+02 2.846371e+01 2.494245e+01 0.000000e+00 0.000000e+00 2.994243e+02 7.890456e+02 9.080293e+01 1.546429e+00 0.000000e+00 0.000000e+00 6.500799e+00 4.807227e+00 8.027834e-02 4.256557e-03 3.950253e-04 0.000000e+00 1.635769e-01 0.000000e+00 6.340517e-06 5.029573e-05 0.000000e+00 0.000000e+00
 1.850000e+01 1.507320e+02 2.094800e+02 1.604026e+01 2.326701e+01 0.000000e+00 0.000000e+00 2.749465e+02 8.059295e+02 1.226190e+02 1.027543e+01 0.000000e+00 0.000000e+00 1.285111e+01 1.166753e+01 7.905188e-01 1.540903e-01 8.004947e-03 1.539711e-03 2.177089e+01 1.880083e-10 1.275400e-02 2.766257e-01 0.000000e+00 0.000000e+00
 2.100000e+01 1.450592e+02 2.064966e+02 1.063926e+01 1.904117e+01 0.000000e+00 0.000000e+00 2.170750e+02 7.614867e+02 1.324434e+02 2.285503e+01 0.000000e+00 0.000000e+00 1.762903e+01 1.947545e+01 1.967580e+00 1.081622e+00 6.718373e-02 5.891750e+00 1.195299e+02 1.126646e-04 8.322192e-01 5.851551e+00 0.000000e+00 0.000000e+00
 2.350000e+01 1.381837e+02 1.996699e+02 7.866830e+00 1.568408e+01 0.000000e+00 0.000000e+00 1.608758e+02 6.700610e+02 1.236903e+02 3.311759e+01 0.000000e+00 0.000000e+00 1.892102e+01 2.501093e+01 4.183071e+00 2.998232e+00 3.338372e-01 1.684656e+01 2.586750e+02 9.030771e-02 7.737856e+00 1.923427e+01 0.000000e+00 0.000000e+00
