# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 3.500000e+00 1.399675e+01 6.470434e+01 2.682258e+00 4.076653e-02 0.000000e+00 0.000000e+00 0.000000e+00 7.381734e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.515800e-11 1.221918e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 1.035561e+02 5.075736e+02 4.159089e+01 1.359248e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.019995e+01 5.107435e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.547906e-01 3.699874e-03 0.000000e+00 5.109444e-21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 9.965488e+01 5.846758e+02 8.039880e+01 7.404363e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.372578e+02 1.078314e-03 0.000000e+00 0.000000e+00 0.000000e+00 4.302354e+01 2.223904e+00 0.000000e+00 8.108045e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 7.764387e+01 4.072359e+02 7.680140e+01 1.429406e+01 0.000000e+00 0.000000e+00 0.000000e+00 6.018124e+02 7.500328e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.750098e+02 3.267903e+01 6.409415e-07 4.451392e-07 1.940077e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 6.808872e+01 3.167897e+02 4.309568e+01 2.059187e+01 0.000000e+00 0.000000e+00 3.841302e-01 7.018296e+02 1.295693e+01 7.149844e-11 0.000000e+00 0.000000e+00 2.731248e+02 8.068140e+01 2.599831e-01 4.902533e-04 3.406160e-05 0.000000e+00 0.000000e+00 0.000000e+00 6.304881e-10 1.027834e-05 0.000000e+00 0.000000e+00
 1.600000e+01 6.555949e+01 2.874275e+02 2.185891e+01 2.199800e+01 0.000000e+00 0.000000e+00 4.313969e+00 7.212578e+02 2.711899e+01 4.040403e-02 0.000000e+00 0.000000e+00 3.187402e+02 1.227539e+02 5.919112e+00 4.658914e-02 4.963777e-03 0.000000e+00 2.798265e-05 0.000000e+00 1.817512e-04 7.647550e-01 0.000000e+00 0.000000e+00
 1.850000e+01 6.683670e+01 2.740078e+02 1.284824e+01 1.882914e+01 0.000000e+00 0.000000e+00 9.748960e+00 7.001446e+02 4.163592e+01 1.297929e+00 0.000000e+00 0.000000e+00 3.243406e+02 1.502408e+02 1.558356e+01 6.922798e-01 4.656161e-02 0.000000e+00 9.255783e-01 0.000000e+00 7.407896e-02 3.079410e+01 0.000000e+00 0.000000e+00
 2.100000e+01 6.332031e+01 2.609237e+02 8.992622e+00 1.537250e+01 0.000000e+00 0.000000e+00 1.044920e+01 6.234114e+02 5.003946e+01 3.442568e+00 0.000000e+00 0.000000e+00 3.031762e+02 1.608562e+02 2.522751e+01 2.889914e+00 2.678615e-01 0.000000e+00 9.687693e+00 2.084202e-12 2.019649e+00 1.387401e+02 0.000000e+00 0.000000e+00
 2.350000e+01 6.111384e+01 2.500648e+02 7.050670e+00 1.271390e+01 0.000000e+00 0.000000e+00 8.658541e+00 5.409093e+02 4.714590e+01 5.803284e+00 0.000000e+00 0.000000e+00 2.545307e+02 1.560601e+02 3.329138e+01 6.006985e+00 1.104780e+00 0.000000e+00 2.872484e+01 4.949090e-06 1.256258e+01 2.687319e+02 0.000000e+00 0.000000e+00
 2.600000e+01 5.840133e+01 2.392421e+02 5.762844e+00 1.061882e+01 0.000000e+00 0.000000e+00 7.067879e+00 4.865315e+02 3.730273e+01 8.107057e+00 0.000000e+00 0.000000e+00 2.110725e+02 1.347917e+02 3.836983e+01 8.668920e+00 2.672782e+00 3.401067e-04 4.833441e+01 2.364859e-03 3.728416e+01 3.627067e+02 0.000000e+00 0.000000e+00
 2.850000e+01 5.520467e+01 2.346377e+02 4.775766e+00 8.909665e+00 0.000000e+00 0.000000e+00 6.152792e+00 4.533758e+02 2.836927e+01 9.300235e+00 0.000000e+00 0.000000e+00 1.835849e+02 1.037015e+02 3.980968e+01 9.628118e+00 4.216147e+00 1.814400e-02 6.624993e+01 1.004033e-01 7.147000e+01 4.072153e+02 0.000000e+00 0.000000e+00
 3.100000e+01 5.218948e+01 2.231626e+02 4.134956e+00 7.558368e+00 0.000000e+00 0.000000e+00 5.731923e+00 4.332927e+02 2.185111e+01 9.116989e+00 0.000000e+00 0.000000e+00 1.689443e+02 7.718431e+01 3.706153e+01 8.596847e+00 5.300437e+00 5.806830e-02 8.051989e+01 6.806825e-01 1.021370e+02 4.199831e+02 0.000000e+00 0.000000e+00
