# Reaction     Total        Elastic      CNFormation  Capture      Inelastic    Fission     
 3.500000e+00 8.151687e+01 4.039856e-02 8.151687e+01 1.893269e-02 1.395635e+01 0.000000e+00
 6.000000e+00 7.146827e+02 4.674181e-01 7.146827e+02 1.443804e-01 1.030887e+02 0.000000e+00
 8.500000e+00 1.154811e+03 2.286491e-01 1.154811e+03 1.709400e-01 9.942623e+01 0.000000e+00
 1.100000e+01 1.386336e+03 7.298080e-02 1.386336e+03 1.095008e-01 7.757089e+01 0.000000e+00
 1.350000e+01 1.517839e+03 1.945944e-02 1.517839e+03 3.509947e-02 6.806927e+01 0.000000e+00
 1.600000e+01 1.597814e+03 4.962790e-03 1.597814e+03 5.730081e-03 6.555453e+01 0.000000e+00
 1.850000e+01 1.648332e+03 1.294386e-03 1.648332e+03 8.510058e-04 6.683540e+01 0.000000e+00
 2.100000e+01 1.680848e+03 3.548309e-04 1.680848e+03 1.726675e-04 6.331996e+01 0.000000e+00
 2.350000e+01 1.701206e+03 1.009340e-04 1.701206e+03 5.515455e-05 6.111374e+01 0.000000e+00
 2.600000e+01 1.713920e+03 2.998008e-05 1.713920e+03 2.591992e-05 5.840130e+01 0.000000e+00
 2.850000e+01 1.721658e+03 9.232948e-06 1.721658e+03 1.324232e-05 5.520466e+01 0.000000e+00
 3.100000e+01 1.725284e+03 2.969911e-06 1.725284e+03 5.599723e-06 5.218948e+01 0.000000e+00
 3.350000e+01 1.725921e+03 9.807789e-07 1.725921e+03 1.766035e-06 5.411815e+01 0.000000e+00
 3.600000e+01 1.724638e+03 3.386807e-07 1.724638e+03 4.720768e-07 5.114099e+01 0.000000e+00
 3.850000e+01 1.721844e+03 1.206390e-07 1.721844e+03 1.261035e-07 4.830816e+01 0.000000e+00
 4.100000e+01 1.717755e+03 4.432069e-08 1.717755e+03 3.763562e-08 4.563127e+01 0.000000e+00
