# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 1.655447e-04 1.277952e-06 1.156105e-08 9.348147e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 1.377955e+02 8.656580e+00 2.241408e+00 3.239080e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.006138e-02 1.068988e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 6.222170e+02 7.312204e+01 2.105496e+01 7.630031e-01 0.000000e+00 0.000000e+00 3.367276e+01 9.980254e+01 1.938141e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.514002e-22 0.000000e+00 1.703983e-27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.321384e+02 1.189881e+02 3.379347e+01 2.749261e+00 0.000000e+00 0.000000e+00 5.451541e+02 1.240297e+02 6.602955e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.520259e-11 0.000000e+00 2.137514e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.774850e+02 1.408742e+02 2.890736e+01 7.102597e+00 0.000000e+00 0.000000e+00 8.261839e+02 1.696604e+02 1.520619e+01 8.687528e-14 0.000000e+00 0.000000e+00 2.265234e-08 7.820564e-06 0.000000e+00 3.777721e-09 4.745860e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 2.201042e+02 1.568702e+02 1.631838e+01 1.358937e+01 0.000000e+00 0.000000e+00 8.798744e+02 2.503992e+02 4.411307e+01 1.114720e-01 0.000000e+00 0.000000e+00 9.823469e-04 4.154373e-03 1.129155e-22 1.863615e-05 1.567308e-09 0.000000e+00 1.752747e-07 0.000000e+00 3.051582e-15 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.991092e+02 1.652416e+02 9.730028e+00 1.708296e+01 0.000000e+00 0.000000e+00 8.383589e+02 3.274956e+02 7.304580e+01 4.544257e+00 0.000000e+00 0.000000e+00 6.206706e-02 1.092872e-01 1.616164e-07 3.497792e-03 6.385487e-06 1.388679e+01 2.104000e+00 1.419001e-07 5.907617e-07 1.223399e-18 0.000000e+00 0.000000e+00
 1.850000e+01 1.869898e+02 1.673762e+02 6.758410e+00 1.594117e+01 0.000000e+00 0.000000e+00 6.592285e+02 3.807129e+02 9.295136e+01 1.448098e+01 0.000000e+00 0.000000e+00 3.696566e-01 6.358440e-01 8.647452e-04 6.345880e-02 1.255370e-03 1.409680e+02 2.706253e+01 6.192151e-03 3.139882e-03 1.507338e-06 0.000000e+00 0.000000e+00
 2.100000e+01 1.786908e+02 1.660440e+02 5.147145e+00 1.360311e+01 0.000000e+00 0.000000e+00 4.599798e+02 3.872534e+02 1.018861e+02 2.505948e+01 0.000000e+00 0.000000e+00 8.494453e-01 1.631809e+00 2.830922e-02 2.964734e-01 2.478946e-02 2.815690e+02 9.656517e+01 1.372203e+00 1.465846e-01 4.785267e-03 0.000000e+00 0.000000e+00
 2.350000e+01 1.693113e+02 1.621570e+02 4.197596e+00 1.159164e+01 0.000000e+00 0.000000e+00 3.296195e+02 3.750311e+02 9.284244e+01 3.391408e+01 0.000000e+00 0.000000e+00 1.284987e+00 2.566199e+00 1.473866e-01 6.872571e-01 1.526097e-01 3.559806e+02 1.805462e+02 1.468784e+01 6.970604e-01 1.508223e-01 0.000000e+00 0.000000e+00
 2.600000e+01 1.595992e+02 1.573589e+02 3.559828e+00 1.010701e+01 0.000000e+00 0.000000e+00 2.619907e+02 3.637413e+02 7.146740e+01 3.816506e+01 0.000000e+00 0.000000e+00 1.502442e+00 2.932414e+00 3.483041e-01 1.052816e+00 4.574695e-01 3.679121e+02 2.528384e+02 4.329762e+01 1.950819e+00 8.324455e-01 0.000000e+00 0.000000e+00
 2.850000e+01 1.494963e+02 1.516948e+02 2.958765e+00 8.624844e+00 0.000000e+00 0.000000e+00 2.289080e+02 3.560150e+02 5.100572e+01 3.646094e+01 0.000000e+00 0.000000e+00 1.581527e+00 2.771371e+00 6.136254e-01 1.172064e+00 8.518701e-01 3.377554e+02 3.034261e+02 7.377727e+01 4.583134e+00 2.145355e+00 2.691030e-01 0.000000e+00
 3.100000e+01 1.401586e+02 1.453670e+02 2.491159e+00 7.397876e+00 0.000000e+00 0.000000e+00 2.106675e+02 3.497400e+02 3.656628e+01 3.182939e+01 0.000000e+00 0.000000e+00 1.664781e+00 2.428246e+00 8.284778e-01 1.028264e+00 1.132901e+00 2.823766e+02 3.225009e+02 9.549651e+01 8.451435e+00 3.960510e+00 6.148156e+00 0.000000e+00
 3.350000e+01 1.316610e+02 1.388649e+02 2.119776e+00 6.382826e+00 0.000000e+00 0.000000e+00 1.990820e+02 3.421183e+02 2.766603e+01 2.695292e+01 0.000000e+00 0.000000e+00 1.687713e+00 2.132669e+00 8.966050e-01 7.782243e-01 1.205520e+00 2.241250e+02 3.168840e+02 1.040204e+02 1.217473e+01 5.925793e+00 2.088190e+01 0.000000e+00
 3.600000e+01 1.241029e+02 1.325168e+02 1.814121e+00 5.533535e+00 0.000000e+00 0.000000e+00 1.898245e+02 3.334463e+02 2.230792e+01 2.284217e+01 0.000000e+00 0.000000e+00 1.672129e+00 1.984888e+00 8.512555e-01 5.457647e-01 1.099277e+00 1.775492e+02 3.017074e+02 9.888651e+01 1.465327e+01 7.574430e+00 3.659691e+01 0.000000e+00
 3.850000e+01 1.171505e+02 1.264066e+02 1.535639e+00 4.833677e+00 0.000000e+00 0.000000e+00 1.809255e+02 3.240485e+02 1.929353e+01 1.958131e+01 0.000000e+00 0.000000e+00 1.659562e+00 1.848928e+00 7.590372e-01 3.729653e-01 9.195490e-01 1.465950e+02 2.873129e+02 8.355365e+01 1.546491e+01 8.578390e+00 4.725900e+01 3.528882e-04
 4.100000e+01 1.142279e+02 1.258246e+02 1.309822e+00 4.243500e+00 0.000000e+00 0.000000e+00 1.722534e+02 3.127903e+02 1.710550e+01 1.695380e+01 0.000000e+00 0.000000e+00 1.636972e+00 1.754661e+00 6.650896e-01 2.609622e-01 7.401224e-01 1.269549e+02 2.758140e+02 6.537992e+01 1.477763e+01 9.051096e+00 5.085722e+01 5.164332e-02
