# Nuclide Ex         27060 5.859000e-02         ----        26059         ----         ----        25056         ----         ----        25057         ----         ----        27058 2.495000e-02         ----        25056         ----         ----        25058 7.177000e-02         ----        24055         ----         ----        25057         ----         ----        23052         ----         ----        27057         ----         ----        25054         ----         ----        25057         ----         ----        27056         ----         ----        27055         ----         ----
# Particle L        000000            1         ----       010000         ----         ----       001000         ----         ----       000001         ----         ----       200000            1         ----       100001         ----         ----       020000            1         ----       011000         ----         ----       010100         ----         ----       002000         ----         ----       300000         ----         ----       201000         ----         ----       120000         ----         ----       400000         ----         ----       500000         ----         ----
# HalfLife    1.663000e+08 6.280000e+02 0.000000e+00 3.844000e+06 0.000000e+00 0.000000e+00 9.284000e+03 0.000000e+00 0.000000e+00 8.540000e+01 0.000000e+00 0.000000e+00 6.122000e+06 3.276000e+04 0.000000e+00 9.284000e+03 0.000000e+00 0.000000e+00 3.000000e+00 6.540000e+01 0.000000e+00 2.098000e+02 0.000000e+00 0.000000e+00 8.540000e+01 0.000000e+00 0.000000e+00 2.246000e+02 0.000000e+00 0.000000e+00 2.348000e+07 0.000000e+00 0.000000e+00 2.696000e+07 0.000000e+00 0.000000e+00 8.540000e+01 0.000000e+00 0.000000e+00 6.673000e+06 0.000000e+00 0.000000e+00 6.311000e+04 0.000000e+00 0.000000e+00
 1.000000e+00 3.688982e-12 1.867335e-11 0.000000e+00 1.277952e-06 0.000000e+00 0.000000e+00 1.156105e-08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 4.218808e-03 1.590633e-02 0.000000e+00 8.656580e+00 0.000000e+00 0.000000e+00 2.241408e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 3.445440e-02 7.254024e-02 0.000000e+00 7.312204e+01 0.000000e+00 0.000000e+00 2.105496e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.491572e+01 8.757046e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.514002e-22 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.703983e-27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 4.722064e-02 6.206746e-02 0.000000e+00 1.189881e+02 0.000000e+00 0.000000e+00 3.379347e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.619693e+02 1.831848e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.520259e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.137514e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.916375e-02 2.670578e-02 0.000000e+00 1.408742e+02 0.000000e+00 0.000000e+00 2.890736e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.282595e+02 2.979244e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.228955e-08 1.036279e-08 0.000000e+00 7.820564e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.777721e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 8.314914e-03 5.393517e-03 0.000000e+00 1.568702e+02 0.000000e+00 0.000000e+00 1.631838e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.444109e+02 3.354634e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.901239e-04 4.922229e-04 0.000000e+00 4.154373e-03 0.000000e+00 0.000000e+00 1.129155e-22 0.000000e+00 0.000000e+00 1.863615e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.600000e+01 1.617049e-03 7.807614e-04 0.000000e+00 1.652416e+02 0.000000e+00 0.000000e+00 9.730028e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.064457e+02 3.319132e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.821441e-02 3.385266e-02 0.000000e+00 1.092872e-01 0.000000e+00 0.000000e+00 1.616164e-07 0.000000e+00 0.000000e+00 3.497792e-03 0.000000e+00 0.000000e+00 1.388679e+01 0.000000e+00 0.000000e+00 1.419001e-07 0.000000e+00 0.000000e+00 1.223399e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.850000e+01 2.924501e-04 1.252388e-04 0.000000e+00 1.673762e+02 0.000000e+00 0.000000e+00 6.758410e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.892196e+02 2.700088e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.600983e-01 2.095583e-01 0.000000e+00 6.358440e-01 0.000000e+00 0.000000e+00 8.647452e-04 0.000000e+00 0.000000e+00 6.345880e-02 0.000000e+00 0.000000e+00 1.409680e+02 0.000000e+00 0.000000e+00 6.192151e-03 0.000000e+00 0.000000e+00 1.507338e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 2.100000e+01 6.840817e-05 2.982519e-05 0.000000e+00 1.660440e+02 0.000000e+00 0.000000e+00 5.147145e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.713924e+02 1.885874e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.751835e-01 4.742618e-01 0.000000e+00 1.631809e+00 0.000000e+00 0.000000e+00 2.830922e-02 0.000000e+00 0.000000e+00 2.964734e-01 0.000000e+00 0.000000e+00 2.815690e+02 0.000000e+00 0.000000e+00 1.372203e+00 0.000000e+00 0.000000e+00 4.785267e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 2.350000e+01 2.417364e-05 1.097062e-05 0.000000e+00 1.621570e+02 0.000000e+00 0.000000e+00 4.197596e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.972782e+02 1.323414e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.866938e-01 6.982930e-01 0.000000e+00 2.566199e+00 0.000000e+00 0.000000e+00 1.473866e-01 0.000000e+00 0.000000e+00 6.872571e-01 0.000000e+00 0.000000e+00 3.559806e+02 0.000000e+00 0.000000e+00 1.468784e+01 0.000000e+00 0.000000e+00 1.508223e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
