natNi(d,x)58Co					
 					
					
	fit	fit			
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
0.0	0.0	0.0	8.41E-05	2.27E-03	8.41E-05
0.5	0.0	0.0	8.41E-05	2.27E-03	8.41E-05
1.0	0.0	0.0	8.41E-05	2.27E-03	8.41E-05
2.0	0.0	0.0	8.41E-05	2.27E-03	8.41E-05
2.5	3.65	0.44	8.41E-05	2.27E-03	8.41E-05
2.6	3.63	0.44	1.70E-04	4.59E-03	1.70E-04
2.7	3.62	0.43	2.57E-04	6.95E-03	2.57E-04
2.8	3.60	0.43	3.46E-04	9.34E-03	3.46E-04
2.9	3.60	0.43	4.36E-04	1.18E-02	4.35E-04
3.0	3.60	0.40	5.27E-04	1.43E-02	5.27E-04
3.1	3.61	0.40	6.21E-04	1.68E-02	6.21E-04
3.2	3.64	0.40	7.18E-04	1.94E-02	7.18E-04
3.3	3.68	0.41	8.17E-04	2.21E-02	8.17E-04
3.4	3.73	0.41	9.20E-04	2.49E-02	9.20E-04
3.5	3.79	0.42	1.03E-03	2.77E-02	1.03E-03
3.6	3.87	0.43	1.14E-03	3.07E-02	1.14E-03
3.7	3.96	0.44	1.25E-03	3.38E-02	1.25E-03
3.8	4.06	0.45	1.37E-03	3.71E-02	1.37E-03
3.9	4.18	0.46	1.50E-03	4.04E-02	1.50E-03
4.0	4.31	0.48	1.63E-03	4.39E-02	1.63E-03
4.1	4.45	0.49	1.76E-03	4.77E-02	1.76E-03
4.2	4.61	0.51	1.91E-03	5.16E-02	1.91E-03
4.3	4.79	0.53	2.06E-03	5.57E-02	2.06E-03
4.4	4.98	0.55	2.22E-03	6.00E-02	2.22E-03
4.5	5.19	0.58	2.39E-03	6.46E-02	2.39E-03
4.6	5.42	0.60	2.57E-03	6.95E-02	2.57E-03
4.7	5.67	0.63	2.76E-03	7.46E-02	2.76E-03
4.8	5.93	0.66	2.96E-03	8.01E-02	2.96E-03
4.9	6.22	0.69	3.18E-03	8.59E-02	3.18E-03
5.0	6.52	0.76	3.40E-03	9.20E-02	3.40E-03
5.1	6.85	0.79	3.65E-03	9.86E-02	3.65E-03
5.2	7.20	0.84	3.90E-03	1.06E-01	3.90E-03
5.3	7.57	0.88	4.18E-03	1.13E-01	4.18E-03
5.4	7.97	0.92	4.47E-03	1.21E-01	4.47E-03
5.5	8.39	0.97	4.78E-03	1.29E-01	4.78E-03
5.6	8.83	1.02	5.11E-03	1.38E-01	5.11E-03
5.7	9.31	1.08	5.47E-03	1.48E-01	5.47E-03
5.8	9.81	1.14	5.85E-03	1.58E-01	5.84E-03
5.9	10.33	1.20	6.25E-03	1.69E-01	6.25E-03
6.0	10.89	1.11	6.67E-03	1.80E-01	6.67E-03
6.1	11.47	1.17	7.13E-03	1.93E-01	7.13E-03
6.2	12.09	1.23	7.62E-03	2.06E-01	7.61E-03
6.3	12.73	1.30	8.13E-03	2.20E-01	8.13E-03
6.4	13.41	1.37	8.68E-03	2.35E-01	8.68E-03
6.5	14.12	1.44	9.27E-03	2.50E-01	9.26E-03
