# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 1.182964e-05 5.519758e-07 1.128011e-06 2.574476e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.599461e-14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 7.318524e+01 4.736319e+00 3.090950e+00 2.754434e-03 0.000000e+00 0.000000e+00 0.000000e+00 4.877099e-04 2.017376e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.288323e-22 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 4.394231e+02 6.507995e+01 1.269417e+01 1.346065e-01 0.000000e+00 0.000000e+00 1.980352e+02 1.291210e+01 2.182495e+01 0.000000e+00 0.000000e+00 0.000000e+00 8.679337e-11 7.706570e-17 0.000000e+00 2.752428e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 3.185068e+02 1.197188e+02 1.501583e+01 9.321825e-01 0.000000e+00 0.000000e+00 6.774562e+02 5.746961e+01 2.785801e+01 0.000000e+00 0.000000e+00 0.000000e+00 2.373947e-04 8.606860e-09 1.279159e-32 2.106728e-08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 2.412939e+02 1.562130e+02 1.245046e+01 3.822512e+00 0.000000e+00 0.000000e+00 8.610001e+02 1.405827e+02 4.863459e+01 1.614853e-12 0.000000e+00 0.000000e+00 3.257073e-02 7.859364e-05 1.526035e-06 2.297685e-05 1.419969e-14 0.000000e+00 0.000000e+00 1.132625e-13 0.000000e+00 7.457081e-22 0.000000e+00 0.000000e+00
 1.350000e+01 2.226321e+02 1.790727e+02 9.997828e+00 8.587202e+00 0.000000e+00 0.000000e+00 8.702824e+02 2.304165e+02 8.280346e+01 3.760335e-02 0.000000e+00 0.000000e+00 2.477995e-01 1.096555e-02 1.717049e-02 1.926745e-03 1.862209e-07 4.538430e-01 1.998604e-08 1.157412e-03 1.288001e-12 2.905261e-05 0.000000e+00 0.000000e+00
 1.600000e+01 2.145624e+02 1.957120e+02 8.174387e+00 1.215885e+01 0.000000e+00 0.000000e+00 7.828792e+02 3.131635e+02 1.052074e+02 2.277204e+00 0.000000e+00 0.000000e+00 6.265900e-01 1.387653e-01 1.000292e-01 2.664404e-02 5.766659e-05 5.267113e+01 5.250420e-01 1.532448e+00 3.284503e-06 1.318949e-01 0.000000e+00 0.000000e+00
 1.850000e+01 2.068813e+02 1.998352e+02 6.859903e+00 1.249924e+01 0.000000e+00 0.000000e+00 5.822184e+02 3.708626e+02 1.090495e+02 8.532903e+00 0.000000e+00 0.000000e+00 1.001038e+00 4.548450e-01 1.514618e-01 1.056904e-01 1.550993e-03 2.015524e+02 2.503168e+01 1.782697e+01 1.246372e-03 1.056862e+00 0.000000e+00 0.000000e+00
 2.100000e+01 1.995798e+02 2.037963e+02 5.722227e+00 1.152069e+01 0.000000e+00 0.000000e+00 3.931070e+02 3.739449e+02 9.355865e+01 1.587796e+01 0.000000e+00 0.000000e+00 1.227383e+00 8.287439e-01 2.374589e-01 2.059883e-01 1.957953e-02 3.318033e+02 1.030035e+02 4.268175e+01 2.955543e-02 1.726857e+00 0.000000e+00 0.000000e+00
 2.350000e+01 1.879700e+02 2.010595e+02 4.734709e+00 1.018105e+01 0.000000e+00 0.000000e+00 2.860872e+02 3.567298e+02 7.125027e+01 2.262583e+01 0.000000e+00 0.000000e+00 1.357262e+00 1.109552e+00 3.861173e-01 2.716538e-01 8.672424e-02 3.843066e+02 1.974039e+02 7.298352e+01 3.341366e-01 2.608756e+00 0.000000e+00 0.000000e+00
 2.600000e+01 1.774167e+02 1.967129e+02 3.913598e+00 8.922548e+00 0.000000e+00 0.000000e+00 2.363039e+02 3.452814e+02 5.220684e+01 2.668672e+01 0.000000e+00 0.000000e+00 1.423180e+00 1.181975e+00 5.670874e-01 2.780476e-01 1.850013e-01 3.799555e+02 2.754161e+02 9.839825e+01 1.557634e+00 4.103233e+00 1.640011e-03 0.000000e+00
 2.850000e+01 1.670235e+02 1.878151e+02 3.267409e+00 7.767200e+00 0.000000e+00 0.000000e+00 2.123744e+02 3.408343e+02 4.019583e+01 2.634826e+01 0.000000e+00 0.000000e+00 1.494846e+00 1.122525e+00 6.853478e-01 2.406554e-01 2.731022e-01 3.447835e+02 3.276825e+02 1.106685e+02 3.847667e+00 6.020241e+00 1.067258e+00 0.000000e+00
 3.100000e+01 1.578041e+02 1.804002e+02 2.746838e+00 6.786968e+00 0.000000e+00 0.000000e+00 1.990658e+02 3.375613e+02 3.319614e+01 2.361730e+01 0.000000e+00 0.000000e+00 1.514107e+00 1.047042e+00 7.073178e-01 1.899213e-01 3.378850e-01 2.871865e+02 3.428981e+02 1.076895e+02 6.442299e+00 7.738420e+00 9.614319e+00 0.000000e+00
 3.350000e+01 1.536328e+02 1.731362e+02 2.307076e+00 5.923277e+00 0.000000e+00 0.000000e+00 1.892465e+02 3.333251e+02 2.882884e+01 2.048095e+01 0.000000e+00 0.000000e+00 1.516414e+00 1.015940e+00 6.633356e-01 1.491471e-01 3.433418e-01 2.244099e+02 3.303761e+02 9.439611e+01 8.767595e+00 8.898750e+00 2.789210e+01 0.000000e+00
 3.600000e+01 1.451745e+02 1.722412e+02 1.949974e+00 5.184837e+00 0.000000e+00 0.000000e+00 1.806165e+02 3.268809e+02 2.597967e+01 1.778496e+01 0.000000e+00 0.000000e+00 1.507763e+00 9.809544e-01 5.932752e-01 1.154994e-01 3.084370e-01 1.762088e+02 3.090640e+02 7.631639e+01 9.948909e+00 9.409517e+00 4.680603e+01 3.021178e-05
 3.850000e+01 1.372887e+02 1.649679e+02 1.704334e+00 4.641199e+00 0.000000e+00 0.000000e+00 1.724487e+02 3.185741e+02 2.383571e+01 1.556719e+01 0.000000e+00 0.000000e+00 1.488588e+00 9.587629e-01 5.329750e-01 9.289069e-02 2.648067e-01 1.456911e+02 2.925447e+02 5.994955e+01 1.007737e+01 9.419838e+00 5.954084e+01 1.436589e-02
 4.100000e+01 1.295000e+02 1.578118e+02 1.463140e+00 4.112806e+00 0.000000e+00 0.000000e+00 1.649948e+02 3.095479e+02 2.195534e+01 1.375583e+01 0.000000e+00 0.000000e+00 1.442951e+00 9.385996e-01 4.830748e-01 7.727712e-02 2.248439e-01 1.280883e+02 2.807199e+02 4.723867e+01 9.526788e+00 9.390536e+00 6.377586e+01 1.745035e-01
