# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 1.000000e+00 2.325204e-05 5.606394e-06 9.507767e-08 2.796378e-18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.029439e-30 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.500000e+00 7.297135e+01 1.879109e+01 3.482308e+00 2.443419e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.068940e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.612871e-08 0.000000e+00 2.674299e-17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 3.896220e+02 1.664180e+02 3.114711e+01 1.263416e+00 0.000000e+00 0.000000e+00 1.234425e+01 1.644297e+02 1.077911e-03 0.000000e+00 0.000000e+00 0.000000e+00 5.420826e-07 3.005128e-03 0.000000e+00 5.869680e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 2.824662e+02 2.096915e+02 4.673151e+01 3.469349e+00 0.000000e+00 0.000000e+00 2.043449e+02 4.600474e+02 1.312671e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.867099e-03 7.281252e-01 0.000000e+00 1.708752e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.986402e+02 2.136168e+02 4.119593e+01 6.457752e+00 0.000000e+00 0.000000e+00 3.868598e+02 5.664058e+02 2.373377e+01 1.161098e-02 0.000000e+00 0.000000e+00 3.717696e-01 3.718816e+00 1.614388e-28 1.030578e-03 1.069758e-12 0.000000e+00 5.288740e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.350000e+01 1.765258e+02 2.205954e+02 2.602234e+01 9.588847e+00 0.000000e+00 0.000000e+00 4.361609e+02 6.036656e+02 8.898169e+01 1.146598e+00 0.000000e+00 0.000000e+00 2.799185e+00 5.052779e+00 3.835281e-07 3.056270e-02 1.301828e-06 0.000000e+00 1.919041e+00 1.971828e-09 1.575193e-10 5.430138e-21 0.000000e+00 0.000000e+00
 1.600000e+01 1.693052e+02 2.251503e+02 1.726565e+01 1.043256e+01 0.000000e+00 0.000000e+00 3.941381e+02 6.173359e+02 1.476567e+02 5.720871e+00 0.000000e+00 0.000000e+00 7.550840e+00 9.539139e+00 2.617158e-03 2.529724e-01 5.296062e-04 0.000000e+00 4.780500e+01 5.875811e-03 9.142801e-05 1.000754e-05 0.000000e+00 0.000000e+00
 1.850000e+01 1.646942e+02 2.241576e+02 1.285978e+01 9.828474e+00 0.000000e+00 0.000000e+00 2.978885e+02 5.835566e+02 1.701588e+02 1.291333e+01 0.000000e+00 0.000000e+00 1.203502e+01 1.549737e+01 9.767684e-02 9.021098e-01 1.613611e-02 4.172209e-02 1.963250e+02 1.064643e+00 5.002876e-02 4.288487e-02 0.000000e+00 0.000000e+00
 2.100000e+01 1.579144e+02 2.172612e+02 1.040211e+01 8.765550e+00 0.000000e+00 0.000000e+00 2.071518e+02 5.174554e+02 1.591946e+02 1.975036e+01 0.000000e+00 0.000000e+00 1.529695e+01 1.974706e+01 7.007933e-01 1.931612e+00 1.519117e-01 7.859530e+00 3.750304e+02 1.305834e+01 9.510830e-01 1.373096e+00 0.000000e+00 0.000000e+00
 2.350000e+01 1.515496e+02 2.194640e+02 8.572394e+00 7.697773e+00 0.000000e+00 0.000000e+00 1.488737e+02 4.604108e+02 1.242222e+02 2.477370e+01 0.000000e+00 0.000000e+00 1.562862e+01 2.073064e+01 1.844996e+00 2.842395e+00 5.171996e-01 3.481313e+01 4.738720e+02 4.412771e+01 5.345612e+00 8.763600e+00 0.000000e+00 0.000000e+00
