natNi(d,x)61Cu					
4.5	43.71	4.71	6.71E+00	1.81E-01	6.05E+00
4.6	45.52	4.90	7.48E+00	2.02E-01	6.75E+00
4.7	47.23	5.09	8.29E+00	2.24E-01	7.48E+00
4.8	48.83	5.26	9.14E+00	2.47E-01	8.25E+00
4.9	50.34	5.42	1.00E+01	2.71E-01	9.05E+00
5.0	51.75	5.63	1.09E+01	2.96E-01	9.88E+00
5.1	53.09	5.78	1.19E+01	3.22E-01	1.07E+01
5.2	54.35	5.91	1.29E+01	3.49E-01	1.16E+01
5.3	55.55	6.04	1.39E+01	3.76E-01	1.26E+01
5.4	56.70	6.17	1.50E+01	4.05E-01	1.35E+01
5.5	57.81	6.29	1.61E+01	4.35E-01	1.45E+01
5.6	58.88	6.41	1.72E+01	4.65E-01	1.55E+01
5.7	59.92	6.52	1.84E+01	4.97E-01	1.66E+01
5.8	60.96	6.63	1.96E+01	5.29E-01	1.77E+01
5.9	61.99	6.74	2.08E+01	5.62E-01	1.88E+01
6.0	63.02	6.36	2.21E+01	5.96E-01	1.99E+01
6.1	64.07	6.46	2.34E+01	6.32E-01	2.11E+01
6.2	65.13	6.57	2.47E+01	6.68E-01	2.23E+01
6.3	66.17	6.68	2.61E+01	7.05E-01	2.35E+01
6.4	67.21	6.78	2.75E+01	7.43E-01	2.48E+01
6.5	68.21	6.88	2.89E+01	7.82E-01	2.61E+01
6.6	69.18	6.98	3.04E+01	8.22E-01	2.74E+01
6.7	70.10	7.07	3.19E+01	8.63E-01	2.88E+01
6.8	70.95	7.16	3.35E+01	9.04E-01	3.02E+01
6.9	71.74	7.24	3.50E+01	9.47E-01	3.16E+01
7.0	72.45	5.04	3.66E+01	9.91E-01	3.31E+01
7.1	73.06	5.09	3.83E+01	1.03E+00	3.46E+01
7.2	73.58	5.12	4.00E+01	1.08E+00	3.61E+01
7.3	73.99	5.15	4.16E+01	1.13E+00	3.76E+01
7.4	74.30	5.17	4.34E+01	1.17E+00	3.91E+01
7.5	74.50	5.19	4.51E+01	1.22E+00	4.07E+01
7.6	74.58	5.19	4.68E+01	1.27E+00	4.23E+01
7.7	74.54	5.19	4.86E+01	1.31E+00	4.39E+01
7.8	74.37	5.18	5.04E+01	1.36E+00	4.55E+01
7.9	74.08	5.16	5.22E+01	1.41E+00	4.71E+01
8.0	73.65	3.72	5.39E+01	1.46E+00	4.87E+01
8.1	73.08	3.69	5.57E+01	1.51E+00	5.03E+01
8.2	72.39	3.65	5.75E+01	1.55E+00	5.19E+01
8.3	71.58	3.61	5.93E+01	1.60E+00	5.35E+01
8.4	70.67	3.57	6.11E+01	1.65E+00	5.51E+01
8.5	69.66	3.52	6.28E+01	1.70E+00	5.67E+01
8.6	68.58	3.46	6.46E+01	1.75E+00	5.83E+01
8.7	67.43	3.40	6.63E+01	1.79E+00	5.99E+01
8.8	66.22	3.34	6.80E+01	1.84E+00	6.14E+01
8.9	64.97	3.28	6.97E+01	1.88E+00	6.30E+01
9.0	63.69	3.14	7.14E+01	1.93E+00	6.45E+01
9.1	62.38	3.07	7.31E+01	1.97E+00	6.60E+01
9.2	61.07	3.01	7.47E+01	2.02E+00	6.74E+01
9.3	59.74	2.94	7.63E+01	2.06E+00	6.89E+01
9.4	58.41	2.88	7.79E+01	2.11E+00	7.03E+01
9.5	57.09	2.81	7.94E+01	2.15E+00	7.17E+01
9.6	55.77	2.75	8.10E+01	2.19E+00	7.31E+01
9.7	54.48	2.68	8.25E+01	2.23E+00	7.45E+01
9.8	53.20	2.62	8.40E+01	2.27E+00	7.58E+01
9.9	51.95	2.56	8.54E+01	2.31E+00	7.71E+01
10.0	50.73	2.48	8.69E+01	2.35E+00	7.84E+01
10.1	49.55	2.42	8.83E+01	2.39E+00	7.97E+01
10.2	48.41	2.36	8.97E+01	2.42E+00	8.10E+01
10.3	47.30	2.31	9.10E+01	2.46E+00	8.22E+01
10.4	46.24	2.26	9.24E+01	2.50E+00	8.34E+01
10.5	45.21	2.21	9.37E+01	2.53E+00	8.46E+01
10.6	44.21	2.16	9.50E+01	2.57E+00	8.58E+01
10.7	43.25	2.11	9.63E+01	2.60E+00	8.69E+01
10.8	42.33	2.07	9.76E+01	2.64E+00	8.81E+01
10.9	41.44	2.02	9.88E+01	2.67E+00	8.92E+01
11.0	40.58	1.94	1.00E+02	2.70E+00	9.03E+01
11.1	39.76	1.90	1.01E+02	2.74E+00	9.14E+01
11.2	38.96	1.86	1.02E+02	2.77E+00	9.25E+01
11.3	38.20	1.83	1.04E+02	2.80E+00	9.35E+01
11.4	37.47	1.79	1.05E+02	2.83E+00	9.46E+01
11.5	36.77	1.76	1.06E+02	2.86E+00	9.56E+01
11.6	36.10	1.73	1.07E+02	2.89E+00	9.66E+01
11.7	35.45	1.70	1.08E+02	2.92E+00	9.77E+01
11.8	34.83	1.67	1.09E+02	2.95E+00	9.87E+01
11.9	34.23	1.64	1.10E+02	2.98E+00	9.96E+01
12.0	33.65	1.59	1.11E+02	3.01E+00	1.01E+02
12.1	33.10	1.56	1.13E+02	3.04E+00	1.02E+02
12.2	32.57	1.53	1.14E+02	3.07E+00	1.03E+02
12.3	32.06	1.51	1.15E+02	3.10E+00	1.03E+02
12.4	31.56	1.49	1.16E+02	3.13E+00	1.04E+02
12.5	31.09	1.46	1.17E+02	3.15E+00	1.05E+02
12.6	30.64	1.44	1.18E+02	3.18E+00	1.06E+02
12.7	30.20	1.42	1.19E+02	3.21E+00	1.07E+02
12.8	29.77	1.40	1.20E+02	3.24E+00	1.08E+02
12.9	29.37	1.38	1.21E+02	3.26E+00	1.09E+02
13.0	28.98	1.36	1.22E+02	3.29E+00	1.10E+02
13.1	28.60	1.35	1.23E+02	3.32E+00	1.11E+02
13.2	28.23	1.33	1.24E+02	3.34E+00	1.12E+02
13.3	27.88	1.31	1.25E+02	3.37E+00	1.13E+02
13.4	27.54	1.30	1.26E+02	3.39E+00	1.13E+02
13.5	27.21	1.28	1.27E+02	3.42E+00	1.14E+02
13.6	26.89	1.27	1.27E+02	3.45E+00	1.15E+02
13.7	26.59	1.25	1.28E+02	3.47E+00	1.16E+02
13.8	26.29	1.24	1.29E+02	3.50E+00	1.17E+02
13.9	26.01	1.22	1.30E+02	3.52E+00	1.18E+02
14.0	25.73	1.24	1.31E+02	3.55E+00	1.18E+02
14.1	25.46	1.22	1.32E+02	3.57E+00	1.19E+02
14.2	25.20	1.21	1.33E+02	3.60E+00	1.20E+02
14.3	24.95	1.20	1.34E+02	3.62E+00	1.21E+02
14.4	24.70	1.19	1.35E+02	3.64E+00	1.22E+02
14.5	24.47	1.18	1.36E+02	3.67E+00	1.23E+02
14.6	24.24	1.17	1.37E+02	3.69E+00	1.23E+02
14.7	24.02	1.16	1.38E+02	3.72E+00	1.24E+02
14.8	23.80	1.14	1.38E+02	3.74E+00	1.25E+02
14.9	23.59	1.13	1.39E+02	3.76E+00	1.26E+02
15.0	23.39	1.12	1.40E+02	3.79E+00	1.27E+02
15.1	23.19	1.12	1.41E+02	3.81E+00	1.27E+02
15.2	23.00	1.11	1.42E+02	3.84E+00	1.28E+02
15.3	22.81	1.10	1.43E+02	3.86E+00	1.29E+02
15.4	22.63	1.09	1.44E+02	3.88E+00	1.30E+02
15.5	22.45	1.08	1.45E+02	3.91E+00	1.30E+02
15.6	22.28	1.07	1.45E+02	3.93E+00	1.31E+02
15.7	22.11	1.06	1.46E+02	3.95E+00	1.32E+02
15.8	21.95	1.06	1.47E+02	3.98E+00	1.33E+02
15.9	21.79	1.05	1.48E+02	4.00E+00	1.34E+02
16.0	21.63	1.07	1.49E+02	4.02E+00	1.34E+02
16.1	21.48	1.06	1.50E+02	4.05E+00	1.35E+02
16.2	21.34	1.05	1.51E+02	4.07E+00	1.36E+02
16.3	21.19	1.05	1.51E+02	4.09E+00	1.37E+02
16.4	21.05	1.04	1.52E+02	4.11E+00	1.37E+02
16.5	20.92	1.03	1.53E+02	4.14E+00	1.38E+02
16.6	20.78	1.03	1.54E+02	4.16E+00	1.39E+02
16.7	20.65	1.02	1.55E+02	4.18E+00	1.40E+02
16.8	20.52	1.01	1.56E+02	4.21E+00	1.40E+02
16.9	20.40	1.01	1.56E+02	4.23E+00	1.41E+02
17.0	20.28	1.00	1.57E+02	4.25E+00	1.42E+02
17.1	20.16	1.00	1.58E+02	4.27E+00	1.43E+02
17.2	20.04	0.99	1.59E+02	4.30E+00	1.43E+02
17.3	19.93	0.98	1.60E+02	4.32E+00	1.44E+02
17.4	19.82	0.98	1.61E+02	4.34E+00	1.45E+02
17.5	19.71	0.97	1.61E+02	4.36E+00	1.46E+02
17.6	19.60	0.97	1.62E+02	4.39E+00	1.46E+02
17.7	19.50	0.96	1.63E+02	4.41E+00	1.47E+02
17.8	19.39	0.96	1.64E+02	4.43E+00	1.48E+02
17.9	19.29	0.95	1.65E+02	4.45E+00	1.49E+02
18.0	19.19	0.97	1.66E+02	4.47E+00	1.49E+02
18.1	19.10	0.97	1.66E+02	4.50E+00	1.50E+02
18.2	19.00	0.96	1.67E+02	4.52E+00	1.51E+02
18.3	18.91	0.96	1.68E+02	4.54E+00	1.52E+02
18.4	18.82	0.95	1.69E+02	4.56E+00	1.52E+02
18.5	18.73	0.95	1.70E+02	4.59E+00	1.53E+02
18.6	18.64	0.94	1.71E+02	4.61E+00	1.54E+02
18.7	18.56	0.94	1.71E+02	4.63E+00	1.55E+02
18.8	18.47	0.93	1.72E+02	4.65E+00	1.55E+02
18.9	18.39	0.93	1.73E+02	4.67E+00	1.56E+02
19.0	18.31	0.93	1.74E+02	4.70E+00	1.57E+02
19.1	18.23	0.92	1.75E+02	4.72E+00	1.58E+02
19.2	18.15	0.92	1.75E+02	4.74E+00	1.58E+02
19.3	18.07	0.91	1.76E+02	4.76E+00	1.59E+02
19.4	18.00	0.91	1.77E+02	4.79E+00	1.60E+02
19.5	17.92	0.91	1.78E+02	4.81E+00	1.61E+02
19.6	17.85	0.90	1.79E+02	4.83E+00	1.61E+02
19.7	17.78	0.90	1.80E+02	4.85E+00	1.62E+02
19.8	17.70	0.90	1.80E+02	4.87E+00	1.63E+02
19.9	17.63	0.89	1.81E+02	4.90E+00	1.64E+02
20.0	17.56	0.92	1.82E+02	4.92E+00	1.64E+02
20.1	17.50	0.91	1.83E+02	4.94E+00	1.65E+02
20.2	17.43	0.91	1.84E+02	4.96E+00	1.66E+02
20.3	17.36	0.90	1.84E+02	4.98E+00	1.66E+02
20.4	17.30	0.90	1.85E+02	5.01E+00	1.67E+02
20.5	17.24	0.90	1.86E+02	5.03E+00	1.68E+02
20.6	17.17	0.89	1.87E+02	5.05E+00	1.69E+02
20.7	17.11	0.89	1.88E+02	5.07E+00	1.69E+02
20.8	17.05	0.89	1.88E+02	5.09E+00	1.70E+02
20.9	16.99	0.89	1.89E+02	5.12E+00	1.71E+02
21.0	16.93	0.88	1.90E+02	5.14E+00	1.72E+02
21.1	16.87	0.88	1.91E+02	5.16E+00	1.72E+02
21.2	16.81	0.88	1.92E+02	5.18E+00	1.73E+02
21.3	16.76	0.87	1.93E+02	5.20E+00	1.74E+02
21.4	16.70	0.87	1.93E+02	5.23E+00	1.75E+02
21.5	16.64	0.87	1.94E+02	5.25E+00	1.75E+02
21.6	16.59	0.86	1.95E+02	5.27E+00	1.76E+02
21.7	16.53	0.86	1.96E+02	5.29E+00	1.77E+02
21.8	16.48	0.86	1.97E+02	5.31E+00	1.77E+02
21.9	16.43	0.86	1.97E+02	5.34E+00	1.78E+02
22.0	16.38	0.85	1.98E+02	5.36E+00	1.79E+02
22.1	16.32	0.85	1.99E+02	5.38E+00	1.80E+02
22.2	16.27	0.85	2.00E+02	5.40E+00	1.80E+02
22.3	16.22	0.85	2.01E+02	5.42E+00	1.81E+02
22.4	16.17	0.84	2.02E+02	5.45E+00	1.82E+02
22.5	16.12	0.84	2.02E+02	5.47E+00	1.83E+02
22.6	16.07	0.84	2.03E+02	5.49E+00	1.83E+02
22.7	16.03	0.83	2.04E+02	5.51E+00	1.84E+02
22.8	15.98	0.83	2.05E+02	5.53E+00	1.85E+02
22.9	15.93	0.83	2.06E+02	5.56E+00	1.86E+02
23.0	15.89	0.83	2.06E+02	5.58E+00	1.86E+02
23.1	15.84	0.83	2.07E+02	5.60E+00	1.87E+02
23.2	15.79	0.82	2.08E+02	5.62E+00	1.88E+02
23.3	15.75	0.82	2.09E+02	5.64E+00	1.89E+02
23.4	15.70	0.82	2.10E+02	5.67E+00	1.89E+02
23.5	15.66	0.82	2.10E+02	5.69E+00	1.90E+02
23.6	15.62	0.81	2.11E+02	5.71E+00	1.91E+02
23.7	15.57	0.81	2.12E+02	5.73E+00	1.92E+02
23.8	15.53	0.81	2.13E+02	5.76E+00	1.92E+02
23.9	15.49	0.81	2.14E+02	5.78E+00	1.93E+02
24.0	15.44	0.80	2.15E+02	5.80E+00	1.94E+02
24.1	15.40	0.80	2.15E+02	5.82E+00	1.94E+02
24.2	15.36	0.80	2.16E+02	5.84E+00	1.95E+02
24.3	15.32	0.80	2.17E+02	5.87E+00	1.96E+02
24.4	15.28	0.80	2.18E+02	5.89E+00	1.97E+02
24.5	15.24	0.79	2.19E+02	5.91E+00	1.97E+02
24.6	15.20	0.79	2.20E+02	5.93E+00	1.98E+02
24.7	15.16	0.79	2.20E+02	5.96E+00	1.99E+02
24.8	15.12	0.79	2.21E+02	5.98E+00	2.00E+02
24.9	15.08	0.79	2.22E+02	6.00E+00	2.00E+02
25.0	15.04	0.80	2.23E+02	6.02E+00	2.01E+02
25.1	15.01	0.80	2.24E+02	6.04E+00	2.02E+02
25.2	14.97	0.80	2.24E+02	6.07E+00	2.03E+02
25.3	14.93	0.80	2.25E+02	6.09E+00	2.03E+02
25.4	14.89	0.80	2.26E+02	6.11E+00	2.04E+02
25.5	14.86	0.79	2.27E+02	6.13E+00	2.05E+02
25.6	14.82	0.79	2.28E+02	6.16E+00	2.06E+02
25.7	14.78	0.79	2.29E+02	6.18E+00	2.06E+02
25.8	14.75	0.79	2.29E+02	6.20E+00	2.07E+02
25.9	14.71	0.79	2.30E+02	6.22E+00	2.08E+02
26.0	14.68	0.78	2.31E+02	6.24E+00	2.09E+02
26.1	14.64	0.78	2.32E+02	6.27E+00	2.09E+02
26.2	14.61	0.78	2.33E+02	6.29E+00	2.10E+02
26.3	14.57	0.78	2.34E+02	6.31E+00	2.11E+02
26.4	14.54	0.78	2.34E+02	6.33E+00	2.12E+02
26.5	14.50	0.77	2.35E+02	6.36E+00	2.12E+02
26.6	14.47	0.77	2.36E+02	6.38E+00	2.13E+02
26.7	14.43	0.77	2.37E+02	6.40E+00	2.14E+02
26.8	14.40	0.77	2.38E+02	6.42E+00	2.15E+02
26.9	14.37	0.77	2.39E+02	6.45E+00	2.15E+02
27.0	14.33	0.77	2.39E+02	6.47E+00	2.16E+02
27.1	14.30	0.76	2.40E+02	6.49E+00	2.17E+02
27.2	14.27	0.76	2.41E+02	6.51E+00	2.18E+02
27.3	14.24	0.76	2.42E+02	6.54E+00	2.18E+02
27.4	14.20	0.76	2.43E+02	6.56E+00	2.19E+02
27.5	14.17	0.76	2.44E+02	6.58E+00	2.20E+02
27.6	14.14	0.76	2.44E+02	6.60E+00	2.21E+02
27.7	14.11	0.75	2.45E+02	6.63E+00	2.21E+02
27.8	14.08	0.75	2.46E+02	6.65E+00	2.22E+02
27.9	14.04	0.75	2.47E+02	6.67E+00	2.23E+02
28.0	14.01	0.75	2.48E+02	6.69E+00	2.24E+02
28.1	13.98	0.75	2.49E+02	6.72E+00	2.24E+02
28.2	13.95	0.74	2.49E+02	6.74E+00	2.25E+02
28.3	13.92	0.74	2.50E+02	6.76E+00	2.26E+02
28.4	13.89	0.74	2.51E+02	6.78E+00	2.27E+02
28.5	13.86	0.74	2.52E+02	6.81E+00	2.27E+02
28.6	13.83	0.74	2.53E+02	6.83E+00	2.28E+02
28.7	13.80	0.74	2.54E+02	6.85E+00	2.29E+02
28.8	13.77	0.74	2.54E+02	6.88E+00	2.30E+02
28.9	13.74	0.73	2.55E+02	6.90E+00	2.30E+02
29.0	13.71	0.73	2.56E+02	6.92E+00	2.31E+02
29.1	13.68	0.73	2.57E+02	6.94E+00	2.32E+02
29.2	13.65	0.73	2.58E+02	6.97E+00	2.33E+02
29.3	13.62	0.73	2.59E+02	6.99E+00	2.33E+02
29.4	13.59	0.73	2.59E+02	7.01E+00	2.34E+02
29.5	13.56	0.72	2.60E+02	7.03E+00	2.35E+02
29.6	13.53	0.72	2.61E+02	7.06E+00	2.36E+02
29.7	13.50	0.72	2.62E+02	7.08E+00	2.36E+02
29.8	13.48	0.72	2.63E+02	7.10E+00	2.37E+02
29.9	13.45	0.72	2.64E+02	7.12E+00	2.38E+02
30.0	13.42	0.73	2.64E+02	7.15E+00	2.39E+02
30.1	13.39	0.73	2.65E+02	7.17E+00	2.39E+02
30.2	13.36	0.73	2.66E+02	7.19E+00	2.40E+02
30.3	13.33	0.73	2.67E+02	7.21E+00	2.41E+02
30.4	13.31	0.73	2.68E+02	7.24E+00	2.42E+02
30.5	13.28	0.72	2.69E+02	7.26E+00	2.42E+02
30.6	13.25	0.72	2.69E+02	7.28E+00	2.43E+02
30.7	13.22	0.72	2.70E+02	7.30E+00	2.44E+02
30.8	13.20	0.72	2.71E+02	7.33E+00	2.45E+02
30.9	13.17	0.72	2.72E+02	7.35E+00	2.45E+02
31.0	13.14	0.72	2.73E+02	7.37E+00	2.46E+02
31.1	13.11	0.71	2.74E+02	7.39E+00	2.47E+02
31.2	13.09	0.71	2.74E+02	7.42E+00	2.48E+02
31.3	13.06	0.71	2.75E+02	7.44E+00	2.48E+02
31.4	13.03	0.71	2.76E+02	7.46E+00	2.49E+02
31.5	13.01	0.71	2.77E+02	7.48E+00	2.50E+02
31.6	12.98	0.71	2.78E+02	7.51E+00	2.51E+02
31.7	12.95	0.71	2.79E+02	7.53E+00	2.52E+02
31.8	12.93	0.70	2.79E+02	7.55E+00	2.52E+02
31.9	12.90	0.70	2.80E+02	7.58E+00	2.53E+02
32.0	12.87	0.70	2.81E+02	7.60E+00	2.54E+02
32.1	12.85	0.70	2.82E+02	7.62E+00	2.55E+02
32.2	12.82	0.70	2.83E+02	7.64E+00	2.55E+02
32.3	12.79	0.70	2.84E+02	7.67E+00	2.56E+02
32.4	12.77	0.70	2.85E+02	7.69E+00	2.57E+02
32.5	12.74	0.69	2.85E+02	7.71E+00	2.58E+02
32.6	12.71	0.69	2.86E+02	7.74E+00	2.58E+02
32.7	12.69	0.69	2.87E+02	7.76E+00	2.59E+02
32.8	12.66	0.69	2.88E+02	7.78E+00	2.60E+02
32.9	12.64	0.69	2.89E+02	7.81E+00	2.61E+02
33.0	12.61	0.69	2.90E+02	7.83E+00	2.62E+02
33.1	12.58	0.69	2.91E+02	7.85E+00	2.62E+02
33.2	12.56	0.68	2.92E+02	7.88E+00	2.63E+02
33.3	12.53	0.68	2.92E+02	7.90E+00	2.64E+02
33.4	12.51	0.68	2.93E+02	7.93E+00	2.65E+02
33.5	12.48	0.68	2.94E+02	7.95E+00	2.66E+02
33.6	12.46	0.68	2.95E+02	7.97E+00	2.66E+02
33.7	12.43	0.68	2.96E+02	8.00E+00	2.67E+02
33.8	12.41	0.68	2.97E+02	8.02E+00	2.68E+02
33.9	12.38	0.67	2.98E+02	8.04E+00	2.69E+02
34.0	12.35	0.67	2.99E+02	8.07E+00	2.70E+02
34.1	12.33	0.67	2.99E+02	8.09E+00	2.70E+02
34.2	12.30	0.67	3.00E+02	8.12E+00	2.71E+02
34.3	12.28	0.67	3.01E+02	8.14E+00	2.72E+02
34.4	12.25	0.67	3.02E+02	8.16E+00	2.73E+02
34.5	12.23	0.67	3.03E+02	8.19E+00	2.73E+02
34.6	12.20	0.67	3.04E+02	8.21E+00	2.74E+02
34.7	12.18	0.66	3.05E+02	8.23E+00	2.75E+02
34.8	12.15	0.66	3.06E+02	8.26E+00	2.76E+02
34.9	12.13	0.66	3.06E+02	8.28E+00	2.77E+02
35.0	12.10	0.66	3.07E+02	8.30E+00	2.77E+02
35.1	12.08	0.66	3.08E+02	8.33E+00	2.78E+02
35.2	12.05	0.66	3.09E+02	8.35E+00	2.79E+02
35.3	12.03	0.66	3.10E+02	8.37E+00	2.80E+02
35.4	12.00	0.65	3.11E+02	8.40E+00	2.80E+02
35.5	11.98	0.65	3.12E+02	8.42E+00	2.81E+02
35.6	11.95	0.65	3.12E+02	8.44E+00	2.82E+02
35.7	11.93	0.65	3.13E+02	8.47E+00	2.83E+02
35.8	11.91	0.65	3.14E+02	8.49E+00	2.84E+02
35.9	11.88	0.65	3.15E+02	8.51E+00	2.84E+02
36.0	11.86	0.66	3.16E+02	8.54E+00	2.85E+02
36.1	11.83	0.66	3.17E+02	8.56E+00	2.86E+02
36.2	11.81	0.66	3.18E+02	8.58E+00	2.87E+02
36.3	11.78	0.66	3.18E+02	8.60E+00	2.87E+02
36.4	11.76	0.66	3.19E+02	8.63E+00	2.88E+02
36.5	11.73	0.66	3.20E+02	8.65E+00	2.89E+02
36.6	11.71	0.66	3.21E+02	8.67E+00	2.90E+02
36.7	11.68	0.65	3.22E+02	8.70E+00	2.90E+02
36.8	11.66	0.65	3.23E+02	8.72E+00	2.91E+02
36.9	11.64	0.65	3.23E+02	8.74E+00	2.92E+02
37.0	11.61	0.65	3.24E+02	8.76E+00	2.93E+02
37.1	11.59	0.65	3.25E+02	8.79E+00	2.93E+02
37.2	11.56	0.65	3.26E+02	8.81E+00	2.94E+02
37.3	11.54	0.65	3.27E+02	8.83E+00	2.95E+02
37.4	11.51	0.64	3.28E+02	8.85E+00	2.96E+02
37.5	11.49	0.64	3.28E+02	8.88E+00	2.97E+02
37.6	11.46	0.64	3.29E+02	8.90E+00	2.97E+02
37.7	11.44	0.64	3.30E+02	8.92E+00	2.98E+02
37.8	11.42	0.64	3.31E+02	8.95E+00	2.99E+02
37.9	11.39	0.64	3.32E+02	8.97E+00	3.00E+02
38.0	11.37	0.64	3.33E+02	8.99E+00	3.00E+02
38.1	11.34	0.64	3.34E+02	9.01E+00	3.01E+02
38.2	11.32	0.63	3.34E+02	9.04E+00	3.02E+02
38.3	11.29	0.63	3.35E+02	9.06E+00	3.03E+02
38.4	11.27	0.63	3.36E+02	9.08E+00	3.03E+02
38.5	11.25	0.63	3.37E+02	9.11E+00	3.04E+02
38.6	11.22	0.63	3.38E+02	9.13E+00	3.05E+02
38.7	11.20	0.63	3.39E+02	9.15E+00	3.06E+02
38.8	11.17	0.63	3.39E+02	9.17E+00	3.06E+02
38.9	11.15	0.62	3.40E+02	9.20E+00	3.07E+02
39.0	11.12	0.62	3.41E+02	9.22E+00	3.08E+02
39.1	11.10	0.62	3.42E+02	9.24E+00	3.09E+02
39.2	11.08	0.62	3.43E+02	9.27E+00	3.09E+02
39.3	11.05	0.62	3.44E+02	9.29E+00	3.10E+02
39.4	11.03	0.62	3.45E+02	9.31E+00	3.11E+02
39.5	11.00	0.62	3.45E+02	9.33E+00	3.12E+02
39.6	10.98	0.61	3.46E+02	9.36E+00	3.13E+02
39.7	10.95	0.61	3.47E+02	9.38E+00	3.13E+02
39.8	10.93	0.61	3.48E+02	9.40E+00	3.14E+02
39.9	10.91	0.61	3.49E+02	9.42E+00	3.15E+02
40.0	10.88	0.63	3.50E+02	9.45E+00	3.16E+02
40.1	10.86	0.62	3.50E+02	9.47E+00	3.16E+02
40.2	10.83	0.62	3.51E+02	9.49E+00	3.17E+02
40.3	10.81	0.62	3.52E+02	9.52E+00	3.18E+02
40.4	10.78	0.62	3.53E+02	9.54E+00	3.19E+02
40.5	10.76	0.62	3.54E+02	9.56E+00	3.19E+02
40.6	10.73	0.62	3.55E+02	9.58E+00	3.20E+02
40.7	10.71	0.62	3.55E+02	9.61E+00	3.21E+02
40.8	10.69	0.61	3.56E+02	9.63E+00	3.22E+02
40.9	10.66	0.61	3.57E+02	9.65E+00	3.22E+02
41.0	10.64	0.61	3.58E+02	9.67E+00	3.23E+02
41.1	10.61	0.61	3.59E+02	9.70E+00	3.24E+02
41.2	10.59	0.61	3.60E+02	9.72E+00	3.25E+02
41.3	10.56	0.61	3.60E+02	9.74E+00	3.25E+02
41.4	10.54	0.61	3.61E+02	9.76E+00	3.26E+02
41.5	10.51	0.60	3.62E+02	9.79E+00	3.27E+02
41.6	10.49	0.60	3.63E+02	9.81E+00	3.28E+02
41.7	10.46	0.60	3.64E+02	9.83E+00	3.28E+02
41.8	10.44	0.60	3.65E+02	9.85E+00	3.29E+02
41.9	10.41	0.60	3.65E+02	9.88E+00	3.30E+02
