# Reaction        (x,n)        (x,p)        (x,A)        (x,d)        (x,t)        (x,h)        (x,2n)       (x,np)       (x,nA)       (x,nd)       (x,nt)       (x,nh)       (x,2p)       (x,pA)       (x,pd)       (x,2A)   (x,Ad)   (x,3n)       (x,2np)      (x,2nA)      (x,npA)      (x,n2p)      (x,4n)       (x,5n)               
 3.500000e+00 1.634139e-04 6.806056e-08 7.001195e-08 1.980370e-19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.514330e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.427615e-29 0.000000e+00 1.775354e-22 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 2.813597e+00 3.538042e-02 2.774934e-02 7.998894e-09 0.000000e+00 0.000000e+00 6.056006e-02 9.004128e-09 2.171422e-06 0.000000e+00 0.000000e+00 0.000000e+00 1.418827e-25 3.707077e-18 0.000000e+00 1.875561e-15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.500000e+00 3.775817e+01 1.994247e+00 3.547622e-01 4.346775e-04 0.000000e+00 0.000000e+00 1.194848e+02 1.192683e-03 7.773408e-04 0.000000e+00 0.000000e+00 0.000000e+00 4.743868e-15 1.589227e-13 2.528023e-34 1.976603e-12 2.861789e-21 0.000000e+00 0.000000e+00 6.142097e-12 1.911968e-29 0.000000e+00 0.000000e+00 0.000000e+00
 1.100000e+01 1.107693e+02 2.182349e+01 1.162188e+00 4.534058e-02 0.000000e+00 0.000000e+00 6.044291e+02 2.665317e-01 2.439451e-02 1.655864e-11 0.000000e+00 0.000000e+00 1.137340e-10 1.226023e-10 7.675927e-19 1.759153e-10 3.397855e-15 1.353819e-01 0.000000e+00 1.522890e-06 7.503372e-18 5.193908e-27 0.000000e+00 0.000000e+00
 1.350000e+01 1.642499e+02 6.424912e+01 2.168609e+00 3.602559e-01 0.000000e+00 0.000000e+00 8.693806e+02 4.868154e+00 2.481306e-01 2.665541e-05 0.000000e+00 0.000000e+00 2.953979e-08 1.113189e-08 2.685087e-13 3.347737e-09 1.007501e-11 1.955207e+02 2.856279e-08 2.734507e-04 3.144988e-13 4.462586e-16 0.000000e+00 0.000000e+00
 1.600000e+01 1.983235e+02 1.151609e+02 2.786398e+00 1.104873e+00 0.000000e+00 0.000000e+00 6.097001e+02 2.223064e+01 9.685869e-01 1.072436e-02 0.000000e+00 0.000000e+00 1.094563e-06 2.493236e-07 2.799683e-10 3.077360e-08 1.046365e-09 7.545045e+02 8.977618e-04 5.545500e-03 1.895586e-10 1.108492e-11 0.000000e+00 0.000000e+00
 1.850000e+01 2.230632e+02 1.610412e+02 2.946023e+00 2.038141e+00 0.000000e+00 0.000000e+00 3.569828e+02 5.556716e+01 2.109184e+00 2.151328e-01 0.000000e+00 0.000000e+00 1.105491e-05 2.338039e-06 2.116077e-08 1.609515e-07 1.879627e-08 1.188052e+03 8.136614e-02 4.055111e-02 1.453515e-08 4.725051e-09 0.000000e+00 0.000000e+00
 2.100000e+01 2.371633e+02 1.960181e+02 2.837530e+00 2.690965e+00 0.000000e+00 0.000000e+00 2.402748e+02 1.017349e+02 3.321750e+00 9.532097e-01 0.000000e+00 0.000000e+00 4.460834e-05 1.237695e-05 3.051618e-07 5.345575e-07 1.532258e-07 1.414726e+03 1.563084e+00 1.967245e-01 4.040292e-07 2.951431e-07 9.230735e-01 0.000000e+00
 2.350000e+01 2.496722e+02 2.194807e+02 2.665551e+00 2.975641e+00 0.000000e+00 0.000000e+00 2.058209e+02 1.518355e+02 4.260496e+00 2.187842e+00 0.000000e+00 0.000000e+00 1.240420e-04 4.814178e-05 1.633868e-06 1.264642e-06 6.368633e-07 1.415797e+03 9.904174e+00 6.602218e-01 5.622276e-06 6.150236e-06 9.553331e+01 0.000000e+00
 2.600000e+01 2.479459e+02 2.421710e+02 2.396054e+00 2.990086e+00 0.000000e+00 0.000000e+00 1.994555e+02 1.947809e+02 4.772630e+00 3.588742e+00 0.000000e+00 0.000000e+00 2.453097e-04 1.382051e-04 5.010338e-06 2.490596e-06 1.922681e-06 1.169041e+03 3.045024e+01 1.540189e+00 4.315730e-05 5.339298e-05 3.831673e+02 0.000000e+00
