
                       be used for evaluation purposes
                                                            20-Mar-2019 11:58
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BC030119_25cm_Cu08_IDM4.Chn      
 Sample Title :          Cu08

 Spectrum saved on  1-Mar-2019 at 10:27    Collected on  1-Mar-2019 at  7:46
 Sample  Taken  on  1-Mar-2019 at  7:46    Decayed      0 Days,     0 mins.

            Detector file number used:     6
            Energy     Calibration Performed on  8-Mar-2019 at 12:03
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:04

 

   Datetime:   1-Mar-2019   7:46
   Live:      9491.00 
   Mass:      829
   Shelf:     25
   Detector:      6

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   63.3   345.0   1.23     5.4    1.29      1563   19.4   1.6468e-01   19.4     9149
   64.9   353.8   1.23     7.9    1.29      2738   10.8   2.8850e-01   10.8     9149
   67.0   365.4   1.23     3.6    1.29      1037   30.0   1.0931e-01   30.0     9911
   68.8   375.3   1.23     6.6    1.29      1906   15.7   2.0083e-01   15.7     9149
   72.9   397.7   1.23     5.5    1.29      2767   12.4   2.9149e-01   12.4     9149
   74.9   408.6   1.24    12.6    1.29      5094    6.4   5.3668e-01    6.4     9911
   77.4   422.1   1.24     3.6    1.29      1113   27.4   1.1730e-01   27.4     9149
   84.8   462.5   1.06     3.6    1.18      1086   30.8   1.1443e-01   30.8     9570
   87.4   476.5   1.06     3.8    1.18       608   49.1   6.4048e-02   49.1     9570
   99.6   543.4   1.07     3.3    0.98       725   37.5   7.6380e-02   37.5    10096
  103.7   565.7   1.07     3.6    0.98       750   36.4   7.8996e-02   36.4    10096
  106.1   579.3   1.07     5.7    0.98      1295   21.9   1.3643e-01   21.9    10096
  228.3  1247.4   1.18     4.9    1.07       951   26.8   1.0022e-01   26.8     6985
  238.8  1304.5   1.19     8.6    0.95      2332   11.0   2.4566e-01   11.0     6302
  242.0  1322.5   1.19     3.5    0.95       522   43.5   5.4957e-02   43.5     6828
  277.6  1517.0   1.22     5.3    0.45      1230   18.3   1.2962e-01   18.3     5339
  295.3  1613.9   1.24     6.6    1.12      1110   21.5   1.1694e-01   21.5     5149
  328.7  1796.1   1.27     3.4    0.76       443   52.3   4.6724e-02   52.3     5905
  338.2  1848.4   1.28     3.6    1.16       536   43.5   5.6526e-02   43.5     5463
  352.0  1923.6   1.28    11.2    0.86      2129    9.7   2.2434e-01    9.7     3762
  360.0  1967.7   1.29     3.4    1.10       369   50.1   3.8881e-02   50.1     3359
  409.5  2238.5   1.34     3.7    1.12       514   29.9   5.4130e-02   29.9     2043
  511.0  2793.1   2.78    50.7   12.64    196341    0.7   2.0687e+01    0.7     4976
  538.8  2945.5   1.45     8.3    0.78       945   12.1   9.9516e-02   12.1      955
  583.1  3187.8   1.49    10.5    1.33      1235   10.0   1.3010e-01   10.0      844
  605.4  3309.6   1.54     3.3    0.77       160   57.8   1.6850e-02   57.8      805
  609.3  3330.7   1.55    14.9    0.77      2210    5.6   2.3281e-01    5.6      805
  727.2  3975.5   1.61     3.3    1.11       261   36.0   2.7461e-02   36.0      720
  767.9  4198.0   1.65     3.4    1.13       227   43.3   2.3877e-02   43.3      721
  810.6  4431.5   1.69     3.5    1.09       391   26.6   4.1194e-02   26.6      794
  846.8  4629.7   1.72     3.8    0.82       245   41.8   2.5837e-02   41.8      873
  911.1  4981.4   1.77     9.0    0.71       921   12.0   9.7056e-02   12.0      788
  931.2  5091.2   1.79     3.3    1.37       210   44.2   2.2123e-02   44.2      698
  934.6  5109.7   1.79     3.3    1.37       196   49.7   2.0646e-02   49.7      698
  964.8  5274.7   1.82     4.0    0.85       222   36.6   2.3428e-02   36.6      545
  968.9  5297.5   1.82     6.4    0.85       586   14.9   6.1728e-02   14.9      545
 1115.6  6099.5   1.96    54.9    1.61     26786    1.2   2.8223e+00    1.2      397
 1120.4  6126.0   1.97     7.6    1.61       557   18.1   5.8709e-02   18.1      417
 1238.3  6770.7   2.06     4.3    1.11       395   19.3   4.1637e-02   19.3      305
 1274.5  6968.2   2.09     6.8    0.76       619   11.7   6.5203e-02   11.7      216
 1345.8  7358.5   2.14    10.3    0.97       762    9.0   8.0235e-02    9.0      147
 1377.6  7532.5   2.18     7.3    1.48       624   10.7   6.5740e-02   10.7      117
 1408.1  7699.0   2.20     3.5    0.99       152   29.5   1.5963e-02   29.5      119
 1433.9  7840.0   2.23     3.6    0.77       127   33.5   1.3389e-02   33.5      108
 1460.8  7987.2   2.29    26.1    1.13      6382    2.5   6.7248e-01    2.5      102
 1509.3  8252.6   2.29     3.4    1.02       108   35.3   1.1334e-02   35.3       71
 1588.3  8684.7   2.36     3.4    0.97        94   39.3   9.9321e-03   39.3       69
 1592.2  8705.8   2.36     3.4    0.97        94   39.9   9.9077e-03   39.9       69
 1661.4  9084.4   2.42     3.4    1.08        52   53.9   5.4882e-03   53.9       36
 1729.2  9455.1   2.48     4.5    1.00       102   31.1   1.0749e-02   31.1       40
 1764.5  9647.8   2.51     8.7    0.75       605    8.9   6.3702e-02    8.9       60
 1847.6 10102.5   2.59     3.5    1.13        80   37.0   8.4439e-03   37.0       31
 1919.3 10494.3   2.65     4.0    0.83        88   33.7   9.2884e-03   33.7       35
 2103.1 11499.5   2.81     3.6    0.79       118   22.5   1.2431e-02   22.5       36
 2118.1 11582.0   2.82     3.4    0.79        53   41.6   5.5941e-03   41.6       38
 2203.7 12049.9   2.89     5.4    1.10       194   18.3   2.0401e-02   18.3       28
 2447.2 13381.6   3.11     3.3    0.67        67   39.3   7.0901e-03   39.3       22
 2614.0 14293.7   3.21    12.3    0.89       958    6.5   1.0090e-01    6.5       15
