
                       be used for evaluation purposes
                                                             7-Mar-2019 16:03
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BP02282019_32cm_Cu01_HPGE1.Chn   
 Sample Title :          Cu01

 Spectrum saved on 28-Feb-2019 at 18:30    Collected on 28-Feb-2019 at 17:10
 Sample  Taken  on 28-Feb-2019 at 17:10    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  6-Mar-2019 at 16:50
            Peak Shape Calibration Performed on  6-Mar-2019 at 16:52

 

   Datetime:  28-Feb-2019  17:10
   Live:      4698.00 
   Mass:      129
   Shelf:     30
   Detector:      1

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   40.7   221.8   1.06    23.5    1.06      6168    4.5   1.3128e+00    4.5     3562
   63.0   343.9   1.13     9.2    1.13      2645    8.6   5.6306e-01    8.6     6513
   64.6   352.9   1.13    14.1    1.13      3998    6.0   8.5102e-01    6.0     6513
   68.6   374.6   1.14     4.0    1.13       567   36.9   1.2066e-01   36.9     5970
   73.0   398.4   1.14     5.3    1.13      2322   10.1   4.9433e-01   10.1     5970
   74.8   408.3   1.14     7.7    1.13      2673    8.9   5.6893e-01    8.9     5970
   77.3   422.2   1.14     3.4    1.13       580   37.6   1.2339e-01   37.6     6513
   84.6   461.7   1.08     3.6    1.29       722   38.4   1.5365e-01   38.4     6375
  238.8  1305.3   1.21     6.2    1.11      1127   15.1   2.3997e-01   15.1     3389
  243.6  1331.8   1.21     5.2    1.11       785   20.3   1.6714e-01   20.3     3389
  247.2  1351.2   1.22     3.9    1.11       544   29.2   1.1586e-01   29.2     3389
  260.6  1424.6   1.23     3.3    0.91       385   44.6   8.1871e-02   44.6     3266
  295.3  1614.2   1.26     3.4    0.92       564   30.3   1.2005e-01   30.3     3129
  351.9  1923.9   1.30     6.9    1.05       928   17.1   1.9762e-01   17.1     2158
  394.2  2154.9   1.34     3.4    0.65       443   26.1   9.4292e-02   26.1     1368
  409.5  2238.4   1.35     3.5    0.93       224   48.6   4.7786e-02   48.6     1100
  507.8  2776.4   1.26    13.0    2.94      2581   15.7   5.4933e-01   15.7     1951
  511.1  2794.3   2.71    41.1    2.94    129447    0.9   2.7554e+01    0.9     3902
  539.1  2947.2   1.46     4.5    1.14       384   18.3   8.1757e-02   18.3      313
  548.6  2999.1   1.51    14.9    1.16      1967    5.2   4.1876e-01    5.2      301
  583.3  3189.2   1.50     7.1    0.80       544   13.5   1.1587e-01   13.5      321
  596.8  3262.8   1.52    18.2    0.83      2915    3.7   6.2042e-01    3.7      284
  609.3  3331.5   1.52     9.1    0.78       944    8.4   2.0095e-01    8.4      283
  727.3  3976.8   1.62     3.5    1.16       107   51.8   2.2689e-02   51.8      217
  768.5  4202.0   1.66     3.4    1.09        97   54.7   2.0723e-02   54.7      212
  811.0  4434.4   1.69     3.8    0.37       190   26.1   4.0342e-02   26.1      190
  911.1  4981.7   1.78     6.3    1.11       349   17.5   7.4209e-02   17.5      167
  968.9  5297.5   1.82     4.7    0.99       198   28.3   4.2172e-02   28.3      186
 1115.4  6098.6   1.93    12.8    0.97      1321    6.4   2.8124e-01    6.4      149
 1120.2  6124.8   1.93     5.6    0.97       263   20.2   5.6018e-02   20.2      149
 1173.0  6413.9   2.00     3.4    0.81       113   38.9   2.4022e-02   38.9      125
 1238.0  6769.1   2.05     4.1    0.73       151   31.3   3.2051e-02   31.3      129
 1273.8  6964.9   2.08     3.8    1.24        83   45.4   1.7719e-02   45.4       82
 1332.0  7283.0   2.13     3.5    1.04        79   46.0   1.6805e-02   46.0       73
 1345.5  7357.1   2.14     6.8    1.08       421   11.0   8.9570e-02   11.0       57
 1377.3  7530.8   2.17     3.8    0.76       178   19.7   3.7860e-02   19.7       49
 1460.5  7986.1   2.28    17.5    1.36      2568    3.8   5.4664e-01    3.8       42
 1729.1  9455.0   2.46     3.4    0.83        61   39.1   1.3036e-02   39.1       18
 1764.2  9646.5   2.49     6.8    0.80       275   13.4   5.8533e-02   13.4       23
 2102.8 11498.0   2.78     3.4    0.75        43   54.6   9.0465e-03   54.6       19
 2203.5 12048.9   2.86     3.4    0.80        85   31.3   1.8103e-02   31.3       18
 2613.5 14290.8   3.21     8.2    0.71       511    9.0   1.0867e-01    9.0        5
