
                       be used for evaluation purposes
                                                            20-Mar-2019 14:39
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AV02262019_Ni06_18cm_room131.Chn 
 Sample Title :          Ni06

 Spectrum saved on 26-Feb-2019 at  3:04    Collected on 26-Feb-2019 at  2:59
 Sample  Taken  on 26-Feb-2019 at  2:59    Decayed      0 Days,     0 mins.

            Detector file number used:     7
            Energy     Calibration Performed on  8-Mar-2019 at 12:07
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:08

 

   Datetime:  26-Feb-2019   2:59
   Live:       220.00 
   Mass:       628
   Shelf:      18
   Detector:      7

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   67.3   358.3   1.19    36.6    7.09     30512    2.8   1.3869e+02    2.8    17267
   72.7   387.0   1.25    25.3    3.39     19813    3.1   9.0057e+01    3.1    16431
   74.9   398.4   1.26    35.6    3.39     35720    2.0   1.6237e+02    2.0    17800
   84.7   450.9   1.34    16.3    1.58     15478    3.2   7.0355e+01    3.2    16676
   87.2   464.3   1.35     7.9    1.58      4832    8.3   2.1964e+01    8.3    15484
   91.9   489.4   1.35     4.6    1.58      1861   21.5   8.4580e+00   21.5    15484
  122.0   649.5   1.00     4.7    1.05      1499   20.8   6.8124e+00   20.8    15135
  127.2   677.1   1.01     8.4    1.05      3388    9.7   1.5400e+01    9.7    13759
  283.1  1507.7   1.43    38.8    2.10     29923    2.0   1.3601e+02    2.0    17079
  373.2  1987.5   1.55    11.3    0.90      4017    8.3   1.8260e+01    8.3     9060
  411.5  2191.5   1.34     4.7    1.28       763   31.0   3.4676e+00   31.0     4753
  467.6  2490.1   1.41     5.8    1.18      1496   14.2   6.8017e+00   14.2     3820
  477.4  2542.8   1.66    25.6    1.03     11389    2.7   5.1766e+01    2.7     4244
  498.1  2652.9   1.45     3.8    1.06       609   32.6   2.7695e+00   32.6     3490
  511.2  2722.8   3.01    78.9   18.85    670727    0.9   3.0488e+03    0.9    30704
  588.8  3135.8   1.55     5.1    0.88      1265   15.2   5.7492e+00   15.2     3221
  656.3  3495.3   1.82    29.4    1.29     11939    2.5   5.4267e+01    2.5     3025
  669.9  3567.9   1.65     3.6    1.26       359   48.9   1.6321e+00   48.9     2626
  803.9  4281.8   2.00     3.4    1.08       702   18.8   3.1900e+00   18.8     1791
  811.1  4319.9   2.01    12.6    1.08      2713    5.8   1.2334e+01    5.8     1791
  816.8  4350.1   2.01     3.6    1.08       402   32.9   1.8267e+00   32.9     1791
  826.4  4401.5   2.02    21.5    1.08      5976    3.6   2.7165e+01    3.6     1751
  841.1  4479.8   1.85     3.4    1.10       219   57.1   9.9326e-01   57.1     1519
  846.8  4510.1   1.86     3.3    1.10       280   44.9   1.2709e+00   44.9     1519
  909.1  4841.9   1.93     6.4    0.90      1302   11.1   5.9161e+00   11.1     1384
  931.6  4961.8   2.17    45.0    1.76     24401    1.6   1.1091e+02    1.6     1708
  952.7  5074.0   1.98     4.1    1.32       629   22.1   2.8580e+00   22.1     1331
 1035.5  5515.0   2.08     6.4    1.40       835   17.0   3.7951e+00   17.0     1282
 1100.5  5861.5   2.15     4.2    1.18       298   45.0   1.3551e+00   45.0     1343
 1115.9  5943.5   2.17     5.5    0.92       621   22.2   2.8222e+00   22.2     1411
 1185.6  6314.9   2.43    14.7    1.18      2923    5.6   1.3285e+01    5.6     1016
 1280.4  6819.5   2.36     3.5    1.17       169   44.2   7.6937e-01   44.2      613
 1293.8  6891.0   2.38     4.0    1.17       273   28.7   1.2415e+00   28.7      586
 1316.9  7013.9   2.62    11.4    1.09      1721    7.4   7.8246e+00    7.4      570
 1332.9  7099.1   2.61    39.7    1.42     16660    1.7   7.5727e+01    1.7      727
 1370.1  7297.6   2.62     7.3    0.87       705   14.4   3.2037e+00   14.4      623
 1378.0  7339.4   2.63    16.8    0.87      3449    4.0   1.5676e+01    4.0      623
 1408.9  7504.1   2.70    17.0    1.30      3906    4.0   1.7756e+01    4.0      595
 1482.1  7894.0   2.60     7.3    0.69       724   13.5   3.2923e+00   13.5      516
 1758.1  9364.4   2.93     3.6    0.82       191   32.9   8.7018e-01   32.9      215
 1791.6  9542.5   3.03    26.4    1.16      6766    2.4   3.0753e+01    2.4      229
 1861.7  9916.2   3.05     6.5    1.23       662   11.7   3.0100e+00   11.7      190
 1919.9 10226.1   3.12     6.9    0.89       549   10.9   2.4935e+00   10.9      168
 1936.8 10316.0   3.14     5.6    0.89       300   17.5   1.3646e+00   17.5      168
 2061.6 10980.8   3.28     3.8    1.08        94   47.9   4.2780e-01   47.9      104
 2159.1 11500.1   3.40     6.0    1.22       414   13.0   1.8804e+00   13.0       84
 2402.7 12797.7   3.68     3.9    1.13       116   32.5   5.2851e-01   32.5       57
 2612.5 13914.9   3.93     3.3    0.96       102   34.7   4.6499e-01   34.7       48
 2745.9 14625.7   4.08     3.8    0.78       101   37.0   4.6103e-01   37.0       59

   indicates the Iterative Peak Width fitting reached a limiting value.
