
                       be used for evaluation purposes
                                                            20-Mar-2019 14:08
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AG02262019_Ir07_18cm_room131.Chn 
 Sample Title :          Ir07

 Spectrum saved on 26-Feb-2019 at  1:19    Collected on 26-Feb-2019 at  1:14
 Sample  Taken  on 26-Feb-2019 at  1:14    Decayed      0 Days,     0 mins.

            Detector file number used:     7
            Energy     Calibration Performed on  8-Mar-2019 at 12:07
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:08

 

   Datetime:  26-Feb-2019   1:14
   Live:       263.00 
   Mass:       777
   Shelf:      18
   Detector:      7

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   63.2   336.3   1.01    94.1   12.26    123125    2.6   4.6816e+02    2.6    27846
   64.8   344.9   1.01   133.9   12.26    222854    1.5   8.4735e+02    1.5    27846
   66.6   354.6   1.02    15.5   12.26     11229   26.8   4.2697e+01   26.8    30630
   73.3   390.4   1.14    62.1   11.66     74250    3.3   2.8232e+02    3.3    20466
   75.4   401.1   1.14    28.3   11.66     29461    8.7   1.1202e+02    8.7    22326
   82.4   438.4   1.03    29.9    1.90     13157    4.0   5.0026e+01    4.0     7246
   84.8   451.2   1.03    13.5    1.90      4719   10.7   1.7945e+01   10.7     6587
   87.3   464.9   1.03     6.2    1.90      1143   40.6   4.3452e+00   40.6     6587
   96.5   513.8   1.04    25.6    1.38      9121    3.5   3.4681e+01    3.5     5218
  129.4   689.1   1.09    24.3    1.02      8307    3.6   3.1585e+01    3.6     5618
  172.3   917.2   1.12    25.6    0.91      8615    3.5   3.2758e+01    3.5     5020
  179.0   953.2   1.13    10.8    0.95      2526   10.1   9.6053e+00   10.1     4887
  186.9   995.4   1.30    10.1    1.76      3865    7.6   1.4697e+01    7.6     5474
  219.7  1170.0   1.12     7.1    1.05      1431   14.2   5.4425e+00   14.2     4213
  268.6  1430.5   1.41    11.1    1.28      4501    5.1   1.7114e+01    5.1     3198
  283.2  1508.4   1.19     3.4    1.00       278   57.4   1.0584e+00   57.4     2732
  293.7  1564.1   1.29    32.7    0.86     12304    2.1   4.6785e+01    2.1     2668
  296.0  1576.3   1.29     5.2    0.86      1386   12.1   5.2699e+00   12.1     2890
  300.9  1602.2   1.29     9.2    0.86      1730   10.2   6.5785e+00   10.2     2890
  308.6  1643.4   1.22     6.4    0.83      1185   14.2   4.5069e+00   14.2     2584
  316.7  1686.4   1.24    15.8    0.89      3510    5.4   1.3344e+01    5.4     2696
  328.6  1750.1   1.36    76.7    2.15     59549    1.1   2.2642e+02    1.1     3079
  351.3  1871.1   1.38    19.0    1.01      5314    3.9   2.0205e+01    3.9     2623
  360.1  1917.6   1.31    24.7    1.38      8962    2.8   3.4075e+01    2.8     2323
  361.3  1924.1   1.31     5.4    1.38      1405   14.6   5.3418e+00   14.6     2323
  371.3  1977.6   1.30     4.0    0.93       680   20.9   2.5851e+00   20.9     2045
  407.4  2169.9   1.45     5.0    0.75       614   26.3   2.3337e+00   26.3     1912
  409.6  2181.6   1.45    30.5    0.75     10989    2.2   4.1785e+01    2.2     1912
  456.7  2432.1   1.46    18.4    0.70      4217    4.0   1.6036e+01    4.0     1636
  468.2  2493.4   1.41     8.7    1.14      1470   10.1   5.5912e+00   10.1     1614
  502.8  2678.0   1.45     5.9    1.16       626   21.4   2.3815e+00   21.4     1424
  511.2  2722.5   2.81    16.5    1.23     24383    1.5   9.2712e+01    1.5     2869
  518.7  2762.6   1.36     4.4    1.23       525   22.3   1.9968e+00   22.3     1381
  539.1  2871.2   1.55    41.2    1.16     15631    2.0   5.9433e+01    2.0     1796
  558.2  2972.8   1.52     5.0    0.89       535   24.0   2.0343e+00   24.0     1430
  569.5  3033.2   1.53     5.1    1.09       475   26.8   1.8076e+00   26.8     1391
  589.1  3137.3   1.55     5.1    0.96       582   19.7   2.2146e+00   19.7     1378
  595.1  3169.3   1.56     3.3    0.96       190   58.1   7.2416e-01   58.1     1378
  605.2  3223.4   1.57     5.2    1.09       672   19.3   2.5570e+00   19.3     1368
  616.6  3283.7   1.58     3.8    1.34       498   23.7   1.8954e+00   23.7     1312
  622.2  3313.6   1.59     4.3    1.34       920   13.9   3.4993e+00   13.9     1312
  624.3  3324.9   1.59     8.6    1.34      1513    8.9   5.7514e+00    8.9     1400
  645.4  3437.2   1.74    15.1    0.74      3079    5.2   1.1706e+01    5.2     1417
  826.4  4401.3   1.83     5.2    0.83       612   20.3   2.3265e+00   20.3     1106
  939.0  5001.4   1.85    10.2    0.81      1149   10.7   4.3670e+00   10.7      900
 1151.1  6131.1   2.21     9.4    1.02       972   11.7   3.6953e+00   11.7      679
 1183.9  6305.7   2.25     5.9    0.78       508   19.1   1.9322e+00   19.1      594
 1332.8  7098.9   2.44    12.7    1.28      1748    6.4   6.6447e+00    6.4      376
 1469.5  7826.8   2.59     3.7    1.09       273   22.7   1.0388e+00   22.7      191
 1622.4  8641.4   2.77     3.7    0.79        93   40.1   3.5212e-01   40.1       68
 1791.6  9542.4   2.96    10.6    1.03       693    8.5   2.6361e+00    8.5       32
 1861.2  9913.4   3.05     3.5    0.79        65   38.5   2.4849e-01   38.5       17
 2159.1 11500.1   3.40     3.4    0.64        39   59.6   1.4697e-01   59.6       13

   indicates the Iterative Peak Width fitting reached a limiting value.
