
                       be used for evaluation purposes
                                                             8-Mar-2019 15:09
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AL02272019_32cm_Cu09_HPGE2.Chn   
 Sample Title :          Cu09

 Spectrum saved on 27-Feb-2019 at 10:51    Collected on 27-Feb-2019 at 10:09
 Sample  Taken  on 27-Feb-2019 at 10:09    Decayed      0 Days,     0 mins.

            Detector file number used:     2
            Energy     Calibration Performed on  8-Mar-2019 at 11:34
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:35

 

   Datetime:  27-Feb-2019  10:09
   Live:      2426.00 
   Mass:      929
   Shelf:     30
   Detector:      2

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   64.8   353.4   1.19     3.5    1.07       543   41.8   2.2376e-01   41.8     6269
   68.9   375.5   1.19     3.9    1.07       538   41.2   2.2170e-01   41.2     6791
   72.9   397.6   1.19     5.3    1.07      1917   12.5   7.9024e-01   12.5     6269
   75.0   409.2   1.20    10.7    1.07      3184    7.9   1.3123e+00    7.9     6269
   84.8   462.8   1.11     5.7    0.92      1061   24.9   4.3749e-01   24.9     5964
  238.9  1306.3   1.26     3.4    1.08       497   47.0   2.0492e-01   47.0     5718
  277.5  1517.5   1.29     3.5    0.71       423   52.2   1.7436e-01   52.2     5035
  328.5  1796.6   1.34     3.4    1.37       584   44.7   2.4059e-01   44.7     6223
  351.8  1924.1   1.36     5.0    1.13       790   24.8   3.2567e-01   24.8     3680
  409.4  2239.4   1.41     3.5    1.21       380   34.4   1.5647e-01   34.4     1648
  510.9  2795.2   2.83    64.2   20.47    272395    0.7   1.1228e+02    0.7     6228
  538.8  2948.0   1.53     6.9    0.76       602   11.5   2.4807e-01   11.5      255
  568.9  3112.6   1.56     3.9    1.04        98   50.9   4.0280e-02   50.9      186
  583.2  3190.6   1.57     3.4    1.29       291   20.2   1.2001e-01   20.2      184
  609.1  3332.9   1.59     7.7    1.30       519   12.9   2.1401e-01   12.9      231
  727.3  3979.5   1.70     3.3    1.03        73   58.9   3.0232e-02   58.9      147
  911.2  4986.5   1.87     3.7    1.24       164   27.7   6.7635e-02   27.7      118
  968.8  5301.6   1.92     3.5    0.80        87   48.0   3.5722e-02   48.0      122
 1115.5  6104.8   2.04    12.1    1.25      1248    6.9   5.1446e-01    6.9      128
 1120.1  6129.8   2.04     3.5    1.25       153   30.8   6.3135e-02   30.8      128
 1345.8  7365.2   2.36    10.3    1.22      1069    6.2   4.4062e-01    6.2       39
 1377.5  7538.5   2.29     3.5    1.12        87   32.2   3.5878e-02   32.2       27
 1407.4  7702.2   2.32     3.4    0.93        40   58.8   1.6479e-02   58.8       28
 1460.7  7993.9   2.42    12.4    0.67      1590    4.8   6.5531e-01    4.8       39
 1729.8  9467.1   2.62     3.5    0.60        33   58.4   1.3760e-02   58.4        8
 1764.4  9656.3   2.65     4.4    0.67       147   20.0   6.0693e-02   20.0       14
 2204.2 12063.7   3.05     3.6    0.57        39   57.2   1.6242e-02   57.2        9
 2614.1 14307.4   3.42     4.7    0.66       195   17.3   8.0457e-02   17.3        9
