
                       be used for evaluation purposes
                                                             7-Mar-2019 15:42
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BI02282019_32cm_Cu04_HPGE1.Chn   
 Sample Title :          Cu04

 Spectrum saved on 28-Feb-2019 at 11:38    Collected on 28-Feb-2019 at 10:36
 Sample  Taken  on 28-Feb-2019 at 10:36    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  6-Mar-2019 at 16:50
            Peak Shape Calibration Performed on  6-Mar-2019 at 16:52

 

   Datetime:  28-Feb-2019  10:36
   Live:      3588.00 
   Mass:      429
   Shelf:     30
   Detector:      1

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   40.7   221.7   1.07    10.0    1.24      2137    9.5   5.9562e-01    9.5     2377
   63.0   343.8   1.06     3.6    1.07       391   44.4   1.0893e-01   44.4     3971
   64.7   353.0   1.06     5.8    1.07       676   25.0   1.8830e-01   25.0     3610
   68.6   374.4   1.07     4.1    1.07       511   32.8   1.4247e-01   32.8     3971
   72.7   397.2   1.07     4.3    1.07       833   21.6   2.3218e-01   21.6     3971
   74.8   408.2   1.07     7.5    1.07      1510   12.5   4.2072e-01   12.5     3971
   84.6   461.9   1.08     3.6    1.14       528   39.0   1.4720e-01   39.0     4273
   87.1   475.7   1.08     3.3    1.14       397   52.9   1.1058e-01   52.9     4273
  238.7  1304.8   1.21     5.3    1.13       658   24.2   1.8333e-01   24.2     2419
  295.5  1615.5   1.26     3.3    0.96       377   37.3   1.0515e-01   37.3     2065
  352.0  1924.4   1.30     5.9    0.88       625   19.9   1.7417e-01   19.9     1405
  507.9  2776.8   1.24     9.2    2.62       955   31.3   2.6628e-01   31.3     1457
  511.1  2794.2   2.68    33.5    2.62     79999    1.1   2.2296e+01    1.1     3156
  548.6  2999.5   1.47     7.7    0.86       639   10.8   1.7810e-01   10.8      250
  583.2  3188.7   1.50     6.1    1.25       458   14.0   1.2778e-01   14.0      213
  596.7  3262.5   1.57    10.4    0.96       990    7.8   2.7583e-01    7.8      208
  609.4  3331.5   1.52     9.9    0.95       798    9.0   2.2233e-01    9.0      188
  768.3  4200.9   1.66     3.4    1.32        94   51.9   2.6215e-02   51.9      147
  911.2  4982.4   1.78     5.3    1.18       272   20.0   7.5797e-02   20.0      149
  969.1  5298.7   1.82     4.1    1.09       144   32.2   4.0087e-02   32.2      127
 1115.4  6098.8   1.98    16.0    1.00      2230    4.3   6.2149e-01    4.3      100
 1120.0  6123.9   1.98     5.2    1.00       236   19.9   6.5810e-02   19.9      105
 1173.2  6414.7   2.00     3.3    0.76        65   57.7   1.8105e-02   57.7       94
 1238.1  6769.7   2.05     3.6    1.24       107   36.6   2.9905e-02   36.6       85
 1345.6  7357.8   2.14     5.7    0.75       284   14.2   7.9211e-02   14.2       56
 1377.3  7530.7   2.17     4.3    0.89       128   24.0   3.5619e-02   24.0       35
 1460.5  7986.1   2.29    16.4    1.09      2021    4.4   5.6319e-01    4.4       40
 1729.7  9457.7   2.46     3.3    0.89        42   51.5   1.1716e-02   51.5       15
 1764.2  9646.7   2.49     5.6    0.92       232   14.0   6.4780e-02   14.0       14
 2203.5 12049.1   2.86     3.4    0.69        48   49.2   1.3251e-02   49.2       16
 2613.4 14290.5   3.21     7.4    0.72       348   11.5   9.7029e-02   11.5        5
