
                       be used for evaluation purposes
                                                            13-Mar-2019 18:27
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AX022819_40cm_Cu06_IDM3.Chn      
 Sample Title :          Cu06

 Spectrum saved on 28-Feb-2019 at 18:39    Collected on 28-Feb-2019 at 17:20
 Sample  Taken  on 28-Feb-2019 at 17:20    Decayed      0 Days,     0 mins.

            Detector file number used:     5
            Energy     Calibration Performed on  8-Mar-2019 at 12:01
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:02

 

   Datetime:  28-Feb-2019  17:20
   Live:      4625.00 
   Mass:      629
   Shelf:     40
   Detector:      5

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   68.4   373.5   1.45     3.5    0.78       380   52.5   8.2257e-02   52.5     4241
   72.5   396.2   1.45     5.6    0.78       712   29.0   1.5402e-01   29.0     3959
   74.5   407.3   1.45     9.2    0.78      2032   11.8   4.3925e-01   11.8     4241
   84.6   462.3   1.46     3.5    0.67       490   46.8   1.0586e-01   46.8     4640
   99.1   541.7   1.47     3.5    0.83       511   43.8   1.1053e-01   43.8     5070
  103.3   564.4   1.47     4.3    0.83       882   24.7   1.9067e-01   24.7     5070
  105.7   577.9   1.47     5.5    0.83      1113   20.8   2.4065e-01   20.8     4732
  228.3  1247.9   1.55     5.8    0.65       876   20.6   1.8938e-01   20.6     2962
  238.6  1304.6   1.55     6.9    1.00       966   18.1   2.0896e-01   18.1     2522
  277.7  1518.3   1.58     8.8    1.08      1260   12.9   2.7242e-01   12.9     2053
  295.2  1614.0   1.59     4.8    1.21       398   37.3   8.6070e-02   37.3     1860
  338.5  1851.0   1.61     3.7    0.94       254   56.5   5.4868e-02   56.5     1694
  351.9  1924.0   1.62     6.6    0.96       941   14.0   2.0351e-01   14.0     1254
  511.0  2794.2   2.94    28.5    2.87     36472    1.2   7.8858e+00    1.2     1105
  583.3  3189.6   1.76     7.2    1.21       577   13.8   1.2483e-01   13.8      321
  609.3  3332.0   1.73    10.1    0.58       949    8.4   2.0525e-01    8.4      323
  727.2  3976.8   1.85     3.9    1.09       179   33.8   3.8663e-02   33.8      235
  911.3  4983.6   1.96     5.6    0.78       406   16.0   8.7711e-02   16.0      217
  934.2  5108.9   1.98     3.9    1.06       117   45.0   2.5309e-02   45.0      188
  968.8  5298.2   2.00     4.0    1.24       230   27.8   4.9645e-02   27.8      231
 1115.4  6099.9   2.11    19.9    0.92      3185    3.5   6.8872e-01    3.5      155
 1120.2  6125.9   2.11     6.0    0.92       268   21.5   5.7928e-02   21.5      155
 1238.1  6770.5   2.16     3.8    0.98       106   43.3   2.2918e-02   43.3      137
 1274.4  6969.3   2.18     9.8    0.96       614    9.8   1.3279e-01    9.8       87
 1345.4  7357.7   2.23     3.7    0.87       138   26.2   2.9800e-02   26.2       57
 1377.7  7534.3   2.25     3.6    0.75        78   38.0   1.6809e-02   38.0       49
 1460.6  7987.8   2.33    18.8    0.95      2915    3.5   6.3021e-01    3.5       53
 1729.3  9457.1   2.46     3.4    0.60        46   48.1   9.8962e-03   48.1       20
 1764.3  9648.4   2.48     7.0    0.94       250   14.8   5.4047e-02   14.8       20
 2102.8 11499.5   2.69     3.3    0.73        57   39.8   1.2318e-02   39.8       16
 2203.3 12049.5   2.75     3.4    0.71        70   35.4   1.5112e-02   35.4       19
 2613.7 14293.7   3.00     6.8    0.62       478    9.1   1.0338e-01    9.1       11
