
                       be used for evaluation purposes
                                                             8-Mar-2019 16:32
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BH02282019_32cm_Ni04_HPGE2.Chn   
 Sample Title :          Ni04

 Spectrum saved on 28-Feb-2019 at 10:22    Collected on 28-Feb-2019 at  8:56
 Sample  Taken  on 28-Feb-2019 at  8:56    Decayed      0 Days,     0 mins.

            Detector file number used:     2
            Energy     Calibration Performed on  8-Mar-2019 at 11:34
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:35

 

   Datetime:  28-Feb-2019   8:56
   Live:      4936.00 
   Mass:      428
   Shelf:     30
   Detector:      2

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   68.9   375.6   1.15     4.5    1.35      1092   28.2   2.2119e-01   28.2     9756
   72.9   397.4   1.15    10.5    1.35      3829    8.3   7.7575e-01    8.3     9756
   75.0   409.0   1.16    19.1    1.35      7170    4.9   1.4525e+00    4.9    10643
   77.7   423.8   1.16     4.1    1.35       609   52.9   1.2333e-01   52.9    10643
   84.9   463.0   1.11     8.4    1.10      3035   13.6   6.1479e-01   13.6    12974
   87.4   477.2   1.12     5.2    1.10      1135   36.7   2.2994e-01   36.7    11893
   92.0   502.2   1.12     8.9    1.10      2461   17.8   4.9853e-01   17.8    11893
  122.1   667.0   1.14    72.5    0.79     47606    1.1   9.6446e+00    1.1    11823
  127.2   695.1   1.14    69.3    0.79     43570    1.1   8.8269e+00    1.1    11823
  136.5   745.9   1.19    16.4    0.88      5695    6.4   1.1537e+00    6.4    10985
  238.6  1304.6   1.26     3.4    1.47       599   52.1   1.2142e-01   52.1     9262
  277.7  1518.7   1.29     3.4    0.97       643   43.5   1.3025e-01   43.5     7681
  295.2  1614.5   1.31     3.6    0.96       616   44.8   1.2482e-01   44.8     7728
  351.9  1924.7   1.36     5.8    0.68      1190   20.0   2.4114e-01   20.0     5443
  385.3  2107.5   1.39     3.5    0.92       327   59.5   6.6338e-02   59.5     3495
  411.4  2250.7   1.41     4.3    1.77       788   24.2   1.5972e-01   24.2     3049
  477.2  2610.8   1.46    40.1    1.04     14271    2.0   2.8912e+00    2.0     2629
  510.9  2795.3   2.70    65.4    5.66    261840    1.0   5.3047e+01    1.0    17933
  519.7  2843.5   1.51     4.0    1.43       617   30.4   1.2499e-01   30.4     1715
  539.0  2949.1   1.53     3.9    0.93       438   31.2   8.8804e-02   31.2     1713
  583.2  3190.8   1.57     4.0    0.87       524   27.8   1.0621e-01   27.8     1863
  609.2  3333.4   1.59     7.6    0.88      1252   12.8   2.5375e-01   12.8     1957
  744.1  4071.9   1.76    16.9    1.11      2899    5.4   5.8737e-01    5.4     1238
  803.8  4398.5   1.74     6.9    2.03       808   16.2   1.6370e-01   16.2      987
  810.8  4436.4   1.75    60.6    2.03     32213    1.2   6.5262e+00    1.2      987
  846.8  4633.9   1.89    10.3    0.82      1438    8.2   2.9133e-01    8.2      763
  911.2  4986.4   1.87     5.6    0.92       359   28.3   7.2787e-02   28.3      763
  931.3  5096.2   1.90    52.6    1.08     26139    1.3   5.2956e+00    1.3      962
  935.5  5119.5   1.91    15.5    1.08      2348    6.6   4.7561e-01    6.6      962
  969.2  5303.9   1.92     3.5    1.02       197   49.5   3.9919e-02   49.5      717
  984.5  5387.5   1.94     3.4    0.96       166   58.4   3.3640e-02   58.4      723
 1120.3  6130.9   2.06     3.6    1.20       250   53.6   5.0571e-02   53.6     1269
 1238.3  6776.9   2.17     8.7    0.92       809   11.3   1.6384e-01   11.3      584
 1246.3  6820.6   2.17     4.2    0.92       160   50.4   3.2410e-02   50.4      584
 1316.6  7205.1   2.23    13.5    1.33      1696    6.8   3.4367e-01    6.8      326
 1333.5  7297.7   2.25     3.6    0.83       142   42.5   2.8749e-02   42.5      253
 1370.2  7498.6   2.28     8.4    2.42      1001   10.4   2.0280e-01   10.4      340
 1377.6  7539.1   2.29    57.2    2.42     28747    1.4   5.8240e+00    1.4      340
 1408.5  7708.1   2.39    20.9    0.74      3846    3.5   7.7910e-01    3.5      243
 1434.1  7848.2   2.47    13.2    1.24      1785    5.8   3.6169e-01    5.8      183
 1460.7  7994.2   2.44    17.7    1.48      3108    4.0   6.2966e-01    4.0      229
 1757.5  9618.9   2.85    13.5    0.89      1732    5.3   3.5085e-01    5.3       92
 1764.5  9656.9   2.86     5.8    0.89       339   14.8   6.8698e-02   14.8       92
 1771.4  9694.5   2.86     3.7    0.89       129   31.6   2.6054e-02   31.6       89
 1919.3 10504.5   2.84    20.5    1.45      3491    3.4   7.0716e-01    3.4       66
 2034.7 11135.9   2.89     3.4    0.66        53   44.5   1.0666e-02   44.5       18
 2204.0 12062.9   3.05     4.1    1.04        92   31.8   1.8645e-02   31.8       18
 2598.5 14221.8   3.41     4.8    0.78        67   33.7   1.3525e-02   33.7        9
 2614.1 14307.4   3.42     7.3    0.78       403   10.4   8.1573e-02   10.4        9
