
                       be used for evaluation purposes
                                                            11-Mar-2019 14:07
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AR022819_32cm_Ni08_IDM2.Chn      
 Sample Title :          Ni08

 Spectrum saved on 28-Feb-2019 at 12:58    Collected on 28-Feb-2019 at 11:49
 Sample  Taken  on 28-Feb-2019 at 11:49    Decayed      0 Days,     0 mins.

            Detector file number used:     4
            Energy     Calibration Performed on  8-Mar-2019 at 11:45
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:47

 

   Datetime:  28-Feb-2019  11:49
   Live:      3921.00 
   Mass:      828
   Shelf:     32
   Detector:      4

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   68.9   375.7   1.10     4.4    1.11       502   40.0   1.2792e-01   40.0     4241
   72.9   397.5   1.10     5.8    1.11       934   21.7   2.3815e-01   21.7     4241
   75.1   409.3   1.10     9.7    1.11      1783   12.1   4.5466e-01   12.1     4241
   85.0   463.8   1.11     4.4    1.39       658   30.6   1.6773e-01   30.6     4805
   87.5   477.5   1.11     4.6    1.39       422   47.4   1.0763e-01   47.4     4805
   92.3   503.6   1.12     3.3    1.39       833   25.4   2.1247e-01   25.4     4805
  122.2   667.0   1.17    14.8    1.03      3745    6.4   9.5504e-01    6.4     5677
  127.3   695.0   1.18    14.8    1.03      3881    6.4   9.8973e-01    6.4     5677
  136.7   746.2   1.15     4.8    0.94       576   40.8   1.4689e-01   40.8     5409
  238.6  1303.7   1.24     5.3    1.11       805   24.5   2.0541e-01   24.5     3935
  351.8  1922.6   1.33     6.8    1.14       902   17.0   2.3013e-01   17.0     1979
  477.1  2608.1   1.48    18.3    1.46      3772    4.3   9.6193e-01    4.3     1198
  510.9  2792.7   2.66    31.6    2.00     70122    1.4   1.7884e+01    1.4     4810
  539.0  2946.2   1.48     5.0    1.11       400   26.8   1.0207e-01   26.8      933
  583.1  3187.4   1.52     4.4    0.97       503   23.5   1.2821e-01   23.5     1120
  609.2  3330.4   1.54     7.1    0.96       969   13.7   2.4702e-01   13.7     1234
  803.7  4393.9   1.70     3.6    1.40       189   43.1   4.8179e-02   43.1      447
  810.7  4432.3   1.75    59.3    1.26     32257    1.1   8.2267e+00    1.1      383
  835.1  4565.6   1.73     4.0    1.16       170   36.5   4.3286e-02   36.5      263
  846.7  4629.2   1.78    19.1    0.84      3143    3.6   8.0169e-01    3.6      247
  863.9  4723.1   1.75     3.9    0.89       213   29.1   5.4355e-02   29.1      282
  911.2  4981.8   1.79     7.0    0.83       375   17.2   9.5521e-02   17.2      239
  931.3  5091.5   1.85    29.2    0.86      7143    2.3   1.8217e+00    2.3      347
  968.7  5296.4   1.84     4.5    1.13       194   32.8   4.9488e-02   32.8      264
 1037.8  5674.1   1.89     3.6    0.76       306   19.8   7.7949e-02   19.8      216
 1120.4  6126.0   1.96     4.2    0.83       253   25.3   6.4492e-02   25.3      259
 1238.3  6770.5   2.09    13.5    1.11      1502    6.0   3.8319e-01    6.0      190
 1274.5  6968.7   2.09     5.4    0.85       334   16.3   8.5268e-02   16.3      124
 1316.6  7198.6   2.12     6.8    1.17       492   11.4   1.2548e-01   11.4       97
 1369.7  7489.0   2.19     4.0    0.89       220   18.3   5.6131e-02   18.3       81
 1377.5  7531.9   2.19    18.2    0.89      2728    3.6   6.9569e-01    3.6       81
 1408.4  7701.0   2.20    12.0    0.95      1138    6.1   2.9021e-01    6.1       76
 1460.7  7987.0   2.26    16.7    0.88      2580    3.9   6.5808e-01    3.9       81
 1674.5  9155.7   2.42     3.5    1.07        88   32.7   2.2334e-02   32.7       34
 1757.4  9609.6   2.48     4.1    0.95       185   16.5   4.7148e-02   16.5       22
 1764.4  9647.6   2.49     5.7    0.95       266   13.3   6.7962e-02   13.3       22
 1771.2  9684.6   2.50     6.5    0.95       266   13.2   6.7795e-02   13.2       22
 1919.2 10494.2   2.62     5.4    1.14       345   11.6   8.8108e-02   11.6       23
 2034.4 11124.0   2.71     3.8    0.96       107   26.9   2.7239e-02   26.9       24
 2203.7 12050.0   2.85     3.4    0.78        46   54.0   1.1673e-02   54.0       26
 2597.5 14203.6   3.17     4.4    0.60       161   16.7   4.1058e-02   16.7        7
 2613.6 14291.7   3.19     7.7    0.60       451    9.0   1.1508e-01    9.0        7
