
                       be used for evaluation purposes
                                                             7-Mar-2019 16:47
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BY03012019_32cm_Ni04_HPGE1.Chn   
 Sample Title :          Ni04

 Spectrum saved on  1-Mar-2019 at 16:59    Collected on  1-Mar-2019 at 15:40
 Sample  Taken  on  1-Mar-2019 at 15:40    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  6-Mar-2019 at 16:50
            Peak Shape Calibration Performed on  6-Mar-2019 at 16:52

 

   Datetime:   1-Mar-2019  15:40
   Live:      4592.00 
   Mass:      428
   Shelf:     30
   Detector:      1

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   66.8   364.4   1.08     3.4    0.89       700   34.4   1.5242e-01   34.4     7371
   68.6   374.5   1.08     7.5    0.89      1459   16.3   3.1777e-01   16.3     7371
   72.6   396.3   1.08    10.2    0.89      2874    8.8   6.2579e-01    8.8     7371
   74.7   408.1   1.08    18.9    0.89      5474    5.0   1.1921e+00    5.0     7371
   77.4   422.8   1.08     3.5    0.89       483   51.2   1.0511e-01   51.2     7371
   84.5   461.7   1.08     6.3    0.91      1947   16.1   4.2410e-01   16.1     8970
   91.9   501.8   1.09     3.9    1.65      1030   33.1   2.2436e-01   33.1     9361
  121.9   665.9   1.10    82.6    1.00     56551    0.9   1.2315e+01    0.9     8189
  127.0   694.1   1.11    55.2    1.00     28259    1.5   6.1541e+00    1.5     8189
  136.4   745.1   1.13    23.1    1.20      7087    5.1   1.5434e+00    5.1     7500
  238.7  1304.9   1.21     5.3    1.08      1000   23.6   2.1768e-01   23.6     5156
  295.3  1614.4   1.26     3.4    1.19       399   51.2   8.6847e-02   51.2     4493
  352.0  1924.0   1.30     5.1    1.24       842   21.7   1.8339e-01   21.7     3149
  411.5  2249.4   1.35     3.3    0.83       254   53.1   5.5373e-02   53.1     1737
  477.3  2609.6   1.37    23.0    0.78      4651    4.0   1.0129e+00    4.0     1501
  511.1  2794.2   2.66    44.6    2.71    139914    1.0   3.0469e+01    1.0     7814
  583.3  3189.2   1.50     4.9    0.78       605   22.0   1.3180e-01   22.0     1420
  609.5  3332.2   1.52     8.7    1.09       927   15.6   2.0177e-01   15.6     1482
  727.5  3977.5   1.62     3.5    0.95       174   56.4   3.7928e-02   56.4      831
  744.3  4069.7   1.62    17.3    0.96      2943    4.6   6.4087e-01    4.6      619
  803.7  4394.5   1.68     3.4    1.12       190   50.1   4.1348e-02   50.1      667
  810.9  4433.5   1.70    67.0    1.29     37783    1.0   8.2280e+00    1.0      580
  835.1  4566.0   1.71     3.5    1.24       148   51.3   3.2222e-02   51.3      420
  846.9  4630.3   1.89    11.5    0.97      1619    7.0   3.5254e-01    7.0      483
  864.2  4724.9   1.74     3.7    1.10       192   43.4   4.1723e-02   43.4      490
  911.2  4982.2   1.78     6.3    0.74       347   22.4   7.5598e-02   22.4      434
  931.3  5091.9   1.81    32.8    0.68      9259    2.0   2.0163e+00    2.0      481
  935.5  5115.0   1.82    15.2    0.68      2454    4.9   5.3446e-01    4.9      481
  969.1  5298.7   1.82     3.4    0.74       191   40.0   4.1622e-02   40.0      459
 1037.7  5673.8   1.88     3.6    0.85       175   46.4   3.8022e-02   46.4      483
 1120.3  6125.6   1.95     3.8    0.86       252   38.9   5.4981e-02   38.9      724
 1238.0  6769.4   2.05     9.3    0.69       818    9.6   1.7818e-01    9.6      359
 1246.2  6814.3   2.06     3.5    0.69       134   43.7   2.9244e-02   43.7      359
 1316.3  7197.6   2.12     8.3    1.02       606   11.2   1.3200e-01   11.2      189
 1332.7  7287.2   2.13     3.7    1.05       145   35.6   3.1596e-02   35.6      169
 1369.8  7489.8   2.17     5.4    1.15       323   17.9   7.0380e-02   17.9      138
 1377.3  7531.0   2.18    46.4    1.15     18802    1.4   4.0944e+00    1.4      144
 1408.2  7699.7   2.23    13.3    1.25      1495    5.6   3.2550e-01    5.6      119
 1433.8  7839.8   2.29    12.9    1.00      1886    4.6   4.1072e-01    4.6      117
 1460.5  7986.1   2.28    18.1    1.34      2630    3.9   5.7272e-01    3.9       99
 1674.2  9154.4   2.42     3.7    1.14       101   42.7   2.1976e-02   42.7       97
 1757.2  9608.5   2.54    10.9    1.16      1110    6.0   2.4163e-01    6.0       46
 1764.2  9646.4   2.54     6.7    1.16       263   14.9   5.7239e-02   14.9       46
 1771.3  9685.3   2.55     3.6    1.16       129   24.8   2.8142e-02   24.8       46
 1847.3 10101.0   2.56     3.6    0.86        42   56.2   9.0665e-03   56.2       21
 1919.0 10493.2   2.57    18.9    1.27      2364    4.3   5.1491e-01    4.3       36
 2034.6 11125.4   2.72     3.5    0.85        43   55.1   9.3402e-03   55.1       18
 2102.5 11496.6   2.78     3.6    0.71        57   44.9   1.2436e-02   44.9       26
 2203.6 12049.3   2.86     3.6    0.62        65   37.5   1.4245e-02   37.5       18
 2597.7 14204.8   3.19     4.7    0.71        72   30.6   1.5692e-02   30.6       10
 2613.5 14290.8   3.21     7.8    0.71       443    9.1   9.6364e-02    9.1       10
