
                       be used for evaluation purposes
                                                             7-Mar-2019 13:58
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AM02272019_32cm_Ni01_HPGE1.Chn   
 Sample Title : Ni01               

 Spectrum saved on 27-Feb-2019 at 12:19    Collected on 27-Feb-2019 at 10:54
 Sample  Taken  on 27-Feb-2019 at 10:54    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  6-Mar-2019 at 16:50
            Peak Shape Calibration Performed on  6-Mar-2019 at 16:52

 

   Datetime:  27-Feb-2019  10:54
   Live:      2044.00 
   Mass:      128
   Shelf:     30
   Detector:      1

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   66.7   364.3   1.10     3.9    1.01       990   30.6   4.8426e-01   30.6    10007
   68.6   374.4   1.10     7.4    1.01      1874   16.4   9.1673e-01   16.4    10007
   72.6   396.4   1.10    14.1    1.01      5392    5.7   2.6381e+00    5.7    10007
   74.8   408.3   1.11    24.3    1.01      9511    3.6   4.6533e+00    3.6    10007
   77.5   423.3   1.11     3.4    1.01       611   49.5   2.9870e-01   49.5    10007
   84.6   461.9   1.08     9.3    1.45      3744   12.4   1.8319e+00   12.4    13040
   87.2   476.1   1.08     3.8    1.45      1207   36.9   5.9072e-01   36.9    13040
   91.8   501.5   1.09     4.4    1.45      1888   24.3   9.2372e-01   24.3    13040
  121.9   665.8   1.11    65.8    0.97     45148    1.1   2.2088e+01    1.1    10761
  127.0   694.0   1.11   106.2    0.97    105832    0.6   5.1777e+01    0.6    11740
  136.4   745.1   1.09    15.9    0.89      5499    6.3   2.6902e+00    6.3    11094
  158.3   864.8   1.14     4.3    1.19       768   44.1   3.7555e-01   44.1    10718
  238.6  1304.3   1.21     3.3    0.62       524   55.5   2.5628e-01   55.5     9380
  385.3  2106.3   1.33     3.4    1.59       537   37.9   2.6269e-01   37.9     3809
  411.5  2249.4   1.35     5.1    1.29       704   26.3   3.4434e-01   26.3     3028
  477.3  2609.5   1.42    34.6    1.22     11528    2.4   5.6399e+00    2.4     2718
  511.1  2794.1   2.64    73.8    5.81    372173    0.9   1.8208e+02    0.9    21719
  520.0  2843.1   1.45     5.3    1.28       495   34.8   2.4209e-01   34.8     1483
  609.4  3331.9   1.52     4.5    1.01       469   28.4   2.2925e-01   28.4     1521
  744.3  4069.6   1.63    17.5    0.84      3184    4.9   1.5576e+00    4.9     1245
  803.8  4394.8   1.70     6.1    0.90       583   19.3   2.8512e-01   19.3     1130
  810.9  4433.5   1.70    36.1    0.90     11201    1.9   5.4800e+00    1.9     1130
  835.0  4565.4   1.71     5.4    1.30       398   30.2   1.9483e-01   30.2     1051
  846.9  4630.5   1.77    11.9    0.90      1605    8.3   7.8538e-01    8.3     1017
  897.3  4906.4   1.76     3.8    0.72       342   33.6   1.6734e-01   33.6     1013
  931.3  5091.9   1.80    51.3    0.97     21856    1.3   1.0693e+01    1.3     1116
  935.5  5115.1   1.80    16.2    0.97      2822    6.0   1.3809e+00    6.0     1116
 1238.1  6769.5   2.05     6.3    0.98       762   13.3   3.7271e-01   13.3      896
 1246.6  6816.1   2.06     3.5    0.98       200   45.6   9.7946e-02   45.6      853
 1316.3  7197.3   2.13    12.2    0.86      1408    7.1   6.8882e-01    7.1      393
 1333.2  7289.8   2.13     3.4    0.82       136   51.3   6.6463e-02   51.3      350
 1369.7  7489.6   2.13     5.6    2.63       728   13.1   3.5637e-01   13.1      307
 1372.5  7504.6   2.13     6.7    2.63       399   24.3   1.9509e-01   24.3      307
 1377.3  7531.0   2.14    90.3    2.63     69203    0.9   3.3856e+01    0.9      292
 1408.2  7700.2   2.36    17.0    1.28      3666    3.7   1.7936e+00    3.7      279
 1433.8  7839.9   2.27    13.8    1.15      1911    5.6   9.3469e-01    5.6      243
 1460.5  7986.0   2.24     8.8    1.29      1022    9.2   4.9996e-01    9.2      291
 1757.2  9608.1   2.55    22.2    1.32      4136    3.3   2.0234e+00    3.3      142
 1764.6  9648.8   2.56     4.1    1.32       122   40.6   5.9600e-02   40.6      148
 1770.8  9682.9   2.56     4.2    1.32       132   36.8   6.4430e-02   36.8      148
 1888.1 10324.3   2.60     3.7    0.85        90   35.4   4.3986e-02   35.4       45
 1919.0 10493.1   2.55    33.9    1.55      8657    2.2   4.2351e+00    2.2       43
 2597.8 14205.0   3.19     4.9    0.70        85   26.5   4.1630e-02   26.5        5
 2613.7 14292.2   3.21     4.5    0.70       192   15.6   9.3884e-02   15.6        5
 2803.2 15328.1   3.37     3.7    0.62        65   38.1   3.1835e-02   38.1        5
