
                       be used for evaluation purposes
                                                             7-Mar-2019 16:00
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BO02282019_32cm_Cu03_HPGE1.Chn   
 Sample Title :          Cu03

 Spectrum saved on 28-Feb-2019 at 17:08    Collected on 28-Feb-2019 at 15:43
 Sample  Taken  on 28-Feb-2019 at 15:43    Decayed      0 Days,     0 mins.

            Detector file number used:     1
            Energy     Calibration Performed on  6-Mar-2019 at 16:50
            Peak Shape Calibration Performed on  6-Mar-2019 at 16:52

 

   Datetime:  28-Feb-2019  15:43
   Live:      4966.00 
   Mass:      329
   Shelf:     30
   Detector:      1

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   40.7   221.7   1.03    18.1    0.72      3782    5.9   7.6149e-01    5.9     3232
   63.1   344.2   1.06     4.3    1.20      1451   14.0   2.9226e-01   14.0     5697
   64.7   353.2   1.06     9.4    1.20      2052   10.2   4.1324e-01   10.2     5697
   68.6   374.6   1.07     4.8    1.20       574   35.6   1.1555e-01   35.6     5697
   72.9   398.1   1.07     4.4    1.20      1453   14.5   2.9265e-01   14.5     5697
   74.7   408.0   1.07     8.4    1.20      2246    9.4   4.5234e-01    9.4     5697
   77.5   423.4   1.07     3.6    1.20       429   48.2   8.6415e-02   48.2     5697
   84.7   462.3   1.08     3.4    0.86       697   36.5   1.4044e-01   36.5     6180
  186.0  1016.8   1.17     3.6    1.02       393   57.9   7.9196e-02   57.9     4822
  238.8  1305.3   1.21     7.6    0.98      1080   17.3   2.1746e-01   17.3     3245
  295.4  1614.8   1.26     3.6    1.14       511   33.4   1.0295e-01   33.4     2600
  338.3  1849.3   1.29     3.4    1.10       310   52.8   6.2500e-02   52.8     2736
  351.9  1924.0   1.30     6.1    0.88       913   16.1   1.8378e-01   16.1     1986
  394.2  2154.8   1.34     3.5    0.68       261   40.8   5.2609e-02   40.8     1102
  409.6  2239.4   1.35     4.1    1.02       274   38.5   5.5083e-02   38.5      944
  507.8  2776.2   1.27    11.2    3.60      1634   24.0   3.2900e-01   24.0     1708
  511.1  2794.2   2.71    35.1    3.60    107517    1.1   2.1651e+01    1.1     3416
  538.9  2946.1   1.46     3.9    0.80       257   25.7   5.1727e-02   25.7      325
  548.6  2999.1   1.47     9.6    1.27      1202    7.6   2.4203e-01    7.6      318
  583.2  3188.5   1.50     7.4    1.13       587   12.4   1.1813e-01   12.4      291
  596.8  3262.8   1.48    14.6    0.75      1787    5.2   3.5975e-01    5.2      289
  609.4  3331.8   1.52     9.9    0.83       997    7.9   2.0084e-01    7.9      271
  727.3  3976.6   1.62     3.4    0.77       143   38.7   2.8843e-02   38.7      229
  768.2  4200.4   1.65     3.5    0.77       108   49.0   2.1793e-02   49.0      237
  810.8  4433.0   1.69     3.6    1.07       100   53.0   2.0138e-02   53.0      193
  911.2  4982.3   1.78     5.7    0.90       385   15.7   7.7456e-02   15.7      205
  964.7  5274.6   1.82     3.5    1.00       118   38.4   2.3840e-02   38.4      153
  968.9  5297.7   1.82     5.2    1.00       238   21.6   4.7994e-02   21.6      153
 1115.4  6098.9   1.97    16.6    1.09      2268    4.6   4.5666e-01    4.6      156
 1120.3  6125.7   1.98     6.6    1.09       302   17.7   6.0880e-02   17.7      148
 1173.0  6413.6   2.00     3.5    0.82        88   50.2   1.7666e-02   50.2      130
 1237.9  6768.8   2.05     3.8    1.16       154   31.1   3.1049e-02   31.1      133
 1273.6  6963.7   2.08     3.5    1.40       112   36.5   2.2592e-02   36.5       81
 1332.5  7285.8   2.13     3.4    0.88       106   33.4   2.1367e-02   33.4       68
 1345.6  7357.8   2.14     5.8    1.00       296   16.0   5.9609e-02   16.0       79
 1377.3  7530.9   2.17     4.2    0.92       193   19.6   3.8827e-02   19.6       50
 1407.9  7698.4   2.19     3.5    1.11        64   46.7   1.2913e-02   46.7       45
 1460.5  7985.9   2.24    18.8    1.27      2794    3.6   5.6258e-01    3.6       56
 1729.3  9456.0   2.46     3.3    0.89        42   51.6   8.4526e-03   51.6       17
 1764.1  9646.2   2.49     5.6    0.76       298   12.8   5.9939e-02   12.8       21
 2203.5 12048.8   2.86     4.1    0.75       108   26.2   2.1659e-02   26.2       14
 2613.5 14291.2   3.21     6.9    0.82       466    9.4   9.3754e-02    9.4       10
