
                       be used for evaluation purposes
                                                            13-Mar-2019 18:35
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BA022819_40cm_Cu02_IDM3.Chn      
 Sample Title :          Cu02

 Spectrum saved on 28-Feb-2019 at 22:32    Collected on 28-Feb-2019 at 20:25
 Sample  Taken  on 28-Feb-2019 at 20:25    Decayed      0 Days,     0 mins.

            Detector file number used:     5
            Energy     Calibration Performed on  8-Mar-2019 at 12:01
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:02

 

   Datetime:  28-Feb-2019  20:25
   Live:      7483.00 
   Mass:      229
   Shelf:     40
   Detector:      5

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   40.5   221.3   1.43     8.0    1.20      1791   16.3   2.3939e-01   16.3     5301
   62.9   343.6   1.47     4.4    1.08      2127   12.8   2.8424e-01   12.8     7522
   64.6   353.0   1.47     8.7    1.08      2840    9.6   3.7950e-01    9.6     7020
   68.5   374.5   1.47     4.7    1.08       668   39.5   8.9279e-02   39.5     7522
   72.8   397.7   1.48     5.1    1.08      2513   11.1   3.3583e-01   11.1     7522
   74.6   407.5   1.48    12.4    1.08      4206    7.2   5.6206e-01    7.2     7522
   84.4   461.2   1.46     4.4    1.14      1175   27.6   1.5705e-01   27.6     8290
   86.9   474.7   1.46     3.6    1.14       550   56.8   7.3530e-02   56.8     8290
   99.1   541.4   1.47     3.8    1.16       919   34.5   1.2278e-01   34.5     9152
  103.3   564.8   1.47     4.9    1.16      1528   19.9   2.0414e-01   19.9     9152
  105.7   577.7   1.47     7.8    1.16      1861   17.3   2.4870e-01   17.3     9152
  209.2  1143.9   1.53     3.5    0.70       500   51.2   6.6761e-02   51.2     6219
  228.1  1247.3   1.55     7.5    1.01      1461   17.9   1.9523e-01   17.9     5392
  238.7  1305.0   1.55     7.6    0.90      1513   15.2   2.0226e-01   15.2     5309
  242.8  1327.7   1.56     3.5    0.90       429   51.4   5.7370e-02   51.4     4977
  277.6  1518.0   1.58     8.1    0.79      1744   12.8   2.3307e-01   12.8     4200
  295.3  1614.6   1.59     4.4    0.79       735   28.9   9.8165e-02   28.9     3773
  334.3  1827.8   1.61     3.5    1.19       403   49.7   5.3917e-02   49.7     3762
  338.1  1848.8   1.61     3.8    1.19       538   38.6   7.1950e-02   38.6     3762
  351.9  1924.0   1.61    10.0    0.88      1524   12.0   2.0367e-01   12.0     2636
  409.5  2239.2   1.66     3.8    0.75       273   47.8   3.6518e-02   47.8     1475
  511.0  2794.3   2.97    44.7   10.08     99444    0.9   1.3289e+01    0.9     2591
  538.8  2946.1   1.74     3.7    0.78       259   32.8   3.4594e-02   32.8      574
  548.5  2999.4   1.76    10.3    1.03      1087    9.7   1.4530e-01    9.7      536
  583.2  3189.0   1.76     9.4    0.86       896   11.3   1.1970e-01   11.3      507
  596.7  3262.9   1.81    13.1    0.81      1917    5.7   2.5621e-01    5.7      503
  609.4  3332.1   1.77    12.1    0.87      1491    7.1   1.9923e-01    7.1      517
  727.3  3977.0   1.85     3.5    0.71       198   36.3   2.6434e-02   36.3      375
  768.3  4201.4   1.88     3.6    0.82       162   44.4   2.1621e-02   44.4      396
  860.6  4706.2   1.93     3.6    0.97       152   44.3   2.0358e-02   44.3      325
  911.3  4983.3   1.96     8.3    1.31       621   14.3   8.3049e-02   14.3      343
  964.9  5276.6   2.00     3.3    0.91       214   28.8   2.8643e-02   28.8      256
  969.0  5299.1   2.00     7.0    0.91       475   14.5   6.3540e-02   14.5      269
 1115.5  6100.1   2.03    13.6    1.13      1654    5.9   2.2101e-01    5.9      255
 1120.3  6126.3   2.03     6.6    1.13       468   15.0   6.2559e-02   15.0      255
 1238.0  6770.0   2.16     4.3    1.03       169   37.7   2.2521e-02   37.7      243
 1274.4  6969.2   2.14    10.8    0.87       861    8.6   1.1509e-01    8.6      176
 1332.4  7286.2   2.22     3.4    1.01        85   52.5   1.1386e-02   52.5      123
 1345.7  7359.4   2.23     5.0    0.76       275   17.2   3.6701e-02   17.2       92
 1377.5  7533.0   2.25     4.6    0.96       163   24.3   2.1832e-02   24.3       72
 1460.6  7987.6   2.39    22.9    1.01      4725    2.8   6.3142e-01    2.8       72
 1508.7  8250.6   2.33     3.3    0.81        56   50.5   7.5275e-03   50.5       46
 1587.9  8683.9   2.38     3.5    0.91        56   56.5   7.4710e-03   56.5       55
 1592.3  8707.9   2.38     3.4    0.91        75   41.2   1.0036e-02   41.2       55
 1729.2  9456.4   2.46     3.9    0.83        83   32.3   1.1034e-02   32.3       21
 1764.4  9648.8   2.48     6.4    0.89       407   10.6   5.4350e-02   10.6       27
 1847.2 10102.1   2.53     3.4    0.76        47   50.5   6.2676e-03   50.5       25
 2103.1 11501.5   2.69     3.4    0.80        71   37.9   9.5122e-03   37.9       32
 2203.5 12050.4   2.75     3.3    0.73       118   24.6   1.5802e-02   24.6       23
 2613.9 14294.7   3.00     8.5    0.75       688    7.9   9.1915e-02    7.9        8
